"id_user_source","reciprocity_count","class","class2"
"7,243",60,top_5_10,outstanding
"7,251",64,ordinary,ordinary
"7,253",63,ordinary,ordinary
"7,254",64,top_5_10,outstanding
"7,260",64,top_5_10,outstanding
"7,261",121,top_5_10,outstanding
"7,263",61,top_5,outstanding
"7,267",29,top_10_15,outstanding
"7,270",64,top_5_10,outstanding
"7,274",57,top_5,outstanding
"7,275",64,top_10_15,outstanding
"7,277",88,top_5_10,outstanding
"7,278",8,top_5_10,outstanding
"7,297",63,top_5,outstanding
"7,301",255,top_5,outstanding
"7,305",492,top_5,outstanding
"7,313",70,top_5,outstanding
"7,316",63,ordinary,ordinary
"7,318",230,top_5,outstanding
"7,325",97,top_5,outstanding
"7,330",126,top_10_15,outstanding
"7,332",63,ordinary,ordinary
"7,333",51,top_5,outstanding
"7,337",62,top_5_10,outstanding
"7,340",63,top_10_15,outstanding
"7,343",63,ordinary,ordinary
"7,345",45,top_10_15,outstanding
"7,346",63,ordinary,ordinary
"7,351",60,top_5_10,outstanding
"7,357",63,ordinary,ordinary
"7,361",63,top_5_10,outstanding
"7,370",63,ordinary,ordinary
"7,372",63,ordinary,ordinary
"7,373",63,ordinary,ordinary
"7,374","1,987",top_5,outstanding
"7,378",87,top_10_15,outstanding
"7,380",238,top_10_15,outstanding
"7,384",228,top_10_15,outstanding
"7,386",44,top_5,outstanding
"7,387",126,ordinary,ordinary
"7,388",89,top_5_10,outstanding
"7,389",46,ordinary,ordinary
"7,390",63,ordinary,ordinary
"7,391",2,ordinary,ordinary
"7,392",63,top_5,outstanding
"7,398",138,top_5,outstanding
"7,403",186,top_5,outstanding
"7,409",187,ordinary,ordinary
"7,412",62,ordinary,ordinary
"7,415",179,top_5_10,outstanding
"7,416",547,top_5,outstanding
"7,422",126,top_5_10,outstanding
"7,429",431,top_5,outstanding
"7,434",16,ordinary,ordinary
"7,435","2,141",top_5,outstanding
"7,437",62,ordinary,ordinary
"7,439",665,top_5,outstanding
"7,443",470,top_5_10,outstanding
"7,446",122,top_5,outstanding
"7,449",50,ordinary,ordinary
"7,453",186,ordinary,ordinary
"7,454",154,top_5,outstanding
"7,457",37,ordinary,ordinary
"7,459",62,ordinary,ordinary
"7,462",62,top_5_10,outstanding
"7,463",58,top_5_10,outstanding
"7,466",230,top_5_10,outstanding
"7,470",123,top_10_15,outstanding
"7,475",57,top_5,outstanding
"7,484",62,ordinary,ordinary
"7,487",62,top_5,outstanding
"7,489",362,top_5_10,outstanding
"7,503",111,top_5_10,outstanding
"7,505",94,top_5_10,outstanding
"7,506",62,ordinary,ordinary
"7,507",41,ordinary,ordinary
"7,509",61,ordinary,ordinary
"7,524",62,ordinary,ordinary
"7,538",61,ordinary,ordinary
"7,543",36,top_5_10,outstanding
"7,546",61,ordinary,ordinary
"7,550",111,top_10_15,outstanding
"7,558",244,top_5_10,outstanding
"7,564",61,top_5_10,outstanding
"7,565","2,873",top_5,outstanding
"7,568",61,ordinary,ordinary
"7,569",122,ordinary,ordinary
"7,570",108,top_5_10,outstanding
"7,573",122,top_5,outstanding
"7,574",52,top_10_15,outstanding
"7,576",61,ordinary,ordinary
"7,580",61,ordinary,ordinary
"7,587",120,ordinary,ordinary
"7,588",122,top_5,outstanding
"7,591",98,top_5,outstanding
"7,602",66,top_5_10,outstanding
"7,604",84,top_5,outstanding
"7,605",104,ordinary,ordinary
"7,606",61,ordinary,ordinary
"7,609",422,top_5,outstanding
"7,615",61,top_10_15,outstanding
"7,616",178,top_5_10,outstanding
"7,617","1,083",top_5,outstanding
"7,618",142,top_5_10,outstanding
"7,623",48,ordinary,ordinary
"7,626",61,ordinary,ordinary
"7,632",52,ordinary,ordinary
"7,643",122,ordinary,ordinary
"7,644",61,ordinary,ordinary
"7,645",30,ordinary,ordinary
"7,650",61,ordinary,ordinary
"7,651",240,top_5_10,outstanding
"7,655",151,ordinary,ordinary
"7,657",61,ordinary,ordinary
"7,660",120,top_5_10,outstanding
"7,664",119,top_10_15,outstanding
"7,670",41,top_5_10,outstanding
"7,677",192,top_5_10,outstanding
"7,687",42,top_10_15,outstanding
"7,692",98,top_5_10,outstanding
"7,698",59,ordinary,ordinary
"7,701",144,top_5,outstanding
"7,703",141,top_5,outstanding
"7,716",60,top_5_10,outstanding
"7,719",98,top_5,outstanding
"7,726","1,869",top_5,outstanding
"7,727",42,ordinary,ordinary
"7,730",60,ordinary,ordinary
"7,731",117,ordinary,ordinary
"7,733",60,top_5_10,outstanding
"7,737",475,top_5,outstanding
"7,753",20,ordinary,ordinary
"7,756",60,ordinary,ordinary
"7,760",60,top_10_15,outstanding
"7,761",15,top_10_15,outstanding
"7,762",235,top_5,outstanding
"7,763",93,top_5_10,outstanding
"7,765",83,ordinary,ordinary
"7,770",60,ordinary,ordinary
"7,771",118,top_5_10,outstanding
"7,777",54,top_5,outstanding
"7,781",59,ordinary,ordinary
"7,784",98,top_5_10,outstanding
"7,789",29,top_5_10,outstanding
"7,790",59,top_5_10,outstanding
"7,792",59,top_10_15,outstanding
"7,794",58,top_5_10,outstanding
"7,802",39,top_5,outstanding
"7,807",59,top_5_10,outstanding
"7,813",204,top_5,outstanding
"7,819","2,567",top_5,outstanding
"7,835",114,top_5,outstanding
"7,836",55,top_5_10,outstanding
"7,837",59,top_5,outstanding
"7,840",83,top_5_10,outstanding
"7,847",59,ordinary,ordinary
"7,848",58,top_5_10,outstanding
"7,849",59,ordinary,ordinary
"7,854",59,ordinary,ordinary
"7,856",59,ordinary,ordinary
"7,859",333,top_5_10,outstanding
"7,860",105,top_5_10,outstanding
"7,863",147,top_5_10,outstanding
"7,865",59,ordinary,ordinary
"7,868",97,top_5_10,outstanding
"7,874",59,ordinary,ordinary
"7,875",52,ordinary,ordinary
"7,876",59,ordinary,ordinary
"7,879",160,top_5_10,outstanding
"7,882",116,top_5_10,outstanding
"7,884",59,ordinary,ordinary
"7,885","4,009",top_5,outstanding
"7,886",117,top_5_10,outstanding
"7,887",116,ordinary,ordinary
"7,898","6,326",top_5,outstanding
"7,901",116,top_10_15,outstanding
"7,902",174,top_5,outstanding
"7,903",58,top_10_15,outstanding
"7,904",3,ordinary,ordinary
"7,915",146,top_10_15,outstanding
"7,920",58,ordinary,ordinary
"7,931",116,top_10_15,outstanding
"7,934",58,ordinary,ordinary
"7,935",56,ordinary,ordinary
"7,939",58,top_10_15,outstanding
"7,942",174,top_5,outstanding
"7,943","1,027",top_5,outstanding
"7,944",46,top_10_15,outstanding
"7,947",132,top_5,outstanding
"7,951",58,ordinary,ordinary
"7,952",58,ordinary,ordinary
"7,956",28,top_10_15,outstanding
"7,959",58,top_5_10,outstanding
"7,962",91,top_5_10,outstanding
"7,974",58,ordinary,ordinary
"7,977",116,ordinary,ordinary
"7,981",279,top_5_10,outstanding
"7,993",477,top_5,outstanding
"7,994",111,top_10_15,outstanding
"7,995",58,top_5_10,outstanding
"7,998",129,ordinary,ordinary
"8,001",227,top_5,outstanding
"8,006",614,top_5,outstanding
"8,008",58,ordinary,ordinary
"8,012",116,ordinary,ordinary
"8,014",330,top_5,outstanding
"8,015",54,top_5_10,outstanding
"8,017",57,ordinary,ordinary
"8,020",129,ordinary,ordinary
"8,021",54,ordinary,ordinary
"8,029",105,ordinary,ordinary
"8,031",39,top_5_10,outstanding
"8,033",475,top_5,outstanding
"8,035",55,top_5_10,outstanding
"8,042",92,ordinary,ordinary
"8,044",57,ordinary,ordinary
"8,046",248,top_5,outstanding
"8,055",57,ordinary,ordinary
"8,059",57,ordinary,ordinary
"8,061",57,ordinary,ordinary
"8,072",57,top_5_10,outstanding
"8,077",114,top_5_10,outstanding
"8,079",52,ordinary,ordinary
"8,081",114,ordinary,ordinary
"8,087",114,ordinary,ordinary
"8,089",156,top_5_10,outstanding
"8,113",56,ordinary,ordinary
"8,122",56,ordinary,ordinary
"8,124",436,top_5,outstanding
"8,126",56,ordinary,ordinary
"8,129",298,top_5,outstanding
"8,130",56,top_5_10,outstanding
"8,131",14,top_5_10,outstanding
"8,132",56,ordinary,ordinary
"8,134",56,ordinary,ordinary
"8,135","2,903",top_5,outstanding
"8,138",44,ordinary,ordinary
"8,148",104,ordinary,ordinary
"8,149",222,top_5_10,outstanding
"8,151",56,ordinary,ordinary
"8,157",56,ordinary,ordinary
"8,162",112,top_10_15,outstanding
"8,163",96,top_5_10,outstanding
"8,165",25,ordinary,ordinary
"8,176",188,top_5,outstanding
"8,195",103,top_10_15,outstanding
"8,198",56,ordinary,ordinary
"8,201",259,top_5_10,outstanding
"8,202",50,ordinary,ordinary
"8,209",101,ordinary,ordinary
"8,210",55,top_10_15,outstanding
"8,216",154,top_5,outstanding
"8,219",56,ordinary,ordinary
"8,226",55,ordinary,ordinary
"8,229",158,top_5_10,outstanding
"8,230",55,ordinary,ordinary
"8,231",251,top_5,outstanding
"8,233",55,ordinary,ordinary
"8,235",48,ordinary,ordinary
"8,246",55,ordinary,ordinary
"8,268",55,ordinary,ordinary
"8,269",163,top_5,outstanding
"8,270","1,470",top_5,outstanding
"8,274",157,top_5,outstanding
"8,275",199,top_5_10,outstanding
"8,280",157,top_5_10,outstanding
"8,282",165,ordinary,ordinary
"8,283",54,ordinary,ordinary
"8,291",55,ordinary,ordinary
"8,303",27,top_10_15,outstanding
"8,304",221,top_5_10,outstanding
"8,306",55,ordinary,ordinary
"8,308",55,ordinary,ordinary
"8,309",38,ordinary,ordinary
"8,311",44,top_5_10,outstanding
"8,313",551,top_5,outstanding
"8,319",55,ordinary,ordinary
"8,321",52,ordinary,ordinary
"8,326",54,top_5,outstanding
"8,334",54,ordinary,ordinary
"8,337",106,top_5,outstanding
"8,341",60,top_10_15,outstanding
"8,345",54,ordinary,ordinary
"8,350",187,top_5,outstanding
"8,352",107,top_10_15,outstanding
"8,353",195,top_5_10,outstanding
"8,355",46,top_5_10,outstanding
"8,356",54,ordinary,ordinary
"8,359",49,ordinary,ordinary
"8,361",98,top_10_15,outstanding
"8,362",54,top_10_15,outstanding
"8,364",54,ordinary,ordinary
"8,365",46,ordinary,ordinary
"8,366",46,ordinary,ordinary
"8,371",54,ordinary,ordinary
"8,373",54,ordinary,ordinary
"8,377",54,ordinary,ordinary
"8,379",54,ordinary,ordinary
"8,385",54,ordinary,ordinary
"8,387",54,top_5_10,outstanding
"8,388",54,ordinary,ordinary
"8,392",53,top_5_10,outstanding
"8,396",51,ordinary,ordinary
"8,397",54,ordinary,ordinary
"8,398",283,top_5,outstanding
"8,400",53,ordinary,ordinary
"8,402",54,ordinary,ordinary
"8,404",99,ordinary,ordinary
"8,407",339,top_5,outstanding
"8,408",303,top_5,outstanding
"8,414",54,ordinary,ordinary
"8,419",54,ordinary,ordinary
"8,423",990,top_5,outstanding
"8,425",54,ordinary,ordinary
"8,426",54,ordinary,ordinary
"8,437",54,top_10_15,outstanding
"8,439",54,ordinary,ordinary
"8,440",107,ordinary,ordinary
"8,444",54,ordinary,ordinary
"8,467",53,top_10_15,outstanding
"8,476",8,ordinary,ordinary
"8,478",136,top_5,outstanding
"8,480",53,ordinary,ordinary
"8,490",92,top_10_15,outstanding
"8,493",52,top_10_15,outstanding
"8,501",50,ordinary,ordinary
"8,504",92,ordinary,ordinary
"8,507",159,top_5,outstanding
"8,509",106,ordinary,ordinary
"8,510",106,ordinary,ordinary
"8,512",91,top_5,outstanding
"8,514",53,ordinary,ordinary
"8,517",111,top_5_10,outstanding
"8,524",58,top_10_15,outstanding
"8,526",53,ordinary,ordinary
"8,527",870,top_5,outstanding
"8,529",47,top_10_15,outstanding
"8,533","1,070",top_5,outstanding
"8,535",197,top_5,outstanding
"8,537",35,ordinary,ordinary
"8,544",53,ordinary,ordinary
"8,546",104,top_10_15,outstanding
"8,557",53,ordinary,ordinary
"8,577",5,ordinary,ordinary
"8,584",37,top_5_10,outstanding
"8,585",94,top_5_10,outstanding
"8,586",112,top_5,outstanding
"8,587",106,ordinary,ordinary
"8,593",56,top_10_15,outstanding
"8,594",53,ordinary,ordinary
"8,596",53,ordinary,ordinary
"8,599",53,ordinary,ordinary
"8,601",157,top_10_15,outstanding
"8,603",61,top_5,outstanding
"8,612",41,ordinary,ordinary
"8,625",155,ordinary,ordinary
"8,629",52,ordinary,ordinary
"8,633",97,ordinary,ordinary
"8,639",33,ordinary,ordinary
"8,646",45,ordinary,ordinary
"8,648",52,ordinary,ordinary
"8,652",23,ordinary,ordinary
"8,657",153,ordinary,ordinary
"8,661",47,ordinary,ordinary
"8,680",184,top_5_10,outstanding
"8,684",103,ordinary,ordinary
"8,692",52,top_10_15,outstanding
"8,693",25,ordinary,ordinary
"8,698",154,top_5_10,outstanding
"8,705",18,top_10_15,outstanding
"8,708",47,ordinary,ordinary
"8,711",104,top_5,outstanding
"8,712",202,top_5_10,outstanding
"8,716",4,ordinary,ordinary
"8,720",52,ordinary,ordinary
"8,724",49,top_5_10,outstanding
"8,732",52,top_10_15,outstanding
"8,740",16,top_10_15,outstanding
"8,747",47,ordinary,ordinary
"8,752",184,top_10_15,outstanding
"8,761",136,ordinary,ordinary
"8,766",50,ordinary,ordinary
"8,771",401,top_5,outstanding
"8,772",140,top_5_10,outstanding
"8,774","7,215",top_5,outstanding
"8,780",141,top_5_10,outstanding
"8,781",51,ordinary,ordinary
"8,796",95,top_5,outstanding
"8,806",106,top_5,outstanding
"8,808",152,top_5,outstanding
"8,815",97,ordinary,ordinary
"8,816",150,top_5,outstanding
"8,817",51,ordinary,ordinary
"8,833",51,ordinary,ordinary
"8,835",3,ordinary,ordinary
"8,842",51,ordinary,ordinary
"8,846",51,ordinary,ordinary
"8,853",51,ordinary,ordinary
"8,855",51,ordinary,ordinary
"8,859",50,ordinary,ordinary
"8,865",100,ordinary,ordinary
"8,866",50,ordinary,ordinary
"8,867",200,top_5,outstanding
"8,868",50,ordinary,ordinary
"8,869",150,ordinary,ordinary
"8,870",50,ordinary,ordinary
"8,872",145,top_5_10,outstanding
"8,873",52,top_5_10,outstanding
"8,881",100,top_10_15,outstanding
"8,890",50,ordinary,ordinary
"8,896",50,ordinary,ordinary
"8,897",50,ordinary,ordinary
"8,900",5,ordinary,ordinary
"8,906",167,top_10_15,outstanding
"8,914",3,ordinary,ordinary
"8,919",50,ordinary,ordinary
"8,925",139,top_5,outstanding
"8,931",102,top_5_10,outstanding
"8,932",195,top_5_10,outstanding
"8,935",97,ordinary,ordinary
"8,944",50,ordinary,ordinary
"8,945",42,top_10_15,outstanding
"8,946","1,360",top_5,outstanding
"8,951",149,ordinary,ordinary
"8,956",50,ordinary,ordinary
"8,962",44,top_5_10,outstanding
"8,968",150,top_5,outstanding
"8,969",50,ordinary,ordinary
"8,971",108,top_5_10,outstanding
"8,977",98,ordinary,ordinary
"8,983",50,ordinary,ordinary
"8,984",99,ordinary,ordinary
"8,997",50,ordinary,ordinary
"8,998","2,741",top_5,outstanding
"9,000",50,ordinary,ordinary
"9,006","2,532",top_5,outstanding
"9,007",49,ordinary,ordinary
"9,009",48,ordinary,ordinary
"9,013",367,top_5,outstanding
"9,014","7,528",top_5,outstanding
"9,023",32,top_10_15,outstanding
"9,025",99,ordinary,ordinary
"9,032",382,top_5,outstanding
"9,035",43,ordinary,ordinary
"9,037",36,ordinary,ordinary
"9,063",49,ordinary,ordinary
"9,065","1,248",top_5,outstanding
"9,071",49,ordinary,ordinary
"9,077",49,ordinary,ordinary
"9,078",49,ordinary,ordinary
"9,080",49,ordinary,ordinary
"9,081",3,ordinary,ordinary
"9,082",49,ordinary,ordinary
"9,087",49,top_10_15,outstanding
"9,113",34,ordinary,ordinary
"9,121",98,top_5_10,outstanding
"9,122",245,ordinary,ordinary
"9,123",667,top_5,outstanding
"9,124",49,ordinary,ordinary
"9,138",76,top_10_15,outstanding
"9,141",148,top_5_10,outstanding
"9,145",68,top_5_10,outstanding
"9,148",49,ordinary,ordinary
"9,150",66,ordinary,ordinary
"9,153",49,ordinary,ordinary
"9,157",19,ordinary,ordinary
"9,159",44,top_5_10,outstanding
"9,162",579,top_5,outstanding
"9,163",147,top_10_15,outstanding
"9,174",145,ordinary,ordinary
"9,194",39,top_5,outstanding
"9,198",94,ordinary,ordinary
"9,206",48,ordinary,ordinary
"9,208",54,top_5_10,outstanding
"9,212",79,ordinary,ordinary
"9,213",160,top_5,outstanding
"9,216",48,ordinary,ordinary
"9,217",48,ordinary,ordinary
"9,218",305,top_10_15,outstanding
"9,224",142,ordinary,ordinary
"9,231",48,ordinary,ordinary
"9,239",203,top_5,outstanding
"9,240",48,ordinary,ordinary
"9,249",50,ordinary,ordinary
"9,250",41,ordinary,ordinary
"9,253",96,ordinary,ordinary
"9,254",48,ordinary,ordinary
"9,255",41,ordinary,ordinary
"9,256",41,ordinary,ordinary
"9,261","1,527",top_5,outstanding
"9,270",96,top_10_15,outstanding
"9,273",84,top_5,outstanding
"9,274","1,283",top_5,outstanding
"9,275",48,ordinary,ordinary
"9,283",48,ordinary,ordinary
"9,286",94,ordinary,ordinary
"9,288",45,ordinary,ordinary
"9,289",48,ordinary,ordinary
"9,297",48,ordinary,ordinary
"9,299",48,ordinary,ordinary
"9,301",48,ordinary,ordinary
"9,306",94,ordinary,ordinary
"9,307",84,ordinary,ordinary
"9,309",86,ordinary,ordinary
"9,313",48,ordinary,ordinary
"9,314",42,ordinary,ordinary
"9,316",33,top_5,outstanding
"9,317",132,ordinary,ordinary
"9,327",107,top_5,outstanding
"9,328",48,top_10_15,outstanding
"9,329",3,ordinary,ordinary
"9,339",48,ordinary,ordinary
"9,343",139,ordinary,ordinary
"9,344",36,top_10_15,outstanding
"9,358",48,ordinary,ordinary
"9,363",13,ordinary,ordinary
"9,367",32,ordinary,ordinary
"9,372",48,ordinary,ordinary
"9,381","1,880",top_5,outstanding
"9,383",48,ordinary,ordinary
"9,385",94,ordinary,ordinary
"9,386","7,091",top_5,outstanding
"9,387","1,073",top_5,outstanding
"9,391",109,ordinary,ordinary
"9,393",141,top_5_10,outstanding
"9,404",47,ordinary,ordinary
"9,406",43,top_5_10,outstanding
"9,408",47,ordinary,ordinary
"9,409",65,top_5,outstanding
"9,410",90,top_5,outstanding
"9,412",175,top_5,outstanding
"9,419",47,top_10_15,outstanding
"9,424",93,ordinary,ordinary
"9,426",47,ordinary,ordinary
"9,429",47,ordinary,ordinary
"9,435",47,ordinary,ordinary
"9,437",324,top_5,outstanding
"9,439",47,ordinary,ordinary
"9,443",94,ordinary,ordinary
"9,445",188,top_5,outstanding
"9,448",38,ordinary,ordinary
"9,449",138,top_5,outstanding
"9,464",139,top_5,outstanding
"9,467",72,top_5_10,outstanding
"9,470",46,top_10_15,outstanding
"9,479",589,top_5,outstanding
"9,488",141,top_5,outstanding
"9,496",50,top_5_10,outstanding
"9,497",47,ordinary,ordinary
"9,503",47,ordinary,ordinary
"9,504",382,top_5,outstanding
"9,509",47,ordinary,ordinary
"9,510",129,top_5_10,outstanding
"9,524",40,ordinary,ordinary
"9,529",46,ordinary,ordinary
"9,553",66,top_10_15,outstanding
"9,559",46,ordinary,ordinary
"9,560",83,ordinary,ordinary
"9,569",46,ordinary,ordinary
"9,573",46,ordinary,ordinary
"9,575",138,top_10_15,outstanding
"9,576",46,ordinary,ordinary
"9,594",46,ordinary,ordinary
"9,601",46,ordinary,ordinary
"9,602",46,top_5_10,outstanding
"9,603",46,ordinary,ordinary
"9,608",46,ordinary,ordinary
"9,615",46,ordinary,ordinary
"9,628",36,top_10_15,outstanding
"9,631",2,top_10_15,outstanding
"9,632",92,ordinary,ordinary
"9,634",46,ordinary,ordinary
"9,636",46,top_5_10,outstanding
"9,637",46,ordinary,ordinary
"9,640",295,top_5,outstanding
"9,642",80,ordinary,ordinary
"9,647",46,ordinary,ordinary
"9,651",77,ordinary,ordinary
"9,670",43,ordinary,ordinary
"9,673",46,ordinary,ordinary
"9,675",46,ordinary,ordinary
"9,678",46,ordinary,ordinary
"9,679",38,ordinary,ordinary
"9,680",46,ordinary,ordinary
"9,683",86,top_10_15,outstanding
"9,689",135,top_10_15,outstanding
"9,695",58,top_5,outstanding
"9,698",46,ordinary,ordinary
"9,699",46,ordinary,ordinary
"9,701",46,ordinary,ordinary
"9,707",46,ordinary,ordinary
"9,712",45,ordinary,ordinary
"9,713",90,ordinary,ordinary
"9,715",46,ordinary,ordinary
"9,717",46,ordinary,ordinary
"9,718",4,top_10_15,outstanding
"9,721",46,ordinary,ordinary
"9,722",45,ordinary,ordinary
"9,724",135,ordinary,ordinary
"9,727",180,top_5,outstanding
"9,730",135,top_5_10,outstanding
"9,735",82,top_5_10,outstanding
"9,739",40,ordinary,ordinary
"9,747",45,ordinary,ordinary
"9,752","1,183",top_5,outstanding
"9,758",43,ordinary,ordinary
"9,763",36,ordinary,ordinary
"9,774",40,ordinary,ordinary
"9,775",45,ordinary,ordinary
"9,781",45,ordinary,ordinary
"9,796",42,ordinary,ordinary
"9,797",45,ordinary,ordinary
"9,803",43,ordinary,ordinary
"9,809",70,ordinary,ordinary
"9,827",45,ordinary,ordinary
"9,831",45,ordinary,ordinary
"9,844",100,top_5_10,outstanding
"9,847",45,ordinary,ordinary
"9,848",89,ordinary,ordinary
"9,850",82,ordinary,ordinary
"9,852",90,ordinary,ordinary
"9,857",285,top_5,outstanding
"9,860",45,ordinary,ordinary
"9,864",45,ordinary,ordinary
"9,865",47,ordinary,ordinary
"9,869",45,ordinary,ordinary
"9,870",45,ordinary,ordinary
"9,877",44,ordinary,ordinary
"9,878","1,536",top_5,outstanding
"9,885",45,ordinary,ordinary
"9,898",88,ordinary,ordinary
"9,904",32,top_10_15,outstanding
"9,905",44,ordinary,ordinary
"9,909",87,ordinary,ordinary
"9,910",49,top_5_10,outstanding
"9,913",44,ordinary,ordinary
"9,917",75,ordinary,ordinary
"9,918",44,ordinary,ordinary
"9,925",44,ordinary,ordinary
"9,930",142,top_10_15,outstanding
"9,932",323,top_5,outstanding
"9,942",481,top_5,outstanding
"9,949",350,top_5,outstanding
"9,955",88,ordinary,ordinary
"9,964",48,top_10_15,outstanding
"9,966",43,ordinary,ordinary
"9,971",44,ordinary,ordinary
"9,980",35,ordinary,ordinary
