"id_user_source","reciprocity_count","class","class2"
"51,620",8,ordinary,ordinary
"51,630",12,top_5,outstanding
"51,631",4,ordinary,ordinary
"51,632",4,ordinary,ordinary
"51,634",4,ordinary,ordinary
"51,643",6,ordinary,ordinary
"51,653",11,ordinary,ordinary
"51,659",4,ordinary,ordinary
"51,678",4,ordinary,ordinary
"51,684",3,ordinary,ordinary
"51,702",4,ordinary,ordinary
"51,712",41,top_5,outstanding
"51,714",4,ordinary,ordinary
"51,722",4,ordinary,ordinary
"51,723",3,ordinary,ordinary
"51,724",4,ordinary,ordinary
"51,777",3,ordinary,ordinary
"51,778",3,ordinary,ordinary
"51,787",10,top_5_10,outstanding
"51,811",4,ordinary,ordinary
"51,813",10,ordinary,ordinary
"51,816",4,ordinary,ordinary
"51,818",3,ordinary,ordinary
"51,827",4,ordinary,ordinary
"51,883",1,ordinary,ordinary
"51,911",42,top_5,outstanding
"51,953",4,ordinary,ordinary
"51,977",4,ordinary,ordinary
"51,981",11,ordinary,ordinary
"51,983",4,ordinary,ordinary
"52,007",11,ordinary,ordinary
"52,044",4,ordinary,ordinary
"52,046",4,ordinary,ordinary
"52,061",10,ordinary,ordinary
"52,063",8,ordinary,ordinary
"52,072",4,ordinary,ordinary
"52,134",1,ordinary,ordinary
"52,151",13,top_5_10,outstanding
"52,166",4,ordinary,ordinary
"52,212",4,ordinary,ordinary
"52,224",4,ordinary,ordinary
"52,226",8,ordinary,ordinary
"52,237",31,top_5,outstanding
"52,244",4,ordinary,ordinary
"52,268",4,ordinary,ordinary
"52,277",4,ordinary,ordinary
"52,313",4,ordinary,ordinary
"52,319",4,ordinary,ordinary
"52,344",4,ordinary,ordinary
"52,356",4,ordinary,ordinary
"52,358",21,ordinary,ordinary
"52,363",6,top_5_10,outstanding
"52,366",56,top_5,outstanding
"52,419",4,ordinary,ordinary
"52,425",4,ordinary,ordinary
"52,429",4,ordinary,ordinary
"52,477",7,ordinary,ordinary
"52,491",4,ordinary,ordinary
"52,496",3,ordinary,ordinary
"52,512",4,ordinary,ordinary
"52,515",4,ordinary,ordinary
"52,519",4,ordinary,ordinary
"52,536",3,ordinary,ordinary
"52,556",4,ordinary,ordinary
"52,583",7,ordinary,ordinary
"52,591",3,ordinary,ordinary
"52,614",3,ordinary,ordinary
"52,623",3,top_5_10,outstanding
"52,639",3,ordinary,ordinary
"52,640",3,ordinary,ordinary
"52,666",3,ordinary,ordinary
"52,742",3,ordinary,ordinary
"52,748",90,top_5,outstanding
"52,783",3,ordinary,ordinary
"52,800",3,ordinary,ordinary
"52,802",9,ordinary,ordinary
"52,826",3,ordinary,ordinary
"52,863",8,top_5_10,outstanding
"52,910",3,ordinary,ordinary
"52,942",3,ordinary,ordinary
"52,960",3,ordinary,ordinary
"52,988",3,ordinary,ordinary
"52,993",3,ordinary,ordinary
"52,999",3,ordinary,ordinary
"53,018",3,ordinary,ordinary
"53,026",4,top_5_10,outstanding
"53,037",3,ordinary,ordinary
"53,040",5,ordinary,ordinary
"53,041",3,ordinary,ordinary
"53,058",3,ordinary,ordinary
"53,061",4,top_10_15,outstanding
"53,104",3,ordinary,ordinary
"53,122",6,ordinary,ordinary
"53,174",7,ordinary,ordinary
"53,184",5,ordinary,ordinary
"53,190",3,ordinary,ordinary
"53,195",11,top_5_10,outstanding
"53,236",4,ordinary,ordinary
"53,243",2,top_5_10,outstanding
"53,248",1,ordinary,ordinary
"53,301",3,ordinary,ordinary
"53,331",4,ordinary,ordinary
"53,355",3,ordinary,ordinary
"53,358",3,ordinary,ordinary
"53,371",1,ordinary,ordinary
"53,376",6,ordinary,ordinary
"53,391",3,ordinary,ordinary
"53,394",3,ordinary,ordinary
"53,462",8,top_5_10,outstanding
"53,468",3,ordinary,ordinary
"53,470",6,top_5_10,outstanding
"53,519",6,top_5,outstanding
"53,560",3,ordinary,ordinary
"53,641",3,ordinary,ordinary
"53,650",2,ordinary,ordinary
"53,670",3,ordinary,ordinary
"53,671",3,ordinary,ordinary
"53,681",4,ordinary,ordinary
"53,733",3,ordinary,ordinary
"53,764",1,ordinary,ordinary
"53,779",1,ordinary,ordinary
"53,820",2,ordinary,ordinary
"53,824",1,ordinary,ordinary
"53,873",3,ordinary,ordinary
"53,894",4,ordinary,ordinary
"53,901",3,ordinary,ordinary
"53,928",33,top_5,outstanding
"53,956",2,ordinary,ordinary
"53,977",2,ordinary,ordinary
"54,009",2,ordinary,ordinary
"54,016",2,ordinary,ordinary
"54,057",2,ordinary,ordinary
"54,082",2,ordinary,ordinary
"54,089",2,ordinary,ordinary
"54,098",2,ordinary,ordinary
"54,100",2,ordinary,ordinary
"54,122",2,ordinary,ordinary
"54,150",1,ordinary,ordinary
"54,234",2,ordinary,ordinary
"54,242",2,top_10_15,outstanding
"54,246",4,ordinary,ordinary
"54,252",2,ordinary,ordinary
"54,263",6,top_5_10,outstanding
"54,280",2,ordinary,ordinary
"54,289",2,ordinary,ordinary
"54,293",4,ordinary,ordinary
"54,295",2,ordinary,ordinary
"54,330",3,ordinary,ordinary
"54,359",16,ordinary,ordinary
"54,404",6,top_5,outstanding
"54,419",1,top_5,outstanding
"54,433",2,ordinary,ordinary
"54,471",2,ordinary,ordinary
"54,479",2,top_10_15,outstanding
"54,498",2,ordinary,ordinary
"54,502",2,ordinary,ordinary
"54,544",2,ordinary,ordinary
"54,571",2,ordinary,ordinary
"54,580",7,ordinary,ordinary
"54,582",2,ordinary,ordinary
"54,583",3,top_5_10,outstanding
"54,613",2,ordinary,ordinary
"54,630",2,ordinary,ordinary
"54,641",2,ordinary,ordinary
"54,673",3,ordinary,ordinary
"54,685",2,ordinary,ordinary
"54,712",2,ordinary,ordinary
"54,719",2,ordinary,ordinary
"54,720",2,ordinary,ordinary
"54,728",2,ordinary,ordinary
"54,745",2,ordinary,ordinary
"54,790",3,ordinary,ordinary
"54,831",1,ordinary,ordinary
"54,833",2,ordinary,ordinary
"54,846",5,top_10_15,outstanding
"54,889",2,ordinary,ordinary
"54,896",2,ordinary,ordinary
"54,905",2,ordinary,ordinary
"54,940",1,ordinary,ordinary
"54,942",2,ordinary,ordinary
"54,945",2,ordinary,ordinary
"54,958",2,ordinary,ordinary
"54,973",2,ordinary,ordinary
"54,990",2,ordinary,ordinary
"54,993",2,ordinary,ordinary
"55,009",2,top_10_15,outstanding
"55,033",3,ordinary,ordinary
"55,047",2,ordinary,ordinary
"55,075",1,ordinary,ordinary
"55,080",2,ordinary,ordinary
"55,082",2,ordinary,ordinary
"55,085",4,ordinary,ordinary
"55,120",2,ordinary,ordinary
"55,121",2,ordinary,ordinary
"55,123",2,ordinary,ordinary
"55,145",2,top_5,outstanding
"55,199",2,ordinary,ordinary
"55,207",2,ordinary,ordinary
"55,212",2,ordinary,ordinary
"55,226",2,ordinary,ordinary
"55,232",1,ordinary,ordinary
"55,233",2,ordinary,ordinary
"55,240",2,ordinary,ordinary
"55,248",4,ordinary,ordinary
"55,249",2,ordinary,ordinary
"55,277",1,ordinary,ordinary
"55,289",4,ordinary,ordinary
"55,351",1,ordinary,ordinary
"55,415",1,ordinary,ordinary
"55,417",1,ordinary,ordinary
"55,426",1,ordinary,ordinary
"55,458",1,ordinary,ordinary
"55,472",1,ordinary,ordinary
"55,502",1,ordinary,ordinary
"55,507",1,ordinary,ordinary
"55,510",2,ordinary,ordinary
"55,519",2,ordinary,ordinary
"55,534",1,ordinary,ordinary
"55,550",1,ordinary,ordinary
"55,564",1,ordinary,ordinary
"55,572",1,ordinary,ordinary
"55,591",1,ordinary,ordinary
"55,608",2,top_5,outstanding
"55,634",1,ordinary,ordinary
"55,637",1,ordinary,ordinary
"55,651",1,top_5_10,outstanding
"55,661",2,ordinary,ordinary
"55,680",1,ordinary,ordinary
"55,697",2,ordinary,ordinary
"55,699",1,ordinary,ordinary
"55,719",4,top_5,outstanding
"55,778",1,ordinary,ordinary
"55,784",2,ordinary,ordinary
"55,809",1,ordinary,ordinary
"55,821",1,ordinary,ordinary
"55,822",1,ordinary,ordinary
"55,847",1,ordinary,ordinary
"55,864",2,ordinary,ordinary
"55,877",3,ordinary,ordinary
"55,906",1,ordinary,ordinary
"55,924",1,ordinary,ordinary
"55,983",1,ordinary,ordinary
"55,985",1,ordinary,ordinary
"56,004",1,ordinary,ordinary
"56,011",1,ordinary,ordinary
"56,014",1,ordinary,ordinary
"56,020",1,ordinary,ordinary
"56,053",1,ordinary,ordinary
"56,059",1,ordinary,ordinary
"56,075",1,ordinary,ordinary
"56,093",1,ordinary,ordinary
"56,101",2,ordinary,ordinary
"56,146",1,ordinary,ordinary
"56,151",1,ordinary,ordinary
"56,157",1,ordinary,ordinary
"56,168",1,ordinary,ordinary
"56,172",1,ordinary,ordinary
"56,207",1,ordinary,ordinary
"56,218",1,ordinary,ordinary
