"id_user","ari","characters","complexwords","syllables","sentences","words","count_i_usage","count_you_usage","count_she_he_usage","class","class2"
"6,699",12.3771538462,277,12.6923076923,98.9230769231,2.4615384615,54.9230769231,0,1,0,ordinary,ordinary
"6,701",6.121,492.25,16.25,171.5,6.5,109.25,16,1,1,ordinary,ordinary
"6,704",10.1814897959,366.8163265306,12.6428571429,127.7908163265,4.0051020408,81.1530612245,279,499,3,top_5,outstanding
"6,707",14.107,598.1666666667,20.1666666667,207.6666666667,5.3333333333,132.8333333333,15,6,0,top_5,outstanding
"6,710",10.0863783784,306.027027027,9.2432432432,104.5405405405,3.5945945946,67.2972972973,31,45,2,top_5,outstanding
"6,712",3.643,170,1,56,3,46,1,2,0,top_10_15,outstanding
"6,714",8.45,288,10,107.5,4,70,9,0,0,top_10_15,outstanding
"6,715",8.7257142857,290.1428571429,11,103.7142857143,3.4285714286,66.4285714286,17,0,0,top_5_10,outstanding
"6,716",9.909,381.3333333333,13,135.6666666667,4,84.6666666667,2,0,0,top_10_15,outstanding
"6,717",12.058,557,15,179,5,125,0,4,0,top_10_15,outstanding
"6,720",8.729,307,11,108,4,66,0,0,0,ordinary,ordinary
"6,721",16.673,661.8333333333,21.6666666667,227.3333333333,5.5,145.3333333333,7,0,0,top_5,outstanding
"6,722",9.70146,244.3,8.02,85.38,2.62,55.26,81,31,0,top_5,outstanding
"6,723",8.4055,117.5,3.5,43,2.5,29,1,0,0,top_5_10,outstanding
"6,725",8.6340863309,515.1294964029,18.2446043165,178.9568345324,5.7482014388,112.309352518,225,283,15,top_5,outstanding
"6,726",7.0968,308,10.2,110,4.2,71.6,5,0,0,top_5_10,outstanding
"6,728",10.7388,617.6,26.4,224,7.6,130.2,13,4,0,top_5,outstanding
"6,731",9.841,341.7058823529,12.7058823529,117.8823529412,3.4705882353,72.5294117647,9,23,4,top_5,outstanding
"6,732",13.316,343,16,121,3,70,0,0,0,top_10_15,outstanding
"6,733",10.2563333333,372.7333333333,13.6666666667,130.2,3.8666666667,80.3333333333,14,26,2,top_5,outstanding
"6,734",12.7091428571,176,7.8571428571,63.2857142857,2.2857142857,34,2,1,5,top_5_10,outstanding
"6,735",14.263,"1,302",46,463,10,288,0,1,0,top_5_10,outstanding
"6,738",7.6836666667,265,6,85.3333333333,3.6666666667,57.6666666667,1,1,0,top_10_15,outstanding
"6,739",7.135,272.4,9.4,96.8,3.6,59.2,6,1,0,top_5,outstanding
"6,740",10.1175298507,381.4925373134,13.8656716418,132.2313432836,4.1865671642,80.9029850746,207,141,6,top_5,outstanding
"6,741",5.5172,222.2,8.2,76.4,4,48.4,8,3,1,top_5_10,outstanding
"6,742",15.65625,"1,112.25",36.75,380,6.75,240.25,4,23,3,top_5,outstanding
"6,743",10.1515,118,4.25,41.25,1.5,26.5,16,1,0,top_10_15,outstanding
"6,745",9.6008571429,485.1428571429,17.6666666667,169.1428571429,5.8095238095,106.1428571429,25,52,0,top_5,outstanding
"6,746",6.5695,216.5,8,84,3,51,33,1,0,top_10_15,outstanding
"6,747",9.369375,476.25,14.75,163.1875,5.5625,107.25,18,16,0,top_5,outstanding
"6,753",10.0183706897,271.5818965517,9.3879310345,94.7586206897,2.7931034483,58.8534482759,247,229,21,top_5,outstanding
"6,754",7.03,325,15,117,5,72,0,0,0,top_10_15,outstanding
"6,755",11.7612777778,353.7222222222,12.8333333333,123,3.3888888889,76.5,3,6,0,top_5,outstanding
"6,756",7.9545,120.5,4,42,2,25.5,1,3,0,ordinary,ordinary
"6,757",3.6385,140.5,3.5,46,3,35,0,0,0,top_5_10,outstanding
"6,758",8.418,466.1,16.5,161.7,5.9,102.2,13,2,0,top_5,outstanding
"6,759",6.429,248,9,89,4,56,0,2,0,ordinary,ordinary
"6,762",13.2922527473,877.010989011,32.5604395604,304.1758241758,7.2527472527,182.6593406593,120,138,16,top_5,outstanding
"6,763",9.9823421053,531,18.7105263158,187.1842105263,5.3157894737,117.5526315789,88,128,3,top_5,outstanding
"6,764",8.2604666667,415.6666666667,15.7333333333,145.4333333333,5.2666666667,86.7,41,23,4,top_5,outstanding
"6,765",10.9507315634,309.3067846608,10.8171091445,107.3716814159,2.9410029499,66.8967551622,367,333,15,top_5,outstanding
"6,768",9.5988461538,713.3846153846,25.25,249.0192307692,8.0384615385,155.8461538462,108,102,3,top_5,outstanding
"6,769",12.7347692308,238.3076923077,9.3076923077,81.3076923077,2.0769230769,48.3846153846,9,4,3,top_10_15,outstanding
"6,772",9.902,891,35,319,10,194,1,0,0,top_10_15,outstanding
"6,773",8.696,220,7.5,82,3,48,0,0,0,top_5_10,outstanding
"6,774",7.6909,222.9,8.3,78.9,2.4,50.4,6,4,0,top_5,outstanding
"6,776",7.5513369565,328.7065217391,12.097826087,115.5326086957,4.1195652174,71.1630434783,92,35,4,top_5,outstanding
"6,777",13.6096666667,460.3333333333,14.6666666667,154,3.6666666667,104.3333333333,6,13,0,top_5_10,outstanding
"6,779",6.4340769231,245.6153846154,8.4615384615,88.1538461538,3.5384615385,54.4615384615,20,11,1,top_5,outstanding
"6,780",15.808,140,5,49,1,29,2,0,0,ordinary,ordinary
"6,781",8.0305322581,449.3790322581,17.0967741935,157.2540322581,5.9233870968,94.7903225806,"1,106",640,51,top_5,outstanding
"6,782",14.4086315789,706.4473684211,27.1578947368,253.4210526316,5.5789473684,152.5526315789,38,55,1,top_5,outstanding
"6,784",10.51,194,7,60,3,35,2,0,0,ordinary,ordinary
"6,785",7.0897,291,11.2,101.4,4.7,61.5,7,2,0,top_5,outstanding
"6,786",2.665,171,4.5,60.5,4,43,6,0,0,ordinary,ordinary
"6,787",17.092,940,24,320,6,214,2,0,5,top_5_10,outstanding
"6,790",2.6331666667,117.1666666667,3.1666666667,39.5,2.8333333333,26.3333333333,3,3,0,ordinary,ordinary
"6,791",7.054,350.5,11.1,119,5.3,79.4,42,6,0,top_5,outstanding
"6,794",13.1626,336.6,12.1,118,3.5,73.4,10,5,2,top_5,outstanding
"6,798",7.6027222222,375.75,14.4166666667,131.0555555556,4.5277777778,80.3055555556,31,7,2,top_5,outstanding
"6,799",9.5495,292,6.5,96.5,4,67.5,0,0,0,top_5_10,outstanding
"6,801",8.2065,81,3.5,28,1.5,16,0,0,0,ordinary,ordinary
"6,802",7.3885299145,277.8888888889,10.0683760684,97.1367521368,3.5897435897,59.7635327635,188,481,15,top_5,outstanding
"6,804",15.171,142,3,50,1,38,1,4,0,ordinary,ordinary
"6,805",9.248804878,270.1463414634,8.9634146341,93.9390243902,3.1341463415,60.1951219512,36,134,2,top_5,outstanding
"6,807",7.9386666667,256.3333333333,5.6666666667,86.6666666667,3,58.3333333333,4,1,0,top_5,outstanding
"6,808",9.740518797,329.5695488722,11.1748120301,113.9793233083,3.3364661654,72.0751879699,603,711,36,top_5,outstanding
"6,810",7.1413333333,347.4444444444,9.7777777778,120,4.1111111111,80.6666666667,23,20,0,top_5_10,outstanding
"6,813",5.4286,182.6,5,62.4,3.4,43.6,4,7,0,top_10_15,outstanding
"6,814",8.7615,250.5,6,83,3,58.5,4,0,0,top_5_10,outstanding
"6,816",6.372,209,3,75,3,51,0,0,0,ordinary,ordinary
"6,819",5.5498181818,373.4545454545,13.5454545455,130.3636363636,6.1818181818,83.8181818182,43,12,0,top_5_10,outstanding
"6,821",2.803,198.5,3.8333333333,67.3333333333,3.8333333333,48.5,11,5,0,ordinary,ordinary
"6,822",10.393902439,324.756097561,12.6585365854,116.4390243902,3.4390243902,69.5609756098,42,19,1,top_5,outstanding
"6,825",6.0733333333,263.6666666667,8.3333333333,94.3333333333,3.6666666667,63.3333333333,8,0,0,top_5_10,outstanding
"6,827",7.515,145,4,49,2,33,2,1,0,top_10_15,outstanding
"6,829",9.61065,336.6333333333,12.7166666667,118.3,3.75,73.0833333333,76,69,3,top_5,outstanding
"6,830",7.476875,357.25,14,125.25,4.625,75.75,6,6,0,top_5,outstanding
"6,831",6.4175,355,10,127.5,5.5,84,1,0,0,top_5_10,outstanding
"6,832",11.937,251,11,88,3,46,0,0,0,ordinary,ordinary
"6,835",8.086,491,13,177,6,117,5,1,0,ordinary,ordinary
"6,837",8.1243333333,214.3333333333,7.6666666667,75.3333333333,3,45.6666666667,13,6,0,top_10_15,outstanding
"6,838",9.52018,414.98,15.92,144.94,4.3,85.06,45,30,6,top_5,outstanding
"6,840",10.8817777778,295.8888888889,8.1111111111,98.5555555556,3.7777777778,65.4444444444,17,10,0,top_5_10,outstanding
"6,841",11.9096666667,559.2666666667,22.9333333333,195.6,5.7333333333,116.9333333333,20,13,0,top_5,outstanding
"6,843",8.567,484,22,177,6,109,0,0,0,ordinary,ordinary
"6,844",7.1674482759,259.4827586207,8.3448275862,91.8965517241,3.724137931,57.8965517241,34,24,0,top_5,outstanding
"6,846",10.3859583333,243.5833333333,8.5,85.625,2.5,53.7916666667,28,12,0,top_5,outstanding
"6,849",6.214,205,5,72,3,50,0,0,0,top_5_10,outstanding
"6,850",6.4626666667,325.2666666667,10.7,115.5333333333,4.4,76.4,52,33,2,top_5,outstanding
"6,852",7.778,566,21,201.6666666667,8,122,10,2,0,top_10_15,outstanding
"6,853",5.5075,74,3,27,2.5,15,2,0,0,top_10_15,outstanding
"6,856",5.531,178,2,57,3,42,0,0,0,top_5_10,outstanding
"6,858",9.8615606061,327.7676767677,11.4696969697,113.8838383838,3.7575757576,70.3383838384,161,168,18,top_5,outstanding
"6,859",11.573,903,37,328,9,189,2,2,0,top_5_10,outstanding
"6,863",3.176,35,0,11,1,8,1,0,0,ordinary,ordinary
"6,864",8.508826087,376.652173913,12.5652173913,130.7826086957,4.5217391304,83.6956521739,54,19,3,top_5,outstanding
"6,865",7.1433333333,139,6,49.6666666667,2.3333333333,29.3333333333,2,1,0,top_5_10,outstanding
"6,869",9.0502708333,335.3333333333,12.5625,118.9375,3.8541666667,72.9791666667,47,108,13,top_5,outstanding
"6,872",8.9258,703.6,23.4,251,7.4,163.6,15,8,0,top_10_15,outstanding
"6,876",8.68278125,309.78125,8.875,107.25,3.53125,71.5625,41,41,0,top_5,outstanding
"6,877",10.3629411765,954.6470588235,37.3529411765,329.4117647059,8.4117647059,190.7058823529,17,18,0,top_5,outstanding
"6,879",7.478,320,12,112,5,69,6,3,0,ordinary,ordinary
"6,883",11.36505,460.65,14.2,158.85,4,104.05,43,99,1,top_5,outstanding
"6,885",6.434,295.2,8.8,109.4,3.8,76.2,12,0,0,ordinary,ordinary
"6,889",3.095,194,7,76,4,50,0,0,0,ordinary,ordinary
"6,890",3.27,172,1,60,3,49,0,0,0,ordinary,ordinary
"6,891",15.788,656,26,214,5,125,5,12,0,ordinary,ordinary
"6,892",10.0328125,947.25,36.4375,337.375,9,201.5,43,6,1,top_5,outstanding
"6,893",9.4595294118,504.1176470588,17.8529411765,172.4117647059,5.3823529412,107.6470588235,56,73,0,top_5,outstanding
"6,894",9.8485,345.8333333333,11.8333333333,118,4,75.1666666667,16,1,0,top_5,outstanding
"6,896",1.276,82,2.5,31,3,22,18,5,3,top_10_15,outstanding
"6,898",7.359,295,14,102,6,58,1,3,0,ordinary,ordinary
"6,899",5.334,92.5,1.5,29,2,22,0,0,0,ordinary,ordinary
"6,906",9.6404782609,761.4782608696,27.9565217391,267.2608695652,8.8260869565,168.1304347826,26,39,2,top_5,outstanding
"6,909",8.0921612903,219.5483870968,8.0322580645,76.9838709677,2.6290322581,47.1612903226,36,39,0,top_5,outstanding
"6,910",10.0809354839,297.1935483871,9.6451612903,102.1290322581,3.4193548387,64.5806451613,42,13,2,top_5,outstanding
"6,911",5.8055,206.1666666667,4.5,72.1666666667,3,52,12,1,0,top_5_10,outstanding
"6,912",10.557,616,26,223,6,147,21,2,3,top_5_10,outstanding
"6,913",8.3677333333,394.6666666667,12.8666666667,136.2,6.2,86.3333333333,29,18,4,top_5,outstanding
"6,915",2.256,119.5,3.5,41.5,3.5,29.5,0,0,0,ordinary,ordinary
"6,917",16.892,352.5,17,137.5,2.5,73,2,0,0,ordinary,ordinary
"6,918",11.0959646018,427.0442477876,15.4424778761,149.5486725664,4.1327433628,92.2477876106,30,88,21,top_5,outstanding
"6,920",9.4875,253.5,7.5,86,3,57.5,15,8,0,ordinary,ordinary
"6,921",7.548,402,9,140.5,5,100,1,4,0,top_10_15,outstanding
"6,922",9.133,347,13,119,4,79,1,0,0,top_10_15,outstanding
"6,924",15.0375,646.5,26.5,226.5,5,124,0,1,0,top_10_15,outstanding
"6,925",4.5763880597,114.8507462687,3.2537313433,39.671641791,2.3880597015,26.2686567164,44,15,2,top_5,outstanding
"6,926",12.9495641026,888.2820512821,30.4871794872,310.8974358974,6.3333333333,194.5641025641,69,55,2,top_5,outstanding
"6,930",10.4256666667,249.6666666667,4,86.3333333333,3.6666666667,63.3333333333,27,6,0,ordinary,ordinary
"6,932",5.3555714286,167.2857142857,3.2857142857,56.2857142857,3.4285714286,39.1428571429,10,3,2,top_5_10,outstanding
"6,933",13.94,127.5,4,44.5,1,28.5,13,1,0,top_10_15,outstanding
"6,937",7.9023333333,357.3333333333,11.6666666667,123.6666666667,5,78.6666666667,11,1,0,top_5_10,outstanding
"6,938",7.8708,578.4,21.4,203.4,8.4,126.4,9,8,1,top_5,outstanding
"6,939",5.338,202,8,73,4,45,0,0,1,ordinary,ordinary
"6,945",5.782,183,6,66,3,43,2,2,0,top_10_15,outstanding
"6,947",10.233,105,1,36,1,28,3,1,0,ordinary,ordinary
"6,949",4.109,94,3.6666666667,32.3333333333,2.1666666667,21.1666666667,4,2,0,top_10_15,outstanding
"6,950",9.8736363636,250.6363636364,7.8181818182,87.4545454545,2.7272727273,59,16,12,0,top_5,outstanding
"6,951",9.014,311,9,103,4,66,0,0,0,ordinary,ordinary
"6,952",5.461,388,11,131,7,89,3,6,0,ordinary,ordinary
"6,962",10.9754,"1,483.9",58.1,523,15.6,319,2,3,0,top_5,outstanding
"6,963",10.600125,"1,525.75",60.0625,536.5625,12.9375,316.8125,28,21,9,top_5,outstanding
"6,968",7.2811428571,274.5,10,93.2857142857,3.8571428571,56.8571428571,42,9,0,top_5,outstanding
"6,969",11.396,253,9,86,3,48,0,0,0,ordinary,ordinary
"6,970",7.132,432,13,150,6,101,2,0,0,ordinary,ordinary
"6,972",12.166,473,12,182,4,119,2,0,0,ordinary,ordinary
"6,978",6.7393333333,109.6666666667,4.6666666667,39.6666666667,2.3333333333,23,2,1,0,ordinary,ordinary
"6,980",5.8475,127.625,4.125,44.75,2.25,28.625,11,2,0,ordinary,ordinary
"6,981",3.433,243,6,79,5,61,1,0,0,top_5,outstanding
"6,983",5.583375,481.5,8.625,159.5,6.625,118.875,14,7,5,top_5_10,outstanding
"6,985",16.0154,725.6,27.4,253.8,3.8,157.2,13,11,0,top_5,outstanding
"6,986",8.812,728,31,266,9,161,1,0,0,top_10_15,outstanding
"6,989",9.2160337838,294.8986486486,10.7364864865,103.0878378378,3.4932432432,62.8175675676,193,67,9,top_5,outstanding
"6,990",10.052,"3,101",118,"1,060",35,664,18,16,2,top_10_15,outstanding
"6,992",6.8525,304,7,103.5,4,74.5,3,0,0,ordinary,ordinary
"6,994",9.419,501,14,162,6,108,0,0,0,ordinary,ordinary
"6,995",8.8995,504.5,19,172,7.5,103,0,3,0,top_10_15,outstanding
"6,996",3.083,283,10,105,6,72,4,2,0,top_10_15,outstanding
"6,998",12.038,"1,020",26,351,9,236,5,2,0,ordinary,ordinary
"6,999",7.648,212,7,77,3,47,0,1,0,ordinary,ordinary
"7,001",2.265,45,3,18,2,10,2,3,0,top_10_15,outstanding
"7,005",4.613,295.25,6.75,104.75,5.25,70.25,11,2,0,top_5_10,outstanding
"7,006",5.932,333,14,119,6,74,0,0,0,ordinary,ordinary
"7,008",3.2905,92.75,2.75,33,2,21.75,5,0,0,top_5_10,outstanding
"7,012",15.148,"1,526",51,533,11,341,1,5,0,top_10_15,outstanding
"7,014",11.407,204,10,76,2,44,0,0,0,ordinary,ordinary
"7,017",12.736,308.8333333333,10.8333333333,102.5,3,63,4,5,0,ordinary,ordinary
"7,018",12.703,585,16,189,5,131,7,0,0,ordinary,ordinary
"7,019",5.7669256198,236.3140495868,6.3966942149,79.8842975207,3.3636363636,54.5289256198,169,71,6,top_5,outstanding
"7,020",4.241,121,2.5,39.5,3,28,0,1,0,ordinary,ordinary
"7,021",15.1528,482.8,13.8,167,3.2,110.6,20,2,1,top_5,outstanding
"7,022",13.866,121,3,42,1,25,0,0,0,ordinary,ordinary
"7,023",12.2956,375.2,14.2,130.2,3.4,79.6,16,7,0,ordinary,ordinary
"7,025",5.6597142857,158.2857142857,5.7142857143,56.4285714286,2.7142857143,36.7142857143,7,4,2,top_10_15,outstanding
"7,026",6.803,465,18,177,7,106,4,0,0,ordinary,ordinary
"7,028",9.8434285714,513.4285714286,20.5714285714,177.8571428571,5.7142857143,109.2857142857,5,13,2,top_5_10,outstanding
"7,030",5.1952666667,198.6666666667,5.8,69.4666666667,3.1333333333,46.8666666667,9,3,0,top_5_10,outstanding
"7,032",0.852,21,1,9,1,5,1,0,0,ordinary,ordinary
"7,036",6.7054444444,256,6.8888888889,91,3.6666666667,60.4444444444,17,1,0,top_5_10,outstanding
"7,041",5.646,351,6,113,5,93,7,0,0,ordinary,ordinary
"7,043",6.045,368,12,137,6,85,1,0,0,top_5_10,outstanding
"7,044",8.5643333333,233.0476190476,7.8571428571,79.4761904762,2.9523809524,50.619047619,42,18,1,top_5,outstanding
"7,045",18.38,160,7,55,1,31,0,0,0,ordinary,ordinary
"7,052",18.569,301.6666666667,11.3333333333,106.3333333333,2.3333333333,60,0,0,0,top_10_15,outstanding
"7,055",8.352,168,3,54,2,40,1,0,0,ordinary,ordinary
"7,057",1.125,69,1,26,2,18,0,0,0,ordinary,ordinary
"7,062",17.012,151,1,43,1,31,0,0,0,ordinary,ordinary
"7,064",7.0709330544,238.9163179916,8.2050209205,83.2761506276,3.3807531381,52.8535564854,323,253,6,top_5,outstanding
"7,066",7.2205,297,9.5,104.5,4.5,68,6,0,0,ordinary,ordinary
"7,067",8.412,319.9166666667,9.5833333333,109.3333333333,4.5,71.75,39,9,2,top_5,outstanding
"7,069",4.8235,59,2.5,21.5,2,12,0,1,0,ordinary,ordinary
"7,071",10.0894,974.4,26.8,327.4,7.8,219.2,15,20,0,top_5,outstanding
"7,074",8.4531,149,5.5,51.6,2.5,30.4,0,0,0,top_10_15,outstanding
"7,077",8.7146666667,756.6666666667,24,259,8.6666666667,166,11,1,0,top_10_15,outstanding
"7,079",6.527,133,3,44,2,31,2,1,0,ordinary,ordinary
"7,081",7.2635,201,4,64,3,46.5,1,0,0,ordinary,ordinary
"7,082",6.6850875,150.55,5.2,52.0125,2.4375,33.2375,53,28,3,top_5,outstanding
"7,083",6.1435,44.5,3,17,1.5,8.5,0,3,0,ordinary,ordinary
"7,084",6.8453333333,214.8333333333,6.6666666667,74.5,3.3333333333,48.1666666667,10,1,0,top_5_10,outstanding
"7,087",4.0631111111,154,3.5555555556,54.4444444444,3,41.1111111111,33,1,0,ordinary,ordinary
"7,089",5.0296666667,175.3333333333,6.7777777778,64.1111111111,3.4444444444,39.4444444444,9,4,0,top_10_15,outstanding
"7,094",2.887,202,0,58,5,49,2,7,0,top_10_15,outstanding
"7,096",11.178,672,18,224,7,140,0,0,0,top_5_10,outstanding
"7,102",9.1617361963,376.6073619632,13.1104294479,130.6134969325,4.2392638037,81.6871165644,223,225,43,top_5,outstanding
"7,106",21.002,188,8,61,1,37,0,0,0,ordinary,ordinary
"7,107",5.039,109.5,5,38.5,3.5,24.5,2,3,3,top_5_10,outstanding
"7,111",9.0356984127,318.0158730159,12.5079365079,110.5873015873,3.8571428571,65.9206349206,49,105,0,top_5,outstanding
"7,112",11.017375,"1,344.375",51.1875,475.9375,12.625,283.9375,19,3,0,top_5,outstanding
"7,113",7.355,429,8,137,6,98,2,2,0,ordinary,ordinary
"7,116",17.824,111,5,33,1,17,1,1,0,ordinary,ordinary
"7,117",11.3526666667,141,5,48,1.6666666667,28.3333333333,18,16,0,top_5_10,outstanding
"7,123",7.0063181818,217.5227272727,7.3560606061,75.3106060606,3.4318181818,46.8257575758,124,173,0,top_5,outstanding
"7,124",7.8329230769,189.3076923077,5.4615384615,66.9230769231,2.8461538462,44.2307692308,11,6,0,top_10_15,outstanding
"7,125",5.356,109,1,32,2,25,3,3,0,ordinary,ordinary
"7,127",4.074,110,2,37,2,28,8,1,0,top_10_15,outstanding
"7,129",8.527375,283,9.125,97.5,3.625,64.5,16,3,0,top_5,outstanding
"7,131",-0.696,84,1,28,4,22,3,2,0,top_10_15,outstanding
"7,133",3.675,77.5,2,26.5,2,18.5,5,4,0,ordinary,ordinary
"7,137",12.8961666667,459.1666666667,16.1666666667,161.5833333333,4.1666666667,103.75,17,8,4,top_5,outstanding
"7,139",7.978,634,26,227,9,137,1,1,0,top_10_15,outstanding
"7,146",7.8165,512,12.5,173.5,6.25,124,14,15,0,top_10_15,outstanding
"7,149",4.8413333333,77.6666666667,2,23.6666666667,1.6666666667,18,2,0,0,ordinary,ordinary
"7,150",0.3105,80,1.5,27,2,20,3,7,0,top_10_15,outstanding
"7,153",5.562,26,0,8,1,5,4,1,0,ordinary,ordinary
"7,154",8.2502,472,14.6,158,4.8,99.2,8,4,0,top_10_15,outstanding
"7,156",4.253,485,10.5,165.5,6.5,113.5,5,0,0,top_5_10,outstanding
"7,158",11.9495555556,715.7407407407,28.3518518519,252.9259259259,6.9814814815,150.6296296296,157,139,22,top_5,outstanding
"7,159",9.6705,443,15.5,154.5,5,97.5,8,0,0,ordinary,ordinary
"7,160",5.2666666667,108.3333333333,4,39.3333333333,2.6666666667,25,6,0,0,ordinary,ordinary
"7,162",8.9014,603.4,15.2,201,6.6,136.8,9,4,5,top_5_10,outstanding
"7,164",6.464,70,1,22,1,17,0,0,0,ordinary,ordinary
"7,165",5.453,100,4,35,3,20,0,0,0,ordinary,ordinary
"7,166",5.96125,314,8,104.25,5.25,70.5,0,19,0,top_10_15,outstanding
"7,168",6.8911363636,298.1818181818,10.2272727273,104.7727272727,4.7727272727,64.6363636364,18,25,6,top_5,outstanding
"7,170",9.118,613,22,205,7,141,0,5,0,ordinary,ordinary
"7,176",4.03,127,4,47,3,29,1,1,0,ordinary,ordinary
"7,182",8.6568,506.4,14,171.8,6.2,116.2,8,8,0,top_5_10,outstanding
"7,183",-0.09,20,0,6,1,5,0,0,0,ordinary,ordinary
"7,184",11.26,961.8,32.4,334.8,9.4,210.4,7,5,0,top_5,outstanding
"7,185",8.739,829,18,269,10,188,4,0,0,ordinary,ordinary
"7,186",7.287,138,2,45,2,31,0,1,0,ordinary,ordinary
"7,188",12.469,229,11,87,2,51,1,0,0,ordinary,ordinary
"7,193",8.5160126582,394.2025316456,13.3924050633,136.0506329114,5.1012658228,85.253164557,72,64,8,top_5,outstanding
"7,198",8.8445533333,458.1666666667,14.7066666667,158.1333333333,5.5933333333,102.4,360,359,4,top_5,outstanding
"7,199",13.81325,349,13.875,122.875,3.125,71.625,18,2,0,ordinary,ordinary
"7,200",5.9541904762,241.1904761905,6.7619047619,83,3.8095238095,56.9047619048,20,14,5,top_5,outstanding
"7,201",8.2204,383.2,14,134.4,4.8,86,20,2,0,ordinary,ordinary
"7,202",14.199,"1,013",34,349,8,215,5,5,0,ordinary,ordinary
"7,204",-0.375,46,1,16,2,12,0,0,0,ordinary,ordinary
"7,206",3.481,136,5,47,3,33,1,0,0,ordinary,ordinary
"7,208",7.3,126,2,40,2,27,4,2,0,ordinary,ordinary
"7,210",7.203,823.5,21,290,10,203.5,1,0,0,top_10_15,outstanding
"7,211",4.3561,268.3,7.775,91.6,5.375,61.375,62,27,2,top_5,outstanding
"7,213",3.6395,258,5.5,99,4,79,9,1,0,ordinary,ordinary
"7,214",4.2359411765,270.6470588235,6.8823529412,94.4117647059,4.8823529412,67.5882352941,58,8,1,top_5,outstanding
"7,216",6.6157045455,220.5227272727,7.5454545455,78.0681818182,3.5681818182,48.5681818182,108,24,0,top_5,outstanding
"7,217",6.25025,534.5,23.25,189.5,6.25,113.5,11,9,1,top_5,outstanding
"7,220",6.724,131.8333333333,2.5,43.1666666667,2,31.3333333333,7,6,1,ordinary,ordinary
"7,221",8.411,169.5,6,58.5,2.5,35,4,8,0,top_5_10,outstanding
"7,223",7.645,405,10,134,5,100,2,0,0,ordinary,ordinary
"7,225",7.5725,338.5,9,120,4.5,83,1,0,0,top_5_10,outstanding
"7,226",5.7453333333,237,8,85.6666666667,3.3333333333,58,8,2,0,top_10_15,outstanding
"7,227",3.552,179,8,64,4,43,0,0,1,ordinary,ordinary
"7,228",1.583,116,0,37,4,28,2,0,0,top_5_10,outstanding
"7,230",8.2086,500.4,16,175.8,5.4,113.8,13,13,5,top_5,outstanding
"7,231",12.1471111111,383.2222222222,17.6666666667,136.6666666667,3.4444444444,77.7777777778,13,0,0,top_10_15,outstanding
"7,232",10.0642713178,431.496124031,14.519379845,148.3953488372,4.5891472868,93.5658914729,329,91,14,top_5,outstanding
"7,233",7.7933333333,93,3.6666666667,32.6666666667,1.6666666667,19.6666666667,2,0,0,top_10_15,outstanding
"7,235",8.586,93,5,32,2,17,0,0,0,top_10_15,outstanding
"7,238",7.3565384615,266.8461538462,8.0769230769,91.3076923077,3.6153846154,59.3076923077,15,11,2,top_5,outstanding
"7,239",0.81875,91.75,1.25,30.5,2.75,23.25,21,4,0,top_10_15,outstanding
"7,240",9.6751176471,220.4117647059,7.2352941176,76.3529411765,2.5294117647,49.2352941176,58,18,5,top_5_10,outstanding
"7,241",9.7316428571,670.7857142857,20.6428571429,225.9642857143,7.2142857143,148.6071428571,58,53,5,top_5_10,outstanding
"7,243",5.799,214,8,73.5,4,45,1,1,0,top_5_10,outstanding
"7,248",7.603,283,6,96,4,63,0,0,0,ordinary,ordinary
"7,249",6.408,548,9,191,7,152,4,0,0,ordinary,ordinary
"7,251",5.9445,121.5,6,43,2,25.5,1,0,0,ordinary,ordinary
"7,252",5.997,431.6666666667,11.6666666667,151,6.6666666667,103.6666666667,8,0,0,top_10_15,outstanding
"7,253",5.599,143.5,4.25,47,3,30.25,3,1,0,ordinary,ordinary
"7,254",7.310875,186.875,6.25,64.625,3,42.125,20,1,0,top_5_10,outstanding
"7,256",5.691,153,8,54,4,31,0,0,0,ordinary,ordinary
"7,260",5.394,275.3636363636,6.0909090909,96,4.1818181818,70.0909090909,15,1,0,top_5_10,outstanding
"7,261",7.273,256.1428571429,10.1428571429,91.4285714286,4.1428571429,54.8571428571,14,4,0,top_5_10,outstanding
"7,262",4.149,49,2,16,2,10,0,0,0,top_5_10,outstanding
"7,263",7.73675,363.75,9.75,121.25,4.75,83.75,13,1,0,top_5,outstanding
"7,267",15.628,"1,168",49,411,9,223,0,4,0,top_10_15,outstanding
"7,270",6.881,"1,334",30,442,19,313,4,2,0,top_5_10,outstanding
"7,272",3.599,75,3,27,2,17,1,0,0,ordinary,ordinary
"7,273",4.726,228,8,80,5,51,1,0,0,ordinary,ordinary
"7,274",9.2402222222,602.3333333333,23,212.2222222222,7,130.8888888889,43,3,6,top_5,outstanding
"7,275",9.3593333333,311.3333333333,8.3333333333,111.3333333333,3.3333333333,78.6666666667,5,1,0,top_10_15,outstanding
"7,277",5.6025714286,325.2857142857,11.2857142857,113.8571428571,5.7142857143,73.4285714286,10,1,1,top_5_10,outstanding
"7,278",10.175,517.5454545455,19.3636363636,181.8181818182,4.7272727273,113,12,3,0,top_5_10,outstanding
"7,281",10.597,88,3,28,1,18,1,0,0,ordinary,ordinary
"7,282",12.2766666667,926.3333333333,36.6666666667,328,8.6666666667,196.6666666667,3,3,1,top_5_10,outstanding
"7,284",11.488,"2,669",68,930,24,646,14,0,0,ordinary,ordinary
