"id_user","count","category","class"
"31,038",1,top_50_100,you
"31,039",1,top_25_30,you
"31,044",3,top_50_100,you
"31,050",1,top_50_100,you
"31,052",3,top_40_45,you
"31,058",17,top_30_35,you
"31,061",10,top_20_25,you
"31,064",1,top_15_20,you
"31,070",1,top_50_100,you
"31,072",1,top_50_100,you
"31,073",2,top_20_25,you
"31,079",1,top_40_45,you
"31,082",3,top_15_20,you
"31,092",2,top_15_20,you
"31,096",2,top_50_100,you
"31,099",2,top_20_25,you
"31,126",1,top_50_100,you
"31,127",1,top_15_20,you
"31,128",5,top_15_20,you
"31,129",1,top_40_45,you
"31,137",5,top_30_35,you
"31,144",1,top_25_30,you
"31,148",2,top_50_100,you
"31,156",1,top_20_25,you
"31,169",1,top_50_100,you
"31,185",1,top_20_25,you
"31,188",2,top_15_20,you
"31,192",6,top_30_35,you
"31,195",1,top_20_25,you
"31,196",4,top_40_45,you
"31,199",1,top_50_100,you
"31,209",1,top_20_25,you
"31,210",3,top_20_25,you
"31,216",2,top_50_100,you
"31,228",2,top_15_20,you
"31,233",5,top_25_30,you
"31,245",1,top_40_45,you
"31,250",1,top_35_40,you
"31,254",6,top_50_100,you
"31,255",8,top_35_40,you
"31,256",1,top_50_100,you
"31,261",4,top_40_45,you
"31,262",1,top_50_100,you
"31,263",2,top_50_100,you
"31,266",5,top_45_50,you
"31,274",1,top_35_40,you
"31,277",8,top_50_100,you
"31,283",5,top_35_40,you
"31,286",2,top_20_25,you
"31,287",1,top_20_25,you
"31,288",1,top_50_100,you
"31,289",1,top_35_40,you
"31,300",1,top_35_40,you
"31,304",5,top_50_100,you
"31,307",1,top_25_30,you
"31,308",1,top_15_20,you
"31,310",3,top_25_30,you
"31,315",1,top_15_20,you
"31,318",1,top_50_100,you
"31,319",1,top_40_45,you
"31,323",1,top_50_100,you
"31,335",2,top_50_100,you
"31,336",2,top_15_20,you
"31,346",3,top_45_50,you
"31,352",1,top_20_25,you
"31,360",1,top_50_100,you
"31,367",3,top_15_20,you
"31,379",1,top_50_100,you
"31,383",4,top_30_35,you
"31,388",1,top_50_100,you
"31,395",1,top_50_100,you
"31,412",2,top_45_50,you
"31,421",14,top_30_35,you
"31,425",2,top_30_35,you
"31,431",1,top_30_35,you
"31,433",2,top_45_50,you
"31,434",2,top_20_25,you
"31,441",3,top_50_100,you
"31,448",1,top_25_30,you
"31,449",3,top_50_100,you
"31,452",1,top_50_100,you
"31,460",4,top_15_20,you
"31,466",1,top_35_40,you
"31,467",1,top_50_100,you
"31,475",2,top_45_50,you
"31,483",6,top_20_25,you
"31,486",2,top_35_40,you
"31,487",1,top_50_100,you
"31,491",3,top_50_100,you
"31,492",4,top_15_20,you
"31,499",3,top_50_100,you
"31,501",9,top_40_45,you
"31,506",4,top_25_30,you
"31,507",6,top_15_20,you
"31,520",1,top_35_40,you
"31,534",4,top_20_25,you
"31,538",2,top_20_25,you
"31,540",1,top_50_100,you
"31,542",6,top_15_20,you
"31,546",4,top_50_100,you
"31,549",1,top_50_100,you
"31,566",4,top_50_100,you
"31,573",4,top_50_100,you
"31,574",1,top_50_100,you
"31,582",1,top_45_50,you
"31,583",1,top_20_25,you
"31,584",1,top_50_100,you
"31,590",1,top_50_100,you
"31,593",1,top_50_100,you
"31,597",4,top_40_45,you
"31,600",2,top_25_30,you
"31,603",1,top_35_40,you
"31,606",1,top_50_100,you
"31,610",1,top_20_25,you
"31,615",1,top_50_100,you
"31,628",1,top_50_100,you
"31,635",6,top_15_20,you
"31,639",1,top_50_100,you
"31,648",5,top_35_40,you
"31,660",1,top_50_100,you
"31,662",7,top_30_35,you
"31,665",2,top_30_35,you
"31,670",1,top_20_25,you
"31,677",2,top_50_100,you
"31,678",3,top_15_20,you
"31,683",1,top_50_100,you
"31,700",1,top_20_25,you
"31,703",1,top_25_30,you
"31,706",1,top_50_100,you
"31,713",1,top_50_100,you
"31,717",2,top_35_40,you
"31,721",1,top_40_45,you
"31,727",4,top_30_35,you
"31,730",4,top_50_100,you
"31,733",1,top_50_100,you
"31,743",1,top_20_25,you
"31,744",1,top_30_35,you
"31,747",1,top_30_35,you
"31,762",1,top_50_100,you
"31,773",1,top_50_100,you
"31,776",1,top_15_20,you
"31,786",3,top_50_100,you
"31,792",8,top_30_35,you
"31,808",1,top_30_35,you
"31,809",3,top_30_35,you
"31,813",1,top_50_100,you
"31,817",1,top_40_45,you
"31,818",2,top_50_100,you
"31,820",1,top_50_100,you
"31,826",5,top_35_40,you
"31,834",1,top_50_100,you
"31,845",1,top_45_50,you
"31,849",1,top_50_100,you
"31,850",2,top_50_100,you
"31,858",1,top_15_20,you
"31,865",3,top_35_40,you
"31,867",3,top_35_40,you
"31,879",2,top_15_20,you
"31,880",7,top_40_45,you
"31,894",4,top_50_100,you
"31,896",8,top_15_20,you
"31,899",1,top_15_20,you
"31,903",1,top_40_45,you
"31,918",2,top_40_45,you
"31,927",1,top_30_35,you
"31,930",2,top_30_35,you
"31,937",1,top_50_100,you
"31,939",21,top_35_40,you
"31,953",1,top_50_100,you
"31,960",1,top_25_30,you
"31,970",8,top_30_35,you
"31,975",5,top_20_25,you
"31,978",1,top_50_100,you
"31,979",3,top_25_30,you
"31,981",1,top_20_25,you
"31,991",1,top_40_45,you
"31,994",28,top_15_20,you
"31,998",3,top_45_50,you
"32,005",4,top_15_20,you
"32,014",2,top_50_100,you
"32,020",1,top_20_25,you
"32,025",2,top_50_100,you
"32,033",4,top_15_20,you
"32,041",14,top_30_35,you
"32,044",11,top_40_45,you
"32,045",4,top_50_100,you
"32,061",4,top_15_20,you
"32,063",1,top_30_35,you
"32,065",2,top_15_20,you
"32,067",2,top_15_20,you
"32,070",1,top_40_45,you
"32,087",3,top_40_45,you
"32,088",1,top_30_35,you
"32,097",1,top_30_35,you
"32,110",2,top_35_40,you
"32,116",1,top_50_100,you
"32,117",3,top_15_20,you
"32,121",1,top_45_50,you
"32,122",2,top_35_40,you
"32,129",1,top_50_100,you
"32,135",2,top_50_100,you
"32,144",8,top_50_100,you
"32,158",1,top_20_25,you
"32,159",2,top_50_100,you
"32,165",1,top_50_100,you
"32,167",1,top_50_100,you
"32,168",1,top_35_40,you
"32,170",5,top_50_100,you
"32,178",3,top_50_100,you
"32,184",1,top_50_100,you
"32,187",6,top_50_100,you
"32,205",1,top_35_40,you
"32,207",2,top_50_100,you
"32,224",4,top_20_25,you
"32,226",5,top_15_20,you
"32,227",1,top_50_100,you
"32,236",2,top_25_30,you
"32,237",2,top_35_40,you
"32,238",2,top_20_25,you
"32,241",1,top_35_40,you
"32,245",1,top_25_30,you
"32,248",3,top_20_25,you
"32,249",5,top_40_45,you
"32,261",1,top_30_35,you
"32,268",5,top_15_20,you
"32,272",1,top_40_45,you
"32,277",3,top_50_100,you
"32,281",12,top_30_35,you
"32,282",1,top_20_25,you
"32,283",3,top_20_25,you
"32,289",1,top_40_45,you
"32,293",4,top_50_100,you
"32,295",3,top_15_20,you
"32,297",1,top_30_35,you
"32,301",1,top_45_50,you
"32,306",2,top_35_40,you
"32,313",1,top_15_20,you
"32,319",9,top_30_35,you
"32,330",1,top_25_30,you
"32,334",1,top_35_40,you
"32,347",14,top_15_20,you
"32,348",1,top_45_50,you
"32,359",6,top_50_100,you
"32,361",2,top_50_100,you
"32,362",2,top_50_100,you
"32,372",3,top_40_45,you
"32,375",2,top_40_45,you
"32,392",4,top_15_20,you
"32,403",3,top_50_100,you
"32,407",1,top_25_30,you
"32,408",2,top_25_30,you
"32,414",1,top_45_50,you
"32,429",2,top_30_35,you
"32,434",5,top_50_100,you
"32,437",3,top_15_20,you
"32,440",3,top_30_35,you
"32,441",1,top_15_20,you
"32,445",2,top_30_35,you
"32,454",2,top_50_100,you
"32,455",3,top_20_25,you
"32,458",2,top_30_35,you
"32,462",4,top_20_25,you
"32,474",4,top_50_100,you
"32,480",2,top_50_100,you
"32,481",1,top_50_100,you
"32,482",3,top_45_50,you
"32,486",2,top_20_25,you
"32,503",1,top_15_20,you
"32,506",3,top_50_100,you
"32,508",2,top_50_100,you
"32,511",28,top_40_45,you
"32,519",1,top_50_100,you
"32,527",1,top_30_35,you
"32,546",3,top_50_100,you
"32,554",1,top_20_25,you
"32,555",3,top_50_100,you
"32,556",1,top_50_100,you
"32,557",4,top_20_25,you
"32,560",1,top_50_100,you
"32,566",11,top_30_35,you
"32,572",2,top_35_40,you
"32,589",2,top_20_25,you
"32,590",3,top_15_20,you
"32,601",1,top_30_35,you
"32,610",2,top_50_100,you
"32,611",5,top_30_35,you
"32,620",4,top_50_100,you
"32,625",5,top_30_35,you
"32,629",1,top_50_100,you
"32,639",2,top_45_50,you
"32,654",2,top_40_45,you
"32,656",1,top_30_35,you
"32,660",1,top_30_35,you
"32,661",1,top_30_35,you
"32,665",5,top_30_35,you
"32,667",1,top_35_40,you
"32,677",1,top_40_45,you
"32,678",2,top_30_35,you
"32,682",1,top_30_35,you
"32,688",1,top_50_100,you
"32,691",1,top_30_35,you
"32,692",1,top_50_100,you
"32,693",15,top_15_20,you
"32,694",39,top_15_20,you
"32,698",2,top_50_100,you
"32,701",1,top_50_100,you
"32,705",1,top_40_45,you
"32,711",1,top_50_100,you
"32,716",4,top_50_100,you
"32,722",1,top_50_100,you
"32,725",1,top_50_100,you
"32,726",1,top_20_25,you
"32,733",1,top_15_20,you
"32,745",9,top_35_40,you
"32,751",1,top_50_100,you
"32,757",1,top_50_100,you
"32,771",2,top_35_40,you
"32,772",4,top_40_45,you
"32,773",22,top_15_20,you
"32,774",5,top_35_40,you
"32,776",3,top_50_100,you
"32,778",2,top_50_100,you
"32,779",3,top_20_25,you
"32,780",1,top_40_45,you
"32,786",1,top_45_50,you
"32,791",12,top_50_100,you
"32,794",5,top_20_25,you
"32,811",3,top_50_100,you
"32,813",1,top_50_100,you
"32,816",6,top_15_20,you
"32,817",7,top_15_20,you
"32,824",1,top_20_25,you
"32,825",1,top_50_100,you
"32,829",8,top_40_45,you
"32,837",28,top_20_25,you
"32,840",1,top_15_20,you
"32,846",3,top_15_20,you
"32,849",1,top_35_40,you
"32,853",2,top_50_100,you
"32,855",2,top_30_35,you
"32,873",1,top_50_100,you
"32,875",2,top_50_100,you
"32,879",1,top_50_100,you
"32,884",5,top_30_35,you
"32,903",6,top_30_35,you
"32,910",1,top_50_100,you
"32,919",2,top_40_45,you
"32,924",5,top_50_100,you
"32,926",21,top_25_30,you
"32,937",1,top_20_25,you
"32,945",4,top_50_100,you
"32,946",2,top_45_50,you
"32,952",1,top_50_100,you
"32,953",2,top_25_30,you
"32,965",1,top_50_100,you
"32,974",2,top_15_20,you
"32,976",1,top_50_100,you
"32,977",4,top_15_20,you
"32,986",1,top_50_100,you
"32,991",15,top_15_20,you
"32,992",1,top_45_50,you
"32,996",3,top_30_35,you
"32,997",1,top_50_100,you
"33,004",1,top_15_20,you
"33,019",1,top_50_100,you
"33,021",1,top_35_40,you
"33,030",2,top_25_30,you
"33,035",3,top_15_20,you
"33,038",4,top_30_35,you
"33,046",1,top_20_25,you
"33,047",6,top_50_100,you
"33,050",2,top_50_100,you
"33,055",1,top_40_45,you
"33,078",1,top_25_30,you
"33,082",3,top_20_25,you
"33,084",1,top_20_25,you
"33,096",1,top_50_100,you
"33,101",1,top_35_40,you
"33,110",1,top_50_100,you
"33,117",2,top_50_100,you
"33,119",1,top_50_100,you
"33,120",8,top_45_50,you
"33,128",3,top_50_100,you
"33,132",1,top_25_30,you
"33,135",2,top_45_50,you
"33,141",2,top_35_40,you
"33,142",4,top_40_45,you
"33,148",1,top_30_35,you
"33,152",1,top_15_20,you
"33,160",1,top_50_100,you
"33,161",1,top_15_20,you
"33,164",2,top_30_35,you
"33,167",1,top_50_100,you
"33,172",1,top_50_100,you
"33,173",5,top_45_50,you
"33,179",5,top_50_100,you
"33,189",1,top_25_30,you
"33,194",5,top_15_20,you
"33,198",1,top_15_20,you
"33,200",15,top_40_45,you
"33,201",5,top_45_50,you
"33,204",8,top_25_30,you
"33,208",2,top_50_100,you
"33,210",2,top_25_30,you
"33,212",1,top_40_45,you
"33,220",7,top_35_40,you
"33,222",3,top_20_25,you
"33,228",3,top_25_30,you
"33,234",2,top_50_100,you
"33,236",2,top_50_100,you
"33,240",1,top_20_25,you
"33,244",1,top_15_20,you
"33,250",1,top_25_30,you
"33,257",6,top_25_30,you
"33,266",4,top_25_30,you
"33,268",1,top_15_20,you
"33,276",3,top_50_100,you
"33,284",5,top_25_30,you
"33,293",8,top_35_40,you
"33,319",1,top_20_25,you
"33,320",1,top_40_45,you
"33,334",3,top_30_35,you
"33,337",2,top_35_40,you
"33,339",2,top_30_35,you
"33,345",5,top_20_25,you
"33,346",2,top_50_100,you
"33,347",1,top_40_45,you
"33,356",2,top_35_40,you
"33,361",2,top_25_30,you
"33,362",4,top_50_100,you
"33,368",4,top_35_40,you
"33,372",6,top_30_35,you
"33,388",6,top_20_25,you
"33,393",3,top_50_100,you
"33,394",3,top_30_35,you
"33,399",1,top_50_100,you
"33,406",1,top_50_100,you
"33,407",1,top_20_25,you
"33,411",2,top_50_100,you
"33,412",3,top_50_100,you
"33,417",1,top_25_30,you
"33,420",7,top_15_20,you
"33,424",2,top_15_20,you
"33,430",2,top_50_100,you
"33,442",1,top_45_50,you
"33,443",11,top_35_40,you
"33,456",3,top_30_35,you
"33,458",1,top_45_50,you
"33,461",3,top_20_25,you
"33,464",1,top_15_20,you
"33,466",3,top_50_100,you
"33,471",1,top_50_100,you
"33,473",3,top_50_100,you
"33,484",3,top_15_20,you
"33,488",5,top_15_20,you
"33,491",1,top_20_25,you
"33,523",1,top_15_20,you
"33,525",3,top_15_20,you
"33,547",1,top_50_100,you
"33,557",1,top_30_35,you
"33,571",1,top_20_25,you
"33,574",3,top_20_25,you
"33,578",5,top_25_30,you
"33,580",5,top_30_35,you
"33,584",2,top_40_45,you
"33,594",1,top_45_50,you
"33,595",5,top_15_20,you
"33,598",2,top_20_25,you
"33,605",10,top_40_45,you
"33,610",22,top_35_40,you
"33,618",2,top_50_100,you
"33,632",1,top_30_35,you
"33,636",1,top_50_100,you
"33,648",2,top_25_30,you
"33,651",2,top_50_100,you
"33,660",4,top_20_25,you
"33,666",1,top_45_50,you
"33,669",2,top_30_35,you
"33,670",3,top_35_40,you
"33,671",1,top_20_25,you
"33,672",1,top_50_100,you
"33,675",1,top_40_45,you
"33,680",1,top_35_40,you
"33,697",1,top_50_100,you
"33,709",1,top_50_100,you
"33,713",2,top_45_50,you
"33,722",2,top_50_100,you
"33,732",3,top_25_30,you
"33,733",1,top_30_35,you
"33,739",1,top_50_100,you
"33,757",3,top_30_35,you
"33,767",1,top_20_25,you
"33,768",10,top_15_20,you
"33,780",5,top_15_20,you
"33,794",2,top_25_30,you
"33,797",13,top_30_35,you
"33,798",1,top_40_45,you
"33,811",1,top_20_25,you
"33,812",2,top_15_20,you
"33,824",6,top_15_20,you
"33,837",2,top_50_100,you
"33,841",5,top_50_100,you
"33,847",5,top_50_100,you
"33,850",2,top_50_100,you
"33,856",2,top_40_45,you
"33,868",16,top_20_25,you
"33,874",2,top_15_20,you
"33,880",3,top_20_25,you
"33,882",4,top_35_40,you
"33,885",3,top_50_100,you
"33,888",1,top_50_100,you
"33,903",2,top_50_100,you
"33,905",2,top_25_30,you
"33,908",1,top_25_30,you
"33,910",4,top_35_40,you
"33,911",11,top_30_35,you
"33,917",2,top_50_100,you
"33,920",6,top_50_100,you
"33,939",1,top_50_100,you
"33,941",1,top_50_100,you
"33,944",2,top_40_45,you
"33,963",2,top_40_45,you
"33,964",2,top_50_100,you
"33,967",2,top_30_35,you
"33,969",1,top_20_25,you
"33,973",2,top_50_100,you
"33,975",18,top_30_35,you
"33,979",3,top_15_20,you
"33,980",1,top_25_30,you
"33,981",2,top_50_100,you
"33,991",4,top_20_25,you
"33,994",2,top_20_25,you
"33,995",1,top_50_100,you
"33,999",8,top_40_45,you
"34,010",4,top_45_50,you
"34,022",4,top_20_25,you
"34,025",5,top_50_100,you
"34,036",4,top_30_35,you
"34,042",1,top_25_30,you
"34,048",7,top_20_25,you
"34,051",11,top_50_100,you
"34,058",4,top_20_25,you
"34,077",25,top_30_35,you
"34,081",7,top_30_35,you
"34,084",1,top_35_40,you
"34,088",3,top_40_45,you
"34,112",1,top_25_30,you
"34,117",1,top_50_100,you
"34,124",1,top_40_45,you
"34,126",1,top_50_100,you
"34,128",4,top_50_100,you
"34,130",1,top_35_40,you
"34,133",1,top_30_35,you
"34,135",1,top_35_40,you
"34,138",2,top_50_100,you
"34,140",1,top_20_25,you
"34,144",1,top_50_100,you
"34,146",6,top_50_100,you
"34,157",5,top_50_100,you
"34,159",2,top_25_30,you
"34,161",1,top_50_100,you
"34,165",1,top_50_100,you
"34,166",2,top_40_45,you
"34,187",1,top_20_25,you
"34,190",3,top_50_100,you
"34,200",1,top_25_30,you
"34,205",1,top_50_100,you
"34,215",8,top_25_30,you
"34,219",2,top_35_40,you
"34,222",2,top_45_50,you
"34,239",1,top_50_100,you
"34,244",3,top_20_25,you
"34,248",3,top_30_35,you
"34,257",1,top_50_100,you
"34,271",1,top_50_100,you
"34,272",5,top_40_45,you
"34,281",3,top_35_40,you
"34,287",1,top_50_100,you
"34,288",3,top_20_25,you
"34,299",2,top_50_100,you
"34,308",5,top_30_35,you
"34,311",1,top_50_100,you
"34,320",4,top_35_40,you
"34,322",1,top_20_25,you
"34,326",3,top_45_50,you
"34,328",3,top_50_100,you
"34,331",2,top_50_100,you
"34,333",1,top_50_100,you
"34,335",1,top_40_45,you
"34,336",2,top_25_30,you
"34,352",5,top_50_100,you
"34,356",2,top_50_100,you
"34,363",2,top_50_100,you
"34,366",1,top_40_45,you
"34,378",1,top_15_20,you
"34,392",1,top_15_20,you
"34,394",2,top_40_45,you
"34,398",4,top_30_35,you
"34,436",3,top_20_25,you
"34,438",4,top_50_100,you
"34,439",5,top_35_40,you
"34,441",1,top_15_20,you
"34,443",3,top_45_50,you
"34,455",1,top_20_25,you
"34,457",1,top_30_35,you
"34,458",1,top_40_45,you
"34,460",1,top_50_100,you
"34,468",1,top_50_100,you
"34,471",2,top_50_100,you
"34,482",3,top_50_100,you
"34,484",4,top_30_35,you
"34,497",1,top_50_100,you
"34,504",2,top_50_100,you
"34,511",7,top_30_35,you
"34,519",1,top_50_100,you
"34,525",2,top_20_25,you
"34,538",2,top_50_100,you
"34,541",3,top_50_100,you
"34,553",3,top_30_35,you
"34,558",1,top_50_100,you
"34,567",1,top_50_100,you
"34,572",1,top_50_100,you
"34,592",1,top_50_100,you
"34,593",3,top_50_100,you
"34,596",2,top_40_45,you
"34,597",3,top_45_50,you
"34,601",6,top_40_45,you
"34,608",2,top_50_100,you
"34,612",8,top_35_40,you
"34,617",6,top_30_35,you
"34,621",6,top_40_45,you
"34,622",4,top_50_100,you
"34,635",2,top_30_35,you
"34,641",5,top_35_40,you
"34,645",5,top_30_35,you
"34,651",7,top_30_35,you
"34,659",1,top_50_100,you
"34,663",1,top_50_100,you
"34,669",1,top_30_35,you
"34,672",1,top_50_100,you
