"id_user","class","class2","modularity_class","citations","avg_part"
"32,486",ordinary,ordinary,44,0,2
"32,487",top_5_10,outstanding,41,0,1.4285714286
"32,488",ordinary,ordinary,44,0,1
"32,491",top_5_10,outstanding,56,5,4.2
"32,495",ordinary,ordinary,56,0,4
"32,496",ordinary,ordinary,44,0,1
"32,498",ordinary,ordinary,47,0,4
"32,502",top_5,outstanding,56,30,1.5389221557
"32,503",ordinary,ordinary,56,0,2.3333333333
"32,504",ordinary,ordinary,44,0,1
"32,505",ordinary,ordinary,56,0,1
"32,506",ordinary,ordinary,44,0,1
"32,508",ordinary,ordinary,44,0,2
"32,509",ordinary,ordinary,56,0,1
"32,511",ordinary,ordinary,56,0,2.6666666667
"32,513",ordinary,ordinary,56,0,1
"32,514",ordinary,ordinary,56,0,1
"32,515",ordinary,ordinary,56,0,1
"32,516",ordinary,ordinary,16,1,1
"32,519",ordinary,ordinary,46,1,6
"32,520",ordinary,ordinary,44,0,1
"32,522",top_10_15,outstanding,16,0,1.3333333333
"32,523",ordinary,ordinary,56,0,1
"32,524",ordinary,ordinary,56,0,1
"32,527",ordinary,ordinary,56,1,1.5
"32,528",ordinary,ordinary,56,0,1
"32,529",ordinary,ordinary,27,0,1
"32,530",ordinary,ordinary,56,0,3
"32,531",top_10_15,outstanding,56,0,1
