"id_user","class","class2","modularity_class","citations","avg_part"
"20,770",ordinary,ordinary,18,0,1.3333333333
"20,771",ordinary,ordinary,24,0,2
"20,776",ordinary,ordinary,27,0,3
"20,779",ordinary,ordinary,25,0,1
"20,782",ordinary,ordinary,0,0,1.5
"20,783",ordinary,ordinary,24,0,1.25
"20,786",ordinary,ordinary,27,0,1
"20,790",ordinary,ordinary,18,0,1
"20,792",ordinary,ordinary,27,0,2
"20,794",ordinary,ordinary,0,0,1
"20,795",ordinary,ordinary,26,0,1.6666666667
"20,799",ordinary,ordinary,22,0,1
"20,800",ordinary,ordinary,26,0,1
"20,804",ordinary,ordinary,27,1,2
"20,806",ordinary,ordinary,0,0,1
"20,807",ordinary,ordinary,22,0,1
"20,811",ordinary,ordinary,26,0,1
"20,813",ordinary,ordinary,27,0,1
"20,814",ordinary,ordinary,27,2,3
"20,816",ordinary,ordinary,20,0,6
"20,817",ordinary,ordinary,17,2,2
"20,822",ordinary,ordinary,22,1,1.6
"20,824",ordinary,ordinary,22,0,1
"20,833",ordinary,ordinary,0,0,3
"20,834",ordinary,ordinary,0,0,3
"20,842",ordinary,ordinary,27,0,1
"20,847",ordinary,ordinary,0,0,1
"20,848",ordinary,ordinary,0,0,2
"20,852",ordinary,ordinary,0,0,1
"20,857",ordinary,ordinary,0,0,1.8
"20,863",ordinary,ordinary,0,0,1
