"id_user","class","class2","modularity_class","citations","avg_part"
"6,701",ordinary,ordinary,25,0,2
"6,704",top_5,outstanding,25,0,1.2371541502
"6,707",top_5,outstanding,25,0,1.8333333333
"6,710",top_5,outstanding,25,7,1.4545454545
"6,712",top_10_15,outstanding,25,0,1
"6,714",top_10_15,outstanding,25,0,1
"6,715",top_5_10,outstanding,25,0,1.4444444444
"6,716",top_10_15,outstanding,25,0,3
"6,717",top_10_15,outstanding,25,0,1
"6,720",ordinary,ordinary,25,0,1
"6,721",top_5,outstanding,25,0,1.4
"6,722",top_5,outstanding,25,0,1.7222222222
"6,723",top_5_10,outstanding,25,0,2
"6,725",top_5,outstanding,25,0,2.0319148936
"6,726",top_5_10,outstanding,25,1,1.25
"6,728",top_5,outstanding,25,0,1.4
"6,731",top_5,outstanding,25,0,1.75
"6,732",top_10_15,outstanding,25,0,1
"6,733",top_5,outstanding,25,3,1.5
"6,734",top_5_10,outstanding,25,0,1.8
"6,735",top_5_10,outstanding,25,0,1
"6,738",top_10_15,outstanding,25,0,1
"6,739",top_5,outstanding,25,0,1.2
"6,740",top_5,outstanding,25,0,1.625
"6,741",top_5_10,outstanding,25,0,2.5
"6,742",top_5,outstanding,25,0,1.1666666667
"6,743",top_10_15,outstanding,25,0,2.25
"6,745",top_5,outstanding,25,1,1.347826087
"6,746",top_10_15,outstanding,24,2,3.5
"6,747",top_5,outstanding,25,0,1.8888888889
"6,751",ordinary,ordinary,25,0,1
"6,753",top_5,outstanding,25,44,1.564516129
"6,754",top_10_15,outstanding,25,0,1
"6,755",top_5,outstanding,25,2,1.2105263158
"6,756",ordinary,ordinary,25,0,2
"6,757",top_5_10,outstanding,25,0,1
"6,758",top_5,outstanding,25,0,1
"6,759",ordinary,ordinary,25,0,1
"6,762",top_5,outstanding,25,0,1.3896103896
"6,763",top_5,outstanding,25,1,1.475
"6,764",top_5,outstanding,25,0,1.4210526316
"6,765",top_5,outstanding,25,0,1.3172804533
"6,768",top_5,outstanding,25,15,1.6304347826
"6,769",top_10_15,outstanding,25,0,1.75
"6,772",top_10_15,outstanding,18,0,1
"6,773",top_5_10,outstanding,25,0,1
"6,774",top_5,outstanding,25,1,3.3333333333
"6,776",top_5,outstanding,25,10,1.630952381
"6,777",top_5_10,outstanding,25,1,1.3333333333
"6,779",top_5,outstanding,25,0,1.4210526316
"6,780",ordinary,ordinary,25,0,1
"6,781",top_5,outstanding,25,0,2.4775086505
"6,782",top_5,outstanding,17,0,1.2173913043
"6,784",ordinary,ordinary,22,0,1
"6,785",top_5,outstanding,25,0,1.5714285714
"6,786",ordinary,ordinary,25,0,1
"6,787",top_5_10,outstanding,25,1,1
"6,790",ordinary,ordinary,25,0,1.6
"6,791",top_5,outstanding,25,3,1.6
"6,794",top_5,outstanding,25,0,1.8333333333
"6,796",ordinary,ordinary,25,0,1
"6,798",top_5,outstanding,25,2,1.5
"6,799",top_5_10,outstanding,25,0,1
"6,801",ordinary,ordinary,35,0,1
"6,802",top_5,outstanding,25,105,1.2137931034
"6,804",ordinary,ordinary,25,0,1
"6,805",top_5,outstanding,25,0,1.2745098039
"6,807",top_5,outstanding,25,0,1.25
"6,808",top_5,outstanding,25,0,1.6710526316
"6,810",top_5_10,outstanding,25,0,2
"6,813",top_10_15,outstanding,25,0,2
"6,814",top_5_10,outstanding,25,0,1
"6,816",ordinary,ordinary,25,0,1
"6,819",top_5_10,outstanding,25,0,1.4444444444
"6,821",ordinary,ordinary,25,1,6
"6,822",top_5,outstanding,25,0,2.6666666667
"6,825",top_5_10,outstanding,25,1,2
"6,827",top_10_15,outstanding,25,0,1
"6,829",top_5,outstanding,25,8,1.5
"6,830",top_5,outstanding,25,0,1.8
"6,831",top_5_10,outstanding,25,0,1
"6,832",ordinary,ordinary,25,0,1
"6,835",ordinary,ordinary,25,0,1
"6,837",top_10_15,outstanding,25,0,1.2857142857
"6,838",top_5,outstanding,25,3,2.6551724138
"6,840",top_5_10,outstanding,25,3,1.7142857143
"6,841",top_5,outstanding,25,0,1.5
"6,843",ordinary,ordinary,25,0,1
"6,844",top_5,outstanding,25,0,1.34375
"6,846",top_5,outstanding,25,0,1.48
"6,849",top_5_10,outstanding,25,0,1
"6,850",top_5,outstanding,25,2,1.2352941176
"6,852",top_10_15,outstanding,22,0,1.6666666667
"6,853",top_10_15,outstanding,25,0,2
"6,856",top_5_10,outstanding,25,0,1
"6,858",top_5,outstanding,25,0,1.6347305389
"6,859",top_5_10,outstanding,25,0,1
"6,863",ordinary,ordinary,25,0,1
"6,864",top_5,outstanding,25,7,1.9411764706
"6,865",top_5_10,outstanding,25,3,2.5
"6,869",top_5,outstanding,25,10,1.5945945946
"6,872",top_10_15,outstanding,25,0,2
"6,876",top_5,outstanding,25,0,1.46875
"6,877",top_5,outstanding,25,5,2.4545454545
"6,879",ordinary,ordinary,18,0,2.5
"6,883",top_5,outstanding,25,0,1.1818181818
"6,885",ordinary,ordinary,25,0,3.5
"6,889",ordinary,ordinary,25,0,1
"6,890",ordinary,ordinary,25,0,1
"6,891",ordinary,ordinary,18,0,3
"6,892",top_5,outstanding,25,0,1.6470588235
"6,893",top_5,outstanding,25,0,2.1
"6,894",top_5,outstanding,25,0,2.25
"6,896",top_10_15,outstanding,25,1,2.2
"6,898",ordinary,ordinary,25,0,1
"6,899",ordinary,ordinary,25,0,1
"6,906",top_5,outstanding,25,8,1.5
"6,908",ordinary,ordinary,25,0,1
"6,909",top_5,outstanding,25,0,1.612244898
"6,910",top_5,outstanding,25,1,1.36
"6,911",top_5_10,outstanding,25,1,2.3333333333
"6,912",top_5_10,outstanding,25,1,2.5
"6,913",top_5,outstanding,25,9,1.4285714286
"6,915",ordinary,ordinary,0,0,1
"6,917",ordinary,ordinary,25,0,1
"6,918",top_5,outstanding,0,32,1.1842105263
"6,920",ordinary,ordinary,25,0,1.4285714286
"6,921",top_10_15,outstanding,25,0,2
"6,922",top_10_15,outstanding,25,0,1
"6,924",top_10_15,outstanding,25,0,1.5
"6,925",top_5,outstanding,25,0,1.4626865672
"6,926",top_5,outstanding,25,0,1.4418604651
"6,930",ordinary,ordinary,18,1,3
"6,932",top_5_10,outstanding,25,0,4
"6,933",top_10_15,outstanding,25,0,2
"6,936",ordinary,ordinary,25,0,1.5
"6,937",top_5_10,outstanding,25,0,1.75
"6,938",top_5,outstanding,25,0,1.0833333333
"6,939",ordinary,ordinary,25,0,1
"6,945",top_10_15,outstanding,25,2,1.3333333333
"6,947",ordinary,ordinary,0,3,1
"6,949",top_10_15,outstanding,25,0,2
"6,950",top_5,outstanding,25,0,1.1428571429
"6,951",ordinary,ordinary,25,0,1
"6,952",ordinary,ordinary,25,0,2
"6,962",top_5,outstanding,25,0,1
"6,963",top_5,outstanding,25,0,1.3333333333
"6,968",top_5,outstanding,22,0,1.7857142857
"6,969",ordinary,ordinary,25,1,2
"6,970",ordinary,ordinary,25,0,1
"6,972",ordinary,ordinary,25,0,1
"6,977",ordinary,ordinary,25,0,1
"6,978",ordinary,ordinary,0,0,2
"6,980",ordinary,ordinary,25,0,1.8
"6,981",top_5,outstanding,25,0,2
"6,983",top_5_10,outstanding,25,1,1.2857142857
"6,985",top_5,outstanding,25,0,4.3333333333
"6,986",top_10_15,outstanding,35,0,1
"6,989",top_5,outstanding,25,23,1.4788732394
"6,990",top_10_15,outstanding,25,0,3.5
"6,992",ordinary,ordinary,17,0,2
"6,994",ordinary,ordinary,25,0,1
"6,995",top_10_15,outstanding,25,0,1
"6,996",top_10_15,outstanding,25,1,4
"6,998",ordinary,ordinary,17,0,2
"6,999",ordinary,ordinary,25,0,1
"7,001",top_10_15,outstanding,25,0,2
"7,002",ordinary,ordinary,25,0,1
"7,003",ordinary,ordinary,25,0,1
"7,005",top_5_10,outstanding,25,1,4
"7,006",ordinary,ordinary,25,0,1
"7,008",top_5_10,outstanding,25,0,2
"7,012",top_10_15,outstanding,35,0,1
"7,014",ordinary,ordinary,25,0,1
"7,017",ordinary,ordinary,17,4,1.8
"7,019",top_5,outstanding,25,0,1.6759259259
"7,020",ordinary,ordinary,25,0,2
"7,021",top_5,outstanding,25,1,3
"7,022",ordinary,ordinary,18,0,1
"7,023",ordinary,ordinary,22,0,2
"7,025",top_10_15,outstanding,25,0,1.4545454545
"7,026",ordinary,ordinary,25,0,1
"7,028",top_5_10,outstanding,25,0,1.6
"7,030",top_5_10,outstanding,25,0,3.6
"7,032",ordinary,ordinary,25,0,1
"7,036",top_5_10,outstanding,25,0,2
"7,041",ordinary,ordinary,25,0,1
"7,043",top_5_10,outstanding,25,0,1
"7,044",top_5,outstanding,25,0,1.4090909091
"7,045",ordinary,ordinary,25,0,1
"7,049",ordinary,ordinary,0,0,1
"7,052",top_10_15,outstanding,25,0,3
"7,055",ordinary,ordinary,25,0,1
"7,056",ordinary,ordinary,18,0,1.5
"7,057",ordinary,ordinary,25,0,1
"7,062",ordinary,ordinary,25,0,1
"7,064",top_5,outstanding,25,46,1.6231884058
"7,066",ordinary,ordinary,25,0,3
"7,067",top_5,outstanding,25,0,4.5
"7,069",ordinary,ordinary,25,0,1
"7,071",top_5,outstanding,25,0,2.3333333333
"7,074",top_10_15,outstanding,25,4,3.3333333333
"7,077",top_10_15,outstanding,25,0,3
"7,079",ordinary,ordinary,25,0,3
"7,081",ordinary,ordinary,25,0,2
"7,082",top_5,outstanding,25,22,2.2542372881
"7,083",ordinary,ordinary,0,0,1
"7,084",top_5_10,outstanding,25,1,1.6
"7,085",ordinary,ordinary,25,0,1
"7,087",ordinary,ordinary,25,0,9
"7,089",top_10_15,outstanding,22,1,1.5714285714
"7,093",ordinary,ordinary,25,0,3
"7,094",top_10_15,outstanding,25,0,1
"7,095",ordinary,ordinary,25,0,1
"7,096",top_5_10,outstanding,25,0,1
"7,102",top_5,outstanding,25,0,1.8702290076
"7,104",ordinary,ordinary,22,0,1
"7,106",ordinary,ordinary,25,0,1
"7,107",top_5_10,outstanding,25,0,2
"7,108",ordinary,ordinary,25,0,1
"7,111",top_5,outstanding,25,0,1.2317073171
"7,112",top_5,outstanding,25,2,1.25
"7,113",ordinary,ordinary,25,0,1
"7,116",ordinary,ordinary,35,0,1
"7,117",top_5_10,outstanding,25,0,1
"7,119",ordinary,ordinary,22,0,1
"7,120",ordinary,ordinary,25,0,1
"7,123",top_5,outstanding,17,19,1.4315068493
"7,124",top_10_15,outstanding,18,7,2.1111111111
"7,125",ordinary,ordinary,25,0,2
"7,127",top_10_15,outstanding,25,0,2.5
"7,129",top_5,outstanding,25,1,1.8
"7,130",ordinary,ordinary,25,0,1
"7,131",top_10_15,outstanding,25,0,2
"7,133",ordinary,ordinary,25,2,1
"7,137",top_5,outstanding,25,2,1.1666666667
"7,139",top_10_15,outstanding,25,0,1
"7,144",ordinary,ordinary,0,0,1
"7,146",top_10_15,outstanding,25,0,1.6666666667
"7,149",ordinary,ordinary,25,0,1.3333333333
"7,150",top_10_15,outstanding,25,0,2
"7,151",ordinary,ordinary,25,0,1
"7,153",ordinary,ordinary,17,0,2
"7,154",top_10_15,outstanding,25,0,1.2
"7,156",top_5_10,outstanding,25,0,1.3333333333
"7,158",top_5,outstanding,25,0,1.5438596491
"7,159",ordinary,ordinary,27,0,2
"7,160",ordinary,ordinary,25,0,3
"7,162",top_5_10,outstanding,25,0,2.3333333333
"7,164",ordinary,ordinary,25,0,1
"7,165",ordinary,ordinary,25,0,1
"7,166",top_10_15,outstanding,25,0,1
"7,168",top_5,outstanding,25,6,1.4285714286
"7,170",ordinary,ordinary,25,0,1
"7,176",ordinary,ordinary,25,0,2
"7,182",top_5_10,outstanding,25,0,1.25
"7,183",ordinary,ordinary,25,0,1
"7,184",top_5,outstanding,25,0,1
"7,185",ordinary,ordinary,25,0,1
"7,186",ordinary,ordinary,25,0,1
"7,188",ordinary,ordinary,25,0,3
"7,193",top_5,outstanding,25,8,1.4146341463
"7,198",top_5,outstanding,35,33,1.6083916084
"7,199",ordinary,ordinary,25,3,8
"7,200",top_5,outstanding,25,0,2.3157894737
"7,201",ordinary,ordinary,25,0,5
"7,202",ordinary,ordinary,25,0,1
"7,204",ordinary,ordinary,25,0,1
"7,206",ordinary,ordinary,25,0,1
"7,208",ordinary,ordinary,25,0,1.6666666667
"7,210",top_10_15,outstanding,25,0,2
"7,211",top_5,outstanding,25,0,2.8695652174
"7,213",ordinary,ordinary,25,0,2
"7,214",top_5,outstanding,25,3,1.375
"7,216",top_5,outstanding,18,11,2.2424242424
"7,217",top_5,outstanding,25,0,1.75
"7,220",ordinary,ordinary,25,0,2.3333333333
"7,221",top_5_10,outstanding,25,0,1.4
"7,223",ordinary,ordinary,25,0,1
"7,225",top_5_10,outstanding,25,0,1
"7,226",top_10_15,outstanding,25,1,2.5
"7,227",ordinary,ordinary,25,0,1
"7,228",top_5_10,outstanding,25,0,1
"7,229",ordinary,ordinary,25,0,1
"7,230",top_5,outstanding,25,0,1.1666666667
"7,231",top_10_15,outstanding,25,0,1.2222222222
"7,232",top_5,outstanding,25,0,1.6013986014
"7,233",top_10_15,outstanding,22,1,2
"7,234",top_10_15,outstanding,25,0,1
"7,235",top_10_15,outstanding,25,0,1
"7,238",top_5,outstanding,25,0,1.1875
"7,239",top_10_15,outstanding,25,0,3.5
"7,240",top_5_10,outstanding,25,0,5.8
"7,241",top_5_10,outstanding,17,9,1.7037037037
"7,243",top_5_10,outstanding,25,0,2
"7,248",ordinary,ordinary,25,0,1
"7,249",ordinary,ordinary,25,0,1
"7,251",ordinary,ordinary,25,0,2
"7,252",top_10_15,outstanding,25,1,1.5
"7,253",ordinary,ordinary,25,0,1.3333333333
"7,254",top_5_10,outstanding,25,2,2.6666666667
"7,256",ordinary,ordinary,25,0,1
"7,257",ordinary,ordinary,20,0,2
"7,260",top_5_10,outstanding,25,0,1.8333333333
"7,261",top_5_10,outstanding,25,0,2.6
"7,262",top_5_10,outstanding,35,0,1
"7,263",top_5,outstanding,25,0,1.2
"7,267",top_10_15,outstanding,22,0,1
"7,270",top_5_10,outstanding,25,0,1
"7,272",ordinary,ordinary,25,0,1
"7,273",ordinary,ordinary,25,0,1
"7,274",top_5,outstanding,25,3,1.6363636364
"7,275",top_10_15,outstanding,25,0,3
"7,277",top_5_10,outstanding,25,1,2.25
"7,278",top_5_10,outstanding,17,0,1.625
"7,281",ordinary,ordinary,17,0,1
"7,282",top_5_10,outstanding,25,0,1
"7,284",ordinary,ordinary,25,0,1
"7,287",ordinary,ordinary,25,0,1
"7,289",ordinary,ordinary,25,0,1
"7,293",top_10_15,outstanding,25,0,2
"7,296",ordinary,ordinary,25,0,1
"7,297",top_5,outstanding,25,0,1.3636363636
"7,298",ordinary,ordinary,25,0,1
"7,299",top_10_15,outstanding,25,0,1
"7,301",top_5,outstanding,25,0,1.4
"7,302",ordinary,ordinary,25,0,1
"7,304",ordinary,ordinary,25,2,1.3333333333
"7,305",top_5,outstanding,25,0,1.3260869565
"7,307",ordinary,ordinary,25,0,1
"7,308",ordinary,ordinary,25,0,1
"7,311",ordinary,ordinary,35,0,1
"7,313",top_5,outstanding,25,3,2.5
"7,314",top_10_15,outstanding,25,0,1.5
"7,316",ordinary,ordinary,25,0,1
"7,318",top_5,outstanding,25,2,2.1428571429
"7,320",ordinary,ordinary,25,0,1
"7,323",ordinary,ordinary,25,0,3
"7,325",top_5,outstanding,25,0,2.1176470588
"7,326",ordinary,ordinary,25,0,1
"7,328",ordinary,ordinary,25,0,4
"7,330",top_10_15,outstanding,25,3,3
"7,331",ordinary,ordinary,25,0,1
"7,332",ordinary,ordinary,25,0,1
"7,333",top_5,outstanding,25,6,1.95
"7,335",top_5_10,outstanding,25,0,1
"7,336",ordinary,ordinary,25,0,3
"7,337",top_5_10,outstanding,25,1,1.5
"7,338",top_5_10,outstanding,25,0,1.2857142857
"7,339",ordinary,ordinary,25,0,1
"7,340",top_10_15,outstanding,25,0,1
"7,343",ordinary,ordinary,25,0,3
"7,344",ordinary,ordinary,26,0,1
"7,345",top_10_15,outstanding,17,0,1.5
"7,346",ordinary,ordinary,25,0,2
"7,347",ordinary,ordinary,25,0,1
"7,351",top_5_10,outstanding,25,0,1
"7,357",ordinary,ordinary,25,0,3
"7,359",top_10_15,outstanding,0,1,1
"7,361",top_5_10,outstanding,25,3,2.25
"7,369",ordinary,ordinary,26,0,1
"7,370",ordinary,ordinary,25,0,1
"7,372",ordinary,ordinary,25,0,5
"7,373",ordinary,ordinary,25,0,3
"7,374",top_5,outstanding,25,0,1.5974025974
"7,376",ordinary,ordinary,25,1,1
"7,377",ordinary,ordinary,25,0,1
"7,378",top_10_15,outstanding,35,0,1.4444444444
"7,379",ordinary,ordinary,25,0,2
"7,380",top_10_15,outstanding,25,0,2.5
"7,382",ordinary,ordinary,25,0,1
"7,384",top_10_15,outstanding,25,0,4
"7,386",top_5,outstanding,25,10,2
"7,387",ordinary,ordinary,25,1,3
"7,388",top_5_10,outstanding,25,0,1.3333333333
"7,389",ordinary,ordinary,22,1,2
"7,390",ordinary,ordinary,25,0,2
"7,391",ordinary,ordinary,25,1,1.3
"7,392",top_5,outstanding,25,0,1.3333333333
"7,398",top_5,outstanding,22,1,1.1538461538
"7,402",ordinary,ordinary,25,0,1
"7,403",top_5,outstanding,25,0,1.625
"7,408",ordinary,ordinary,25,0,1
"7,409",ordinary,ordinary,25,0,3
"7,410",ordinary,ordinary,25,0,1
"7,411",ordinary,ordinary,25,0,1
"7,412",ordinary,ordinary,25,0,2
"7,413",top_10_15,outstanding,25,0,1.3333333333
"7,415",top_5_10,outstanding,25,0,2
"7,416",top_5,outstanding,22,27,1.6206896552
"7,419",top_5,outstanding,25,0,1.1111111111
"7,421",ordinary,ordinary,25,0,1
"7,422",top_5_10,outstanding,25,0,2.6
"7,425",ordinary,ordinary,18,0,2
"7,429",top_5,outstanding,25,0,1.4705882353
"7,430",ordinary,ordinary,25,0,1
"7,434",ordinary,ordinary,22,1,2
"7,435",top_5,outstanding,25,68,1.596
"7,437",ordinary,ordinary,25,0,3
"7,439",top_5,outstanding,25,10,2.1071428571
"7,442",ordinary,ordinary,24,0,1
"7,443",top_5_10,outstanding,25,0,4.75
"7,444",top_5_10,outstanding,25,0,1.25
"7,445",top_5_10,outstanding,25,0,1
"7,446",top_5,outstanding,22,1,1.8461538462
"7,447",top_5_10,outstanding,25,0,1
"7,448",ordinary,ordinary,25,0,1
"7,449",ordinary,ordinary,25,1,2.6666666667
"7,451",ordinary,ordinary,25,0,1
"7,453",ordinary,ordinary,25,3,2.3333333333
"7,454",top_5,outstanding,25,7,1.3333333333
"7,455",ordinary,ordinary,25,0,1
"7,457",ordinary,ordinary,35,1,2
"7,458",ordinary,ordinary,35,0,2
"7,459",ordinary,ordinary,25,0,1
"7,460",ordinary,ordinary,0,0,1
"7,461",ordinary,ordinary,25,0,1.3333333333
"7,462",top_5_10,outstanding,25,0,2.6666666667
"7,463",top_5_10,outstanding,25,3,1.1428571429
"7,465",ordinary,ordinary,25,0,1
"7,466",top_5_10,outstanding,25,0,3.8
"7,467",ordinary,ordinary,35,0,1.5555555556
"7,469",ordinary,ordinary,20,0,1
"7,470",top_10_15,outstanding,20,3,3.125
"7,471",ordinary,ordinary,25,0,2
"7,472",ordinary,ordinary,25,0,1
"7,473",ordinary,ordinary,35,1,3
"7,475",top_5,outstanding,25,0,1.3076923077
"7,484",ordinary,ordinary,25,0,3
"7,485",ordinary,ordinary,20,0,1
"7,487",top_5,outstanding,25,0,1.1428571429
"7,489",top_5_10,outstanding,25,0,2.875
"7,490",top_10_15,outstanding,25,0,1.1111111111
"7,491",ordinary,ordinary,25,0,1
"7,495",top_5,outstanding,25,1,2
"7,496",top_10_15,outstanding,25,0,2
"7,498",ordinary,ordinary,25,0,4
"7,503",top_5_10,outstanding,20,0,2
"7,505",top_5_10,outstanding,25,0,1.8571428571
"7,506",ordinary,ordinary,25,1,5
"7,507",ordinary,ordinary,25,1,2
"7,508",ordinary,ordinary,25,0,1
"7,509",ordinary,ordinary,25,0,2
"7,511",ordinary,ordinary,25,1,1.5
"7,518",ordinary,ordinary,25,0,1
"7,520",ordinary,ordinary,25,0,1
"7,521",ordinary,ordinary,25,0,1
"7,523",ordinary,ordinary,25,0,1
"7,524",ordinary,ordinary,25,0,2
"7,528",ordinary,ordinary,25,0,1
"7,529",ordinary,ordinary,25,1,1
"7,530",ordinary,ordinary,0,0,1
"7,531",ordinary,ordinary,25,0,1
"7,532",ordinary,ordinary,25,1,1
"7,533",ordinary,ordinary,25,0,1
"7,536",ordinary,ordinary,25,0,1
"7,537",ordinary,ordinary,25,0,1
"7,538",ordinary,ordinary,25,0,8
"7,539",ordinary,ordinary,25,0,1
"7,540",ordinary,ordinary,25,0,2
"7,542",ordinary,ordinary,25,4,1.1
"7,543",top_5_10,outstanding,35,0,1.5
"7,545",ordinary,ordinary,24,0,2
"7,546",ordinary,ordinary,25,0,1.5
"7,549",ordinary,ordinary,22,0,2
"7,550",top_10_15,outstanding,25,0,2.5
"7,554",ordinary,ordinary,35,0,1
"7,555",top_5,outstanding,25,0,1
"7,556",top_5_10,outstanding,25,0,1.5
"7,557",ordinary,ordinary,25,0,3
"7,558",top_5_10,outstanding,25,0,3.5
"7,559",ordinary,ordinary,25,0,2
"7,561",ordinary,ordinary,22,0,1
"7,562",ordinary,ordinary,25,0,2
"7,563",ordinary,ordinary,25,0,1
"7,564",top_5_10,outstanding,25,0,1.75
"7,565",top_5,outstanding,18,374,1.443062201
"7,568",ordinary,ordinary,25,0,1.5
"7,569",ordinary,ordinary,25,1,1.3333333333
"7,570",top_5_10,outstanding,25,0,1.3333333333
"7,572",ordinary,ordinary,25,0,2
"7,573",top_5,outstanding,25,0,1.25
"7,574",top_10_15,outstanding,25,0,1.3333333333
"7,576",ordinary,ordinary,25,1,2.5
"7,580",ordinary,ordinary,25,0,2
"7,585",top_5_10,outstanding,25,0,3
"7,587",ordinary,ordinary,25,0,2.25
"7,588",top_5,outstanding,25,0,1.3157894737
"7,590",top_5_10,outstanding,22,0,1
"7,591",top_5,outstanding,27,4,2.5
"7,593",ordinary,ordinary,25,0,1
"7,596",ordinary,ordinary,25,0,1
"7,599",ordinary,ordinary,0,0,1
"7,602",top_5_10,outstanding,25,0,2.1428571429
"7,603",top_5_10,outstanding,25,0,1
"7,604",top_5,outstanding,0,12,1.5263157895
"7,605",ordinary,ordinary,25,0,2
"7,606",ordinary,ordinary,25,1,2
"7,608",ordinary,ordinary,25,0,2
"7,609",top_5,outstanding,25,0,1.8333333333
"7,613",ordinary,ordinary,25,0,1
"7,615",top_10_15,outstanding,25,1,1.6666666667
"7,616",top_5_10,outstanding,25,0,1.3636363636
"7,617",top_5,outstanding,25,12,1.7402597403
"7,618",top_5_10,outstanding,25,1,2
"7,622",ordinary,ordinary,25,0,1
"7,623",ordinary,ordinary,25,0,1.3333333333
"7,625",ordinary,ordinary,25,0,4
"7,626",ordinary,ordinary,25,0,2
"7,627",ordinary,ordinary,25,0,2
"7,628",top_10_15,outstanding,25,0,1
"7,629",ordinary,ordinary,22,0,1
"7,631",ordinary,ordinary,25,3,5
"7,632",ordinary,ordinary,25,0,1.5
"7,633",ordinary,ordinary,17,0,1
"7,636",ordinary,ordinary,22,0,1
"7,638",ordinary,ordinary,25,0,2
"7,639",ordinary,ordinary,25,0,1
"7,642",ordinary,ordinary,25,0,1
"7,643",ordinary,ordinary,25,0,4
"7,644",ordinary,ordinary,25,0,1
"7,645",ordinary,ordinary,25,0,3
"7,646",top_10_15,outstanding,25,0,1
"7,650",ordinary,ordinary,25,0,3
"7,651",top_5_10,outstanding,25,0,3.5
"7,652",ordinary,ordinary,25,0,1
"7,653",ordinary,ordinary,25,0,1
"7,655",ordinary,ordinary,35,0,2.3333333333
"7,657",ordinary,ordinary,25,0,6
"7,658",top_5_10,outstanding,25,0,1.2
"7,659",ordinary,ordinary,25,0,1
"7,660",top_5_10,outstanding,25,0,1.75
"7,661",ordinary,ordinary,25,0,2
"7,662",ordinary,ordinary,25,0,1.5
"7,664",top_10_15,outstanding,25,0,2
"7,667",ordinary,ordinary,25,0,2
"7,668",ordinary,ordinary,25,0,1
"7,669",top_10_15,outstanding,25,0,1
"7,670",top_5_10,outstanding,25,1,2.25
"7,673",ordinary,ordinary,25,0,1
"7,675",top_10_15,outstanding,25,0,1.2
"7,676",top_10_15,outstanding,25,0,1
"7,677",top_5_10,outstanding,0,0,7
"7,685",ordinary,ordinary,25,1,2
"7,687",top_10_15,outstanding,22,0,1.25
"7,689",top_5_10,outstanding,25,0,1.1666666667
"7,690",ordinary,ordinary,25,0,1
"7,692",top_5_10,outstanding,25,1,1.5
"7,698",ordinary,ordinary,25,0,2
"7,701",top_5,outstanding,27,0,1.8636363636
"7,702",top_10_15,outstanding,25,0,1
"7,703",top_5,outstanding,25,1,1.2727272727
"7,704",top_10_15,outstanding,17,0,1
"7,705",top_5_10,outstanding,25,0,1.5
"7,711",ordinary,ordinary,25,0,1
"7,713",ordinary,ordinary,0,0,1
"7,716",top_5_10,outstanding,25,2,1.5
"7,718",ordinary,ordinary,25,0,1.3333333333
"7,719",top_5,outstanding,25,1,1.5
"7,724",ordinary,ordinary,25,0,1
"7,726",top_5,outstanding,25,25,1.4210526316
"7,727",ordinary,ordinary,24,0,3
"7,728",top_5_10,outstanding,25,0,1
"7,729",ordinary,ordinary,25,0,1
"7,730",ordinary,ordinary,25,0,2
"7,731",ordinary,ordinary,22,0,2.3333333333
"7,732",ordinary,ordinary,25,0,1
"7,733",top_5_10,outstanding,25,0,1.6
"7,737",top_5,outstanding,0,37,1.7763157895
"7,741",top_5_10,outstanding,25,0,1.8
"7,743",ordinary,ordinary,0,0,1
"7,750",ordinary,ordinary,25,0,1
"7,752",ordinary,ordinary,25,0,1
"7,753",ordinary,ordinary,25,1,3
"7,754",top_5_10,outstanding,25,3,2.75
"7,755",ordinary,ordinary,25,0,1
"7,756",ordinary,ordinary,25,0,4
"7,758",ordinary,ordinary,25,0,1
"7,759",ordinary,ordinary,25,0,1
"7,760",top_10_15,outstanding,25,1,5
"7,761",top_10_15,outstanding,22,0,1.2857142857
"7,762",top_5,outstanding,25,7,1.375
"7,763",top_5_10,outstanding,25,0,1.75
"7,765",ordinary,ordinary,35,1,6
"7,766",ordinary,ordinary,25,0,1
"7,770",ordinary,ordinary,25,0,2
"7,771",top_5_10,outstanding,25,0,3
"7,777",top_5,outstanding,25,0,1
"7,780",ordinary,ordinary,25,0,2
"7,781",ordinary,ordinary,25,0,2.3333333333
"7,782",ordinary,ordinary,25,0,2
"7,784",top_5_10,outstanding,25,2,2
"7,785",ordinary,ordinary,25,0,1
"7,786",ordinary,ordinary,20,0,1
"7,787",ordinary,ordinary,25,0,1
"7,789",top_5_10,outstanding,18,1,1.6842105263
"7,790",top_5_10,outstanding,25,0,1
"7,791",ordinary,ordinary,35,0,1
"7,792",top_10_15,outstanding,25,0,1.5
"7,793",ordinary,ordinary,25,0,3
"7,794",top_5_10,outstanding,25,0,1.6153846154
"7,795",top_5_10,outstanding,25,0,1
"7,798",ordinary,ordinary,17,0,1.5
"7,802",top_5,outstanding,25,1,1
"7,803",ordinary,ordinary,25,0,1
"7,807",top_5_10,outstanding,24,3,1.5714285714
"7,813",top_5,outstanding,25,0,1.5555555556
"7,814",top_10_15,outstanding,22,0,1
"7,815",ordinary,ordinary,20,1,5
"7,819",top_5,outstanding,25,0,1.4644549763
"7,823",ordinary,ordinary,25,0,1.25
"7,827",ordinary,ordinary,35,0,1
"7,828",ordinary,ordinary,25,0,2.6666666667
"7,835",top_5,outstanding,26,0,1.5
"7,836",top_5_10,outstanding,25,0,1.6
"7,837",top_5,outstanding,25,0,1.5
"7,838",ordinary,ordinary,25,0,3
"7,840",top_5_10,outstanding,25,0,3
