"id","betweenness","closeness","clustering_coefficient","degree","eccentricity","eigenvector","harmonic_closeness","id_community","id_user","indegree","interactions","modularity_class","outdegree","page_rank","strongly_component","weakly_component","id_graph_analysis_context","class","class2"
"496,184",0,0.3107344633,0.4583333433,9,6,0,0.3280050505,3,"41,687",0,11,9,9,0.0000155522,"5,015",0,145,ordinary,ordinary
"491,626","1,199.8253724322",0.2653666382,0,3,7,0.0001857528,0.2765295815,3,"35,422",1,3,41,2,0.000022164,"2,287",0,145,ordinary,ordinary
"490,808","2,516.3730696177",0.31903064,0.5036764741,18,6,0.0244539769,0.3377786197,3,"50,854",3,37,9,15,0.0000774989,"1,043",0,145,ordinary,ordinary
"501,145",0,0.2890748947,0.095238097,7,7,0,0.3032767384,3,"32,528",0,8,56,7,0.0000155522,"7,585",0,145,ordinary,ordinary
"496,986",0,0.2851587816,0.2678571343,9,7,0.0001927139,0.2985957792,3,"43,380",1,24,9,8,0.0000155522,"5,481",0,145,ordinary,ordinary
"490,949",0,0.301335464,0.3333333433,6,7,0,0.3161670274,3,"34,645",0,7,44,6,0.0000155522,"1,922",0,145,ordinary,ordinary
"496,929",0,0.3118616048,0.2454545498,11,7,0,0.3292178287,3,"43,237",0,13,16,11,0.0000155522,"5,455",0,145,ordinary,ordinary
"491,852","27,157.8977980335",0.2974419653,0.3444444537,13,7,0.0224743936,0.3132370849,3,"35,668",4,16,30,9,0.0000897903,"1,043",0,145,ordinary,ordinary
"492,124",61.7474606574,0.2954341987,0.2666666806,6,7,0.0001857528,0.3104049423,3,"36,007",1,7,16,5,0.0000181969,"1,920",0,145,ordinary,ordinary
"499,094",0,0.3021286336,0.4454545379,12,7,0.0001927139,0.3178571429,3,"30,088",1,21,44,11,0.0000155522,"6,565",0,145,ordinary,ordinary
"492,903",0,0.2867383513,0.6428571343,8,7,0.0001927139,0.3017667749,3,"53,316",1,9,9,7,0.0000155522,"3,020",0,145,ordinary,ordinary
"500,485",422.6605741846,0.2998409633,0.380952388,9,7,0.000913121,0.3154155278,3,"31,744",3,11,44,6,0.0000294085,"1,043",0,145,ordinary,ordinary
"492,683",0,0.2791435369,0.1666666716,3,7,0,0.2911801046,3,"36,664",0,3,56,3,0.0000155522,"2,908",0,145,ordinary,ordinary
