"id","betweenness","closeness","clustering_coefficient","degree","eccentricity","eigenvector","harmonic_closeness","id_community","id_user","indegree","interactions","modularity_class","outdegree","page_rank","strongly_component","weakly_component","id_graph_analysis_context","class","class2"
"236,381",94.9922825437,0.274166961,0.400000006,6,7,0.0109585605,0.2853108991,2,"20,107",3,10,0,3,0.0000925063,"1,057",0,83,ordinary,ordinary
"242,601",0,0.3025401156,0.7666666508,7,6,0.0071605997,0.3183773531,2,"13,810",2,9,22,5,0.0000518496,"1,057",0,83,ordinary,ordinary
"240,509",0,0.2883139391,0.25,4,7,0,0.3006588767,2,"10,638",0,5,20,4,0.0000219181,"3,805",0,83,ordinary,ordinary
"239,721",0,0.3024282561,1,2,6,0,0.3175683412,2,"9,591",0,2,17,2,0.0000219181,"3,421",0,83,ordinary,ordinary
"243,273",0,0.2994535519,0.3333333433,5,7,0.0002161533,0.3135506757,2,"15,183",1,8,17,4,0.0000219181,"5,040",0,83,ordinary,ordinary
"236,055",0,0.2993188536,0.6666666865,3,7,0,0.3144794414,2,"19,187",0,3,27,3,0.0000219181,"1,680",0,83,ordinary,ordinary
"241,615",0,0.2605145414,0,1,7,0,0.2708254105,2,"12,025",0,1,25,1,0.0000219181,"4,313",0,83,ordinary,ordinary
"239,737",0,0.2621446665,0,2,7,0.003300735,0.2725206295,2,"9,615",1,2,25,1,0.0000440847,"1,057",0,83,ordinary,ordinary
"238,624","7,566",0.2630478988,0.5,6,7,0.0043288767,0.2736367169,2,"8,233",2,8,25,4,0.0000470844,"1,057",0,83,ordinary,ordinary
"242,198",0,0.2456223629,0,2,7,0.0010099888,0.2533779155,2,"12,962",1,2,22,1,0.0000512204,"1,057",0,83,ordinary,ordinary
"237,510",0,0.2851720338,0,1,7,0,0.2979850334,2,"6,796",0,1,25,1,0.0000219181,"2,434",0,83,ordinary,ordinary
"238,915",0,0.2850324318,0.3333333433,3,7,0,0.2977667709,2,"8,560",0,4,25,3,0.0000219181,"3,023",0,83,ordinary,ordinary
"242,841",0,0.260313024,0.5,3,7,0.0042541376,0.2706105504,2,"14,306",1,3,22,2,0.0000692929,"1,057",0,83,ordinary,ordinary
"243,327",0,0.3073370282,0.6666666865,5,6,0.0002161533,0.3239695148,2,"15,299",1,11,22,4,0.0000219181,"5,066",0,83,ordinary,ordinary
"239,195",0,0.2800288566,0.6666666865,4,7,0.0002161533,0.2918082561,2,"8,928",1,6,35,3,0.0000219181,"3,167",0,83,ordinary,ordinary
"236,997",95.481409819,0.2673977951,0.3333333433,6,7,0.0063260993,0.278694643,2,"21,882",3,6,27,3,0.0000704398,"1,057",0,83,ordinary,ordinary
"241,208",0,0.2983220187,0.400000006,7,7,0.0002161533,0.3129873847,2,"11,493",1,9,35,6,0.0000219181,"4,114",0,83,ordinary,ordinary
"238,661",5.8729850584,0.2554580362,0.3333333433,3,7,0.0005026365,0.2652254159,2,"8,284",1,3,25,2,0.0000294921,"1,057",0,83,ordinary,ordinary
"242,349",0,0.291799787,0.5,3,7,0,0.3057775665,2,"13,267",0,4,22,3,0.0000219181,"4,623",0,83,ordinary,ordinary
"242,523",0,0.2838595636,0,2,7,0.0020384802,0.2955039521,2,"13,634",1,2,25,1,0.0000264885,"1,057",0,83,ordinary,ordinary
"238,831",0,0.2820295471,0.3333333433,3,7,0,0.2941493386,2,"8,475",0,3,25,3,0.0000219181,"2,982",0,83,ordinary,ordinary
"242,659",0,0.3002769013,0.0659340695,14,6,0,0.3165916077,2,"13,916",0,14,35,14,0.0000219181,"4,752",0,83,ordinary,ordinary
"236,302",23.1707349015,0.2610572341,0.3333333433,7,7,0.0041439332,0.2719633527,2,"19,871",5,8,22,2,0.0000535078,"1,057",0,83,ordinary,ordinary
"236,574",0,0.2484130794,0,2,7,0.0012268722,0.2566842541,2,"20,735",1,4,27,1,0.0000383847,"1,057",0,83,ordinary,ordinary
"241,017",0,0.2615825237,0,1,7,0,0.2713309411,2,"11,259",0,1,35,1,0.0000219181,"4,022",0,83,ordinary,ordinary
"236,829","4,658",0.2466123227,0,3,7,0.0002161533,0.255291346,2,"21,449",1,3,0,2,0.0000634857,"2,097",0,83,ordinary,ordinary
"237,484",26.9551545017,0.2500134214,0.5,5,7,0.0005703817,0.2590948598,2,"23,153",2,5,0,3,0.0000531199,"1,057",0,83,ordinary,ordinary
"239,125",0,0.3040271523,0.5,2,7,0,0.3195955755,2,"25,213",0,2,27,2,0.0000219181,"3,139",0,83,ordinary,ordinary
"235,816",0,0.2629558541,0,1,7,0,0.272820442,2,"18,481",0,1,18,1,0.0000219181,"1,543",0,83,ordinary,ordinary
"241,695",0,0.281178317,0,2,7,0,0.2936064937,2,"28,503",0,2,0,2,0.0000219181,"4,348",0,83,ordinary,ordinary
"240,848",435.2150033247,0.3026384195,0.5666666627,7,6,0.0163232835,0.3181268342,2,"11,066",3,9,35,4,0.0000796178,"1,057",0,83,ordinary,ordinary
"235,544",0,0.3016777871,0.6666666865,4,7,0.0163602821,0.3169943863,2,"17,888",2,6,27,2,0.000045293,"1,057",0,83,ordinary,ordinary
"237,494",0,0.2887428713,0,2,6,0,0.3028553027,2,"23,163",0,2,18,2,0.0000219181,"2,428",0,83,ordinary,ordinary
"243,801",42.4277325519,0.2837903717,0,4,7,0.0003093043,0.2961118439,2,"16,379",1,6,26,3,0.000028008,"1,057",0,83,ordinary,ordinary
"239,518",0,0.2953522288,0.3333333433,4,7,0,0.3095989491,2,"9,347",0,4,18,4,0.0000219181,"3,323",0,83,ordinary,ordinary
"236,866",0,0.2610693868,0,1,7,0,0.2719765278,2,"21,550",0,1,0,1,0.0000219181,"2,120",0,83,ordinary,ordinary
"242,171",0,1,0,1,1,0,1,2,"12,909",0,1,40,1,0.0000219181,"4,548",2,83,ordinary,ordinary
"235,850","12,663.4371268616",0.3019907918,0,3,7,0.0159055964,0.3174202685,2,"18,582",1,3,0,2,0.000045293,"1,057",0,83,ordinary,ordinary
"235,672",0,0.2867343798,0.6666666865,5,7,0.0002161533,0.2998323417,2,"18,163",1,10,18,4,0.0000219181,"1,474",0,83,ordinary,ordinary
