"id_user","count_i_usage","category","class","class2"
"34,061",4,top_50_100,ordinary,ordinary
"34,063",9,top_45_50,ordinary,ordinary
"34,065",5,top_10_15,top_10_15,outstanding
"34,068",3,top_15_20,ordinary,ordinary
"34,070",1,top_50_100,ordinary,ordinary
"34,072",4,top_50_100,ordinary,ordinary
"34,077",1,top_30_35,ordinary,ordinary
"34,081",18,top_30_35,ordinary,ordinary
"34,084",1,top_35_40,ordinary,ordinary
"34,085",62,top_5,top_5,outstanding
"34,086",3,top_50_100,ordinary,ordinary
"34,087",45,top_5,top_5,outstanding
"34,088",6,top_40_45,ordinary,ordinary
"34,089",3,top_50_100,ordinary,ordinary
"34,090",7,top_50_100,ordinary,ordinary
"34,091",1,top_50_100,ordinary,ordinary
"34,097",1,top_15_20,ordinary,ordinary
"34,100",1,top_50_100,ordinary,ordinary
"34,102",1,top_35_40,ordinary,ordinary
"34,104",23,top_5_10,top_5_10,outstanding
"34,107",13,top_30_35,ordinary,ordinary
"34,109",2,top_50_100,ordinary,ordinary
"34,114",1,top_25_30,ordinary,ordinary
"34,115",10,top_5_10,top_5_10,outstanding
"34,118",1,top_50_100,ordinary,ordinary
"34,119",9,top_40_45,ordinary,ordinary
"34,124",10,top_40_45,ordinary,ordinary
"34,126",1,top_50_100,ordinary,ordinary
"34,128",2,top_50_100,ordinary,ordinary
"34,130",1,top_35_40,ordinary,ordinary
"34,132",39,top_5,top_5,outstanding
"34,134",7,top_5_10,top_5_10,outstanding
"34,138",2,top_50_100,ordinary,ordinary
"34,140",5,top_20_25,ordinary,ordinary
"34,144",2,top_50_100,ordinary,ordinary
"34,152",1,top_5_10,top_5_10,outstanding
"34,157",3,top_50_100,ordinary,ordinary
"34,160",1,top_25_30,ordinary,ordinary
"34,166",1,top_40_45,ordinary,ordinary
"34,170",1,top_50_100,ordinary,ordinary
"34,172",2,top_50_100,ordinary,ordinary
"34,183",11,top_10_15,top_10_15,outstanding
"34,187",6,top_20_25,ordinary,ordinary
"34,188",2,top_50_100,ordinary,ordinary
"34,190",3,top_50_100,ordinary,ordinary
"34,193",1,top_10_15,top_10_15,outstanding
"34,198",1,top_25_30,ordinary,ordinary
"34,200",1,top_25_30,ordinary,ordinary
"34,201",20,top_10_15,top_10_15,outstanding
"34,203",12,top_5_10,top_5_10,outstanding
"34,205",2,top_50_100,ordinary,ordinary
