"id_user","count_she_he_usage","category","class","class2"
"10,904",5,top_5,top_5,outstanding
"10,921",1,top_50_100,ordinary,ordinary
"10,957",19,top_5,top_5,outstanding
"10,965",1,top_5,top_5,outstanding
"10,969",2,top_5,top_5,outstanding
"10,972",3,top_5,top_5,outstanding
"10,990",1,top_50_100,ordinary,ordinary
"10,998",2,top_10_15,top_10_15,outstanding
"11,011",4,top_5_10,top_5_10,outstanding
"11,021",4,top_20_25,ordinary,ordinary
"11,025",2,top_5_10,top_5_10,outstanding
"11,026",2,top_5_10,top_5_10,outstanding
"11,030",1,top_5_10,top_5_10,outstanding
"11,038",1,top_10_15,top_10_15,outstanding
"11,040",1,top_50_100,ordinary,ordinary
"11,044",7,top_5,top_5,outstanding
"11,047",3,top_5_10,top_5_10,outstanding
"11,064",1,top_25_30,ordinary,ordinary
"11,076",1,top_35_40,ordinary,ordinary
"11,089",1,top_15_20,ordinary,ordinary
"11,092",12,top_5,top_5,outstanding
"11,103",24,top_5,top_5,outstanding
"11,108",3,top_5,top_5,outstanding
"11,109",2,top_5,top_5,outstanding
"11,111",1,top_15_20,ordinary,ordinary
"11,143",3,top_10_15,top_10_15,outstanding
"11,155",1,top_10_15,top_10_15,outstanding
"11,160",1,top_50_100,ordinary,ordinary
"11,168",1,top_5,top_5,outstanding
"11,170",1,top_50_100,ordinary,ordinary
"11,176",2,top_10_15,top_10_15,outstanding
"11,200",7,top_5,top_5,outstanding
"11,204",2,top_50_100,ordinary,ordinary
"11,209",1,top_10_15,top_10_15,outstanding
"11,216",2,top_5_10,top_5_10,outstanding
"11,234",1,top_50_100,ordinary,ordinary
"11,251",8,top_50_100,ordinary,ordinary
"11,273",6,top_5,top_5,outstanding
"11,292",3,top_5_10,top_5_10,outstanding
"11,298",1,top_5,top_5,outstanding
"11,313",2,top_5,top_5,outstanding
"11,317",3,top_35_40,ordinary,ordinary
"11,328",18,top_5,top_5,outstanding
"11,374",5,top_15_20,ordinary,ordinary
"11,381",8,top_50_100,ordinary,ordinary
"11,386",1,top_50_100,ordinary,ordinary
"11,391",2,top_5_10,top_5_10,outstanding
"11,408",1,top_50_100,ordinary,ordinary
"11,427",1,top_50_100,ordinary,ordinary
"11,429",3,top_5,top_5,outstanding
"11,445",2,top_45_50,ordinary,ordinary
"11,448",3,top_5,top_5,outstanding
"11,460",2,top_35_40,ordinary,ordinary
"11,475",2,top_10_15,top_10_15,outstanding
"11,477",1,top_50_100,ordinary,ordinary
"11,482",2,top_50_100,ordinary,ordinary
