"id_user","betweenness","closeness","clustering_coefficient","indegree","outdegree","class","class2"
"30,383",260.6222455539,0.2781495337,0.1666666716,2,3,top_5_10,outstanding
"34,152",1.1837672592,0.2370453525,0.4166666567,2,3,top_5_10,outstanding
"35,363",0,0.2978519479,0.1111111119,0,9,top_5_10,outstanding
"33,040","7,435.4930028639",0.3004211245,0.2289473712,10,12,top_5_10,outstanding
"29,716",0,0,0.0573122539,23,0,top_5_10,outstanding
"33,948",327.2929777323,0.3039497927,0.347222209,1,9,top_5_10,outstanding
"30,466","1,167.3397824452",0.2817720843,0.2142857164,4,4,top_5_10,outstanding
"30,627",3.8042246002,0.2670612637,0,1,2,top_5_10,outstanding
"29,419",597.9297267582,0.2743335239,0.25,2,8,top_5_10,outstanding
"37,598",0,0.2980416502,0.3214285672,1,8,top_5_10,outstanding
"32,080",462.3608485141,0.290230359,0.25,2,3,top_5_10,outstanding
"29,621",0,0,0,1,0,top_5_10,outstanding
"39,174","7,399.3957640087",0.2920285446,0.1111111119,8,3,top_5_10,outstanding
"45,984","6,148.2246568541",0.3225589637,0.459523797,5,17,top_5_10,outstanding
"33,499",65.3349259715,0.2513450459,0.5,2,1,top_5_10,outstanding
"29,793",0,0.2810154878,0.0476190485,0,7,top_5_10,outstanding
"44,835",0,0.2694427434,0.1000000015,0,5,top_5_10,outstanding
"43,074",0,0.2771362587,0.5,0,3,top_5_10,outstanding
"49,083","28,043.5804376619",0.3060112457,0.2448275834,12,21,top_5_10,outstanding
"33,983","4,606.0432009577",0.3038448256,0.2582417727,8,10,top_5_10,outstanding
"32,491","15,308.1595579579",0.2990426556,0.2710526288,9,14,top_5_10,outstanding
"33,712","2,638.7623273406",0.3305365976,0.4466403127,4,22,top_5_10,outstanding
"37,407",426.1087948894,0.3069186047,0.3589743674,7,7,top_5_10,outstanding
"38,448",0,0.2967292346,1,0,3,top_5_10,outstanding
"37,596",26.465237353,0.2720292693,0.2857142985,6,3,top_5_10,outstanding
"29,105",0,0.2896165871,0.5,0,2,top_5_10,outstanding
"30,268","40,638.8004829229",0.3176675894,0.2924901247,9,20,top_5_10,outstanding
"31,557",812.5547326448,0.3058694015,0.3392857015,3,7,top_5_10,outstanding
"32,967",0,0.2966582421,0.2666666806,0,6,top_5_10,outstanding
"37,289",0,0,0,1,0,top_5_10,outstanding
"29,374","12,870.8144153616",0.3072043762,0.2575757504,4,19,top_5_10,outstanding
"34,104","22,334.53619402",0.3263880302,0.3366013169,3,17,top_5_10,outstanding
"32,782",977.0102877448,0.3150701283,0.3397435844,3,13,top_5_10,outstanding
"43,438","56,613.7097374725",0.3186839722,0.2056451589,7,30,top_5_10,outstanding
"44,564","43,885.0013343456",0.3068829206,0.2489177436,11,14,top_5_10,outstanding
"42,335","6,454.5957264584",0.2759684249,0.1277056336,21,2,top_5_10,outstanding
"30,485","4,310.398057884",0.3161456462,0.3181818128,7,18,top_5_10,outstanding
"29,649","6,567.6171506697",0.2899434284,0.227272734,5,8,top_5_10,outstanding
"32,949","1,111.2876062068",0.3140766302,0.4238095284,6,11,top_5_10,outstanding
"32,190","20,944",0.2631605184,0.3000000119,2,4,top_5_10,outstanding
"47,215","1,449.5533359736",0.3227364431,0.3203463256,5,18,top_5_10,outstanding
"32,553",137.6221806155,0.303600184,0.3571428657,2,8,top_5_10,outstanding
"41,455",0,0.2867303725,0.2380952388,0,7,top_5_10,outstanding
"55,258",0,0.2180069353,0,0,1,top_5_10,outstanding
"31,575","10,715.7164410104",0.3038623151,0.4166666567,1,4,top_5_10,outstanding
"29,507",0,0.2864656762,0.0833333358,0,4,top_5_10,outstanding
"49,069",0,0.2927086221,0.5666666627,2,6,top_5_10,outstanding
"30,095",145.8104433624,0.2946593002,0.3333333433,2,6,top_5_10,outstanding
"30,452","10,893.4865357105",0.2590030419,0.1964285672,3,6,top_5_10,outstanding
"29,080",0,0.2402529457,0,0,3,top_5_10,outstanding
"32,631","3,684.6130702057",0.3152582861,0.6363636255,5,9,top_5_10,outstanding
"47,139",0,0.2715395299,0,1,1,top_5_10,outstanding
"29,034",0,0.2694427434,1,0,2,top_5_10,outstanding
"33,042","10,817.4835260707",0.3166196845,0.480769217,5,10,top_5_10,outstanding
"43,998","115,667.6453171667",0.3460277923,0.3128048778,10,35,top_5_10,outstanding
"30,949",0,0.3053130601,0.227272734,0,12,top_5_10,outstanding
"31,550",0,0.3008718445,0.3333333433,1,7,top_5_10,outstanding
"36,034","11,819.034471638",0.3070614239,0.3272727132,4,9,top_5_10,outstanding
"35,611","50,251.752896751",0.2925302006,0.112499997,3,16,top_5_10,outstanding
"45,073","14,667.3890230049",0.291014333,0.1470588297,12,7,top_5_10,outstanding
"36,563","13,848.8782738059",0.3086592995,0.4065934122,6,11,top_5_10,outstanding
"29,850",384.760727823,0.281366592,0.3333333433,1,3,top_5_10,outstanding
"29,497",0,0.272868137,0.200000003,1,6,top_5_10,outstanding
"29,496","10,777.0005792006",0.2878564807,0.3333333433,3,6,top_5_10,outstanding
"39,163","1,684.6893727804",0.3210094254,0.3636363745,4,19,top_5_10,outstanding
"29,738",492.0664916476,0.2937673901,0.5,3,5,top_5_10,outstanding
"29,867",0,0.2935290193,0.6000000238,1,6,top_5_10,outstanding
"41,496",368.682671051,0.2656902713,0.1818181872,8,5,top_5_10,outstanding
"31,183",738.3901679363,0.3005921877,0.1666666716,4,9,top_5_10,outstanding
"36,778",728.1143334394,0.3004040289,0.7142857313,3,7,top_5_10,outstanding
"37,646","2,153.1558754502",0.2977439368,0.3333333433,2,10,top_5_10,outstanding
"46,812",0,0,0,1,0,top_5_10,outstanding
"29,961","2,725.377435596",0.3032165422,0.3611111045,2,7,top_5_10,outstanding
"29,087","5,310.1227793785",0.2120335783,0.25,4,2,top_10_15,outstanding
"37,339","11,485.3812092903",0.2962401796,0.3444444537,3,10,top_10_15,outstanding
"42,078",0,0.3020940611,0.5952380896,1,7,top_10_15,outstanding
"41,330",1,0.2630556109,0.3666666746,2,5,top_10_15,outstanding
"32,118",0,0.2793502989,0.5,0,2,top_10_15,outstanding
"49,581",0,0.3058966636,0.2315789461,1,20,top_10_15,outstanding
"33,316","12,541.8802232852",0.2992121521,0.1818181872,7,6,top_10_15,outstanding
"28,848",172.5795289336,0.2702329153,0.1000000015,3,3,top_10_15,outstanding
"29,935",0,0.2458321691,1,2,2,top_10_15,outstanding
"33,684",0,0,0,1,0,top_10_15,outstanding
"35,631","2,266.539500046",0.311647677,0.4551281929,1,12,top_10_15,outstanding
"37,387","1,448.8465032273",0.2725207785,0.2636363506,11,3,top_10_15,outstanding
"42,581",23.2769083878,0.2624670611,0.3333333433,2,2,top_10_15,outstanding
"31,170",0,0.2771014797,0.3333333433,0,3,top_10_15,outstanding
"35,911","11,591.252678695",0.2974754874,0.3000000119,4,10,top_10_15,outstanding
"37,313",0,0.3049731416,0.2909090817,1,11,top_10_15,outstanding
"29,727","50,698.9825692358",0.2729152665,0.0444444455,2,10,top_10_15,outstanding
"44,757",852.8341395893,0.3090568468,0.341911763,3,16,top_10_15,outstanding
"37,990",616.3845207746,0.29314749,0.3000000119,2,5,top_10_15,outstanding
"36,311","5,118.5709966378",0.2910945685,0.0833333358,1,4,top_10_15,outstanding
"55,009",148.1500526845,0.2816683556,0.4666666687,2,6,top_10_15,outstanding
"41,289",0,0,0.1000000015,5,0,top_10_15,outstanding
"35,784",0,0,0,1,0,top_10_15,outstanding
"32,416",0,0,0,1,0,top_10_15,outstanding
"41,378",193.4990166515,0.2913837832,0.2333333343,3,3,top_10_15,outstanding
"31,471",102.7710094704,0.2876525719,0.4333333373,1,6,top_10_15,outstanding
"29,549",0,0.2664244626,0,0,2,top_10_15,outstanding
"35,131",0,0.2817202006,0.6666666865,1,3,top_10_15,outstanding
"35,268",0,0.3037450383,0.25,0,5,top_10_15,outstanding
"29,269",0,0.2397602398,0,0,1,top_10_15,outstanding
"32,858",105.8511235392,0.3003869352,0.5892857313,2,8,top_10_15,outstanding
"42,528",0,0.3018522753,0.3333333433,1,6,top_10_15,outstanding
"41,537",0,0,0,3,0,top_10_15,outstanding
"33,037",0,0,0,1,0,top_10_15,outstanding
"39,799",0,0,0,2,0,top_10_15,outstanding
"44,541",0,0.2788634203,0.25,0,5,top_10_15,outstanding
"34,667",0,0.2707607136,0.1666666716,0,3,top_10_15,outstanding
"37,926","11,191.6484453441",0.3187224537,0.3014705777,2,17,top_10_15,outstanding
"30,942",590.0453875155,0.3007120478,0.5333333611,2,6,top_10_15,outstanding
"33,965",3.4214296284,0.2497988927,0,1,2,top_10_15,outstanding
"35,078",142.558864322,0.2864507027,0.3333333433,2,2,top_10_15,outstanding
"45,752","6,136.0115095228",0.309310365,0.4560439587,3,12,top_10_15,outstanding
"31,821","16,731.8841217409",0.3027817608,0.2575757504,4,11,top_10_15,outstanding
"33,949",0,0.2562111801,0.5,0,2,top_10_15,outstanding
"30,246",270.4347904472,0.3040548324,0.6000000238,2,3,top_10_15,outstanding
"30,322",228.0999292917,0.2724459801,0.1666666716,3,6,top_10_15,outstanding
"30,363",0,0,0,5,0,top_10_15,outstanding
"36,081",22.5449680173,0.2787369977,0,1,1,top_10_15,outstanding
"30,745",227.0622586866,0.2715630304,0.3333333433,2,2,top_10_15,outstanding
"29,339",0,0.2813299233,0.0694444478,0,9,top_10_15,outstanding
"44,686",397.4192119814,0.3017951063,0.3571428657,2,6,top_10_15,outstanding
"46,663",0,0.2946921918,0.2636363506,1,11,top_10_15,outstanding
"33,438",0,0.2885961076,0.5,1,2,top_10_15,outstanding
"29,433",0,0.2155894002,0,0,2,top_10_15,outstanding
"30,090",0,0.2382994088,0,0,1,top_10_15,outstanding
"32,064",0,0.2627337843,0,0,4,top_10_15,outstanding
"35,357",522.0142489552,0.2666969789,0.1666666716,1,3,top_10_15,outstanding
"43,493",0,0.3025787966,0.4166666567,1,4,top_10_15,outstanding
"31,456",0,0.2952689856,0.125,0,9,top_10_15,outstanding
"29,206","10,538.2189344393",0.2904699021,0,1,3,top_10_15,outstanding
"32,802",0,0.3050485213,0.3545454443,0,11,top_10_15,outstanding
"35,222",733.8227214939,0.2995857216,0.2638888955,2,7,top_10_15,outstanding
"31,019",0,0.3030824867,0.2916666567,0,9,top_10_15,outstanding
"33,477",183.8552307596,0.2891810463,0.2666666806,4,4,top_10_15,outstanding
"29,213",0,0.2509386436,0,0,2,top_10_15,outstanding
"41,878",90.4707153109,0.2907098409,0.4583333433,2,8,top_10_15,outstanding
"42,578","1,034.6151306198",0.2894808968,0.150000006,3,3,top_10_15,outstanding
"40,119","10,602.7248102001",0.2736934882,0.1964285672,5,4,top_10_15,outstanding
"30,050",0,0.2600088639,0,0,1,top_10_15,outstanding
"34,733",0,0,0,2,0,top_10_15,outstanding
"35,710",0,0.2817352329,0,0,1,top_10_15,outstanding
"35,846",0,0.2949391129,1,0,3,top_10_15,outstanding
"36,522","7,448.8454267973",0.3039672943,0.2818181813,4,9,top_10_15,outstanding
"33,194","5,282.1004378561",0.2336667847,0.3333333433,3,3,ordinary,ordinary
"34,828",0,0.3086275427,0.6428571343,1,8,ordinary,ordinary
"35,406",0,0,0,3,0,ordinary,ordinary
"30,696",0,0.2561851169,0,0,2,ordinary,ordinary
"32,977",0,0.2813149342,0.3333333433,1,3,ordinary,ordinary
"31,336","1,342.2258791273",0.2889436234,0.5833333135,1,4,ordinary,ordinary
"31,858",61.8499527073,0.26896622,0.2380952388,4,4,ordinary,ordinary
"43,606",0,0.2619957326,0.25,1,4,ordinary,ordinary
"38,238","11,962.1895420722",0.3165817091,0.4499999881,3,19,ordinary,ordinary
"49,619",6.0232181934,0.270759604,0.25,1,3,ordinary,ordinary
"41,141",0,0.2843755049,0.5,1,4,ordinary,ordinary
"41,683",0,0.2887928677,0.5,1,5,ordinary,ordinary
"38,039",173.967349876,0.2876906318,0.3333333433,2,7,ordinary,ordinary
"33,484",0,0.3031520928,0.5,1,6,ordinary,ordinary
"30,666",5.1035861092,0.2519809069,0.4166666567,2,3,ordinary,ordinary
"37,232","2,125.77474336",0.2745475348,0.1730769277,6,8,ordinary,ordinary
"53,918",0,0.2834747128,0.5833333135,1,4,ordinary,ordinary
"45,597",0,0.2905888828,0.3035714328,0,8,ordinary,ordinary
"39,063",0,0.2947250907,0.6499999762,1,5,ordinary,ordinary
"31,188","25,572.3525951416",0.2659579828,0.3000000119,3,6,ordinary,ordinary
"33,768","7,262.2395514804",0.3038798066,0.1169230789,20,7,ordinary,ordinary
"30,178",17.8610585775,0.2768287571,0.4499999881,2,5,ordinary,ordinary
"35,571","31,342.618833331",0.3213220525,0.3458333313,2,16,ordinary,ordinary
"42,222","28,722.0045684892",0.3158997068,0.268774718,12,14,ordinary,ordinary
"28,941",0,0.2901807792,0.3000000119,1,5,ordinary,ordinary
"31,674",0,0.2995914662,0.3666666746,1,6,ordinary,ordinary
"52,547",0,0.2652599849,0,0,2,ordinary,ordinary
"41,887",141.8811607244,0.3256631709,0.5110294223,2,17,ordinary,ordinary
"31,136",0,0.2680067002,0.4499999881,1,5,ordinary,ordinary
"39,648",291.1033336501,0.2757665988,0.4166666567,2,3,ordinary,ordinary
"29,395",0,0.2248669363,0,0,1,ordinary,ordinary
"38,600",28.1919876225,0.2856138073,0.3333333433,1,4,ordinary,ordinary
"30,065","10,470",0.2343618202,0,1,2,ordinary,ordinary
"34,657",0,0.2661156192,0,0,1,ordinary,ordinary
"30,520",0,0.2533103051,0,0,2,ordinary,ordinary
"29,785",0,0.256422709,0.25,1,4,ordinary,ordinary
"37,203",0,0.3046563961,0.4499999881,1,5,ordinary,ordinary
"51,388",0,1,0,1,1,ordinary,ordinary
"37,400",0,0.2730045492,0,0,3,ordinary,ordinary
"38,137",0,0.2860626422,0,1,1,ordinary,ordinary
"55,784",196.0062565824,0.2775061767,0.5833333135,3,4,ordinary,ordinary
"41,026",0,0.29076491,0.5,1,4,ordinary,ordinary
"40,863",96.2182097482,0.277988415,0.4166666567,2,4,ordinary,ordinary
"40,715",0,0.2844145357,0.400000006,1,6,ordinary,ordinary
"31,460",375.6115085212,0.2989749108,0.6000000238,3,5,ordinary,ordinary
"31,507","5,278",0.2838629887,0.400000006,2,4,ordinary,ordinary
"45,319",0,0.284743569,0,0,1,ordinary,ordinary
"31,663","10,565.1141351894",0.2684601302,0.1964285672,2,7,ordinary,ordinary
"32,117",0,0,0.1666666716,3,0,ordinary,ordinary
"29,262",0,0,0,1,0,ordinary,ordinary
"32,590",0,0.2712839747,0.3333333433,1,3,ordinary,ordinary
"30,737",261.3898266016,0.3185493604,0.4454545379,2,10,ordinary,ordinary
"51,882",94.8280483831,0.2602543877,0,4,1,ordinary,ordinary
"35,938",0,0.2947744529,0.4523809552,1,7,ordinary,ordinary
"46,296",413.75992267,0.2787664361,0.1333333403,8,3,ordinary,ordinary
"36,467","11,389.5532371771",0.2865595484,0.2252747267,10,5,ordinary,ordinary
"49,831",51.3617260065,0.2650233445,0.5,2,3,ordinary,ordinary
"37,516",0,0.2860858257,0,0,1,ordinary,ordinary
"50,327","3,050.1860279114",0.316183517,0.4738562107,4,15,ordinary,ordinary
"45,237",791.0332580622,0.2736367406,0.347222209,5,6,ordinary,ordinary
"41,896","10,609.3543308283",0.2799787855,0.3214285672,3,7,ordinary,ordinary
"31,367","10,568.7938139999",0.274262261,0.3666666746,2,5,ordinary,ordinary
"31,523",0,0.2696353794,0,0,1,ordinary,ordinary
"48,570",0,0.2981534813,0.5,1,7,ordinary,ordinary
"34,716",157.928584255,0.291239104,0.5,2,4,ordinary,ordinary
"35,075",0,0.2813449139,0.400000006,1,5,ordinary,ordinary
"43,342",0,0.2773254898,0.2380952388,1,7,ordinary,ordinary
"32,226","15,749",0.2639236076,0,2,2,ordinary,ordinary
"32,254",0,0.30455594,0.3333333433,1,7,ordinary,ordinary
"32,344",0,0.2687022901,0,0,2,ordinary,ordinary
"32,441",0,0.2828520919,0.1666666716,0,4,ordinary,ordinary
"30,742",0,0.2937413074,1,0,2,ordinary,ordinary
"32,814",0,0.2353072227,0,0,2,ordinary,ordinary
"30,906",0,0,0,1,1,ordinary,ordinary
"53,581",0,0.2513447898,0,0,1,ordinary,ordinary
"37,657",0,0.2887770729,0.3000000119,0,6,ordinary,ordinary
"40,829","10,588.9152156247",0.2724785795,0.4166666567,2,4,ordinary,ordinary
"29,916",0,0,0,1,0,ordinary,ordinary
"31,064",0,0.2719967031,0.1666666716,0,3,ordinary,ordinary
"54,745",489.884653054,0.2790169133,0.5,2,5,ordinary,ordinary
"31,082",160.241969136,0.2670072328,0.3000000119,2,4,ordinary,ordinary
"38,942","12,630.2117870635",0.297057003,0.400000006,3,9,ordinary,ordinary
"40,762",0,0.2940030068,0.5238095522,1,7,ordinary,ordinary
"34,140",0,0.2593975726,1,2,2,ordinary,ordinary
"29,170",0,0.235664242,0,0,2,ordinary,ordinary
"31,864",33.3066771214,0.267819999,0,1,3,ordinary,ordinary
"30,346",0,0.2693602694,0,0,2,ordinary,ordinary
"33,227",0,0.2780557165,0,0,3,ordinary,ordinary
"45,340","11,259.2241207992",0.3069186047,0.2666666806,2,9,ordinary,ordinary
"30,091",0,0.3039023829,0.3333333433,1,7,ordinary,ordinary
"45,624",0,0.2948567599,0.4333333373,1,6,ordinary,ordinary
"40,939",4.0499903994,0.2054085603,0.5,2,3,ordinary,ordinary
"31,089",0,0.1884032114,0,0,1,ordinary,ordinary
"43,327",0,0.2869645575,1,1,2,ordinary,ordinary
"31,174",0,0.2964460165,0.5,1,6,ordinary,ordinary
"38,383",0,0.2443765621,0,0,1,ordinary,ordinary
"31,483",0,0.3099682987,0.6666666865,1,4,ordinary,ordinary
"34,202",0,0.2599301078,0,0,2,ordinary,ordinary
"34,428",0,0.2886192194,0.5,0,2,ordinary,ordinary
"35,818",0,0.2884457798,0.5,0,3,ordinary,ordinary
"29,332",0,0.2860470155,0.4166666567,1,4,ordinary,ordinary
"30,984",0,0.2604192355,0.25,1,4,ordinary,ordinary
"53,021",0,0.259166544,0.25,1,4,ordinary,ordinary
"45,065","8,424.2427655567",0.2654631399,0.071895428,15,4,ordinary,ordinary
"39,890",0,0.2892833662,1,0,2,ordinary,ordinary
"40,188","5,279",0.2311903302,0.4166666567,3,2,ordinary,ordinary
"30,106","10,479.1813681875",0.2596655189,0.0833333358,1,4,ordinary,ordinary
"30,517",0,0.2146515977,0,0,1,ordinary,ordinary
"32,283",0,0.3036504743,0.3392857015,0,8,ordinary,ordinary
"32,374",0,0.2662363856,0.5,0,2,ordinary,ordinary
"32,704",0,0.2485875706,0.5,1,2,ordinary,ordinary
"29,783",0,0.2120396771,0,0,1,ordinary,ordinary
"36,889",0,0.2571971358,0,0,1,ordinary,ordinary
"51,816","10,471.6176470588",0.256561042,0.4166666567,2,4,ordinary,ordinary
"39,188","25,708.9807796111",0.3130336812,0.25,4,16,ordinary,ordinary
"54,599",0,0.2970965564,0.5833333135,1,4,ordinary,ordinary
"35,339",0,0.2718566574,0.3333333433,1,3,ordinary,ordinary
"36,491",0,0.2903172596,0,0,1,ordinary,ordinary
"32,956",0,0.2905569007,1,0,2,ordinary,ordinary
"30,990",0,0.288998358,0.8333333135,0,3,ordinary,ordinary
"31,002",212.4519070015,0.2905978201,0.5,2,5,ordinary,ordinary
"41,047",131.4365287662,0.2823900717,0.1666666716,1,3,ordinary,ordinary
"39,321",0,0.2847203495,0,1,1,ordinary,ordinary
"33,537",0,0.2786807388,0.3333333433,0,3,ordinary,ordinary
"44,823","11,712.055731985",0.2911748483,0.1428571492,8,6,ordinary,ordinary
"31,185",0,0.278686794,0.3333333433,1,4,ordinary,ordinary
"33,880",0,0.2285776142,0,1,1,ordinary,ordinary
