"display_name","count","id_user","category","class","class2"
curious_cat,23,"16,683",top_5_10,top_5_10,outstanding
LanceLafontaine,23,"6,989",top_5,top_5,outstanding
Anixx,22,"7,082",top_5,top_5,outstanding
Bitwise,22,"8,006",top_5,top_5,outstanding
alec_djinn,22,"14,070",top_5,top_5,outstanding
Mesentery,22,"24,610",top_5,top_5,outstanding
TanMath,20,"13,654",top_5,top_5,outstanding
Rishika,20,"12,377",top_5,top_5,outstanding
hello_there_andy,20,"10,070",top_5,top_5,outstanding
bli,20,"8,046",top_5,top_5,outstanding
Memming,19,"7,123",top_5,top_5,outstanding
Ilan,19,"10,660",top_5,top_5,outstanding
Michael_A,19,"20,081",top_5,top_5,outstanding
picapica,19,"12,212",top_5,top_5,outstanding
LotusBiology,18,"10,455",top_50_100,ordinary,ordinary
SolarLunix,18,"15,731",top_5,top_5,outstanding
"201044",17,"13,813",top_5_10,top_5_10,outstanding
Rory,17,"13,531",no_participation,ordinary,ordinary
comprehensible,17,"12,479",top_5,top_5,outstanding
yamad,15,"6,768",top_5,top_5,outstanding
j__,15,"17,198",no_participation,ordinary,ordinary
YviDe,14,"17,758",top_5,top_5,outstanding
gilleain,14,"15,935",top_5,top_5,outstanding
bpedit,13,"22,731",top_5,top_5,outstanding
FloriOn,13,"14,960",top_5,top_5,outstanding
smeeb,12,"13,795",top_25_30,ordinary,ordinary
questionhang,12,"10,601",top_5_10,top_5_10,outstanding
Ashafix,12,"20,608",top_5,top_5,outstanding
L.B.,12,"11,092",top_5,top_5,outstanding
bshane,12,"16,967",top_5,top_5,outstanding
adjan,12,"25,444",top_5,top_5,outstanding
Artem,12,"7,604",top_5,top_5,outstanding
Hav0k,12,"11,693",top_5,top_5,outstanding
Everyone,12,"7,617",top_5,top_5,outstanding
fredsbend,12,"9,273",top_5,top_5,outstanding
p.s.w.g,12,"11,429",top_5,top_5,outstanding
lightweaver,12,"15,130",top_5,top_5,outstanding
Thawn,12,"18,898",top_5,top_5,outstanding
VonBeche,11,"9,412",top_5,top_5,outstanding
dexterdev,11,"10,585",top_5,top_5,outstanding
