"display_name","count","id_user","category","class","class2"
EhevuTov,1,"30,305",top_15_20,ordinary,ordinary
Peteris,1,"32,067",top_15_20,ordinary,ordinary
kierlani,1,"36,342",top_15_20,ordinary,ordinary
DrZ214,1,"37,562",top_15_20,ordinary,ordinary
student1,1,"34,068",top_15_20,ordinary,ordinary
flow,1,"29,037",top_15_20,ordinary,ordinary
mathemather,1,"38,238",top_15_20,ordinary,ordinary
ostal123,1,"44,963",top_15_20,ordinary,ordinary
pablodf76,1,"49,619",top_15_20,ordinary,ordinary
user233658,1,"37,158",top_15_20,ordinary,ordinary
user2018675,1,"44,396",top_15_20,ordinary,ordinary
Sudhanshu,1,"38,032",top_15_20,ordinary,ordinary
noelicus,1,"31,109",top_15_20,ordinary,ordinary
ATP,1,"39,384",top_15_20,ordinary,ordinary
reflexiv,1,"31,228",top_15_20,ordinary,ordinary
Abhishekstudent,1,"34,960",top_15_20,ordinary,ordinary
puk,1,"30,338",top_15_20,ordinary,ordinary
spoorlezer,1,"35,140",top_15_20,ordinary,ordinary
PiZzL3,1,"35,753",top_15_20,ordinary,ordinary
Edza,1,"32,840",top_15_20,ordinary,ordinary
Cyberson,1,"36,712",top_15_20,ordinary,ordinary
KOLANICH,1,"34,761",top_15_20,ordinary,ordinary
Kasper,1,"30,286",top_15_20,ordinary,ordinary
Mcruggs,1,"40,737",top_15_20,ordinary,ordinary
Mathxx,1,"35,871",top_15_20,ordinary,ordinary
HericDenis,1,"30,960",top_15_20,ordinary,ordinary
phenolicdeath,1,"47,029",top_15_20,ordinary,ordinary
CognisMantis,1,"34,243",top_5,top_5,outstanding
svavil,1,"41,909",top_15_20,ordinary,ordinary
einnocent,1,"39,648",top_15_20,ordinary,ordinary
Tango,1,"30,065",top_15_20,ordinary,ordinary
user2813274,1,"34,750",top_15_20,ordinary,ordinary
Vorac,1,"30,556",top_15_20,ordinary,ordinary
noumenal,1,"35,909",top_15_20,ordinary,ordinary
Man_Of_Wisdom,1,"35,977",top_15_20,ordinary,ordinary
user14840,1,"35,878",top_15_20,ordinary,ordinary
Apeiron,1,"42,940",top_15_20,ordinary,ordinary
MolbOrg,1,"32,194",top_15_20,ordinary,ordinary
BRabbit27,1,"30,264",top_15_20,ordinary,ordinary
Mohebifar,1,"34,996",top_15_20,ordinary,ordinary
piojo,1,"35,727",top_15_20,ordinary,ordinary
psmears,1,"36,922",top_15_20,ordinary,ordinary
packet0,1,"48,122",top_15_20,ordinary,ordinary
Itsme2003,1,"41,501",top_15_20,ordinary,ordinary
OlafM,1,"45,237",top_15_20,ordinary,ordinary
jibo,1,"55,120",top_15_20,ordinary,ordinary
clapas,1,"30,057",top_15_20,ordinary,ordinary
Starlight,1,"44,084",top_15_20,ordinary,ordinary
Yura,1,"32,226",top_15_20,ordinary,ordinary
Nat,1,"32,814",top_15_20,ordinary,ordinary
user29568,1,"32,817",top_15_20,ordinary,ordinary
LXSoft,1,"33,031",top_15_20,ordinary,ordinary
CPak,1,"46,878",top_15_20,ordinary,ordinary
Wibbs,1,"48,964",top_20_25,ordinary,ordinary
JJ_Jason,1,"38,550",top_20_25,ordinary,ordinary
Kraw,1,"42,120",top_20_25,ordinary,ordinary
Calmarius,1,"30,751",top_20_25,ordinary,ordinary
Zaz,1,"30,336",top_20_25,ordinary,ordinary
Oolong,1,"32,462",top_20_25,ordinary,ordinary
Raksh23,1,"40,490",top_20_25,ordinary,ordinary
alec_djinn,1,"41,357",top_20_25,ordinary,ordinary
Dmitriusan,1,"31,073",top_20_25,ordinary,ordinary
Wossname,1,"48,386",top_20_25,ordinary,ordinary
user1122069,1,"34,288",top_20_25,ordinary,ordinary
SkyDreamer9,1,"32,224",top_20_25,ordinary,ordinary
"23k",1,"32,589",top_20_25,ordinary,ordinary
Lucian09474,1,"32,824",top_20_25,ordinary,ordinary
lilott8,1,"45,851",top_20_25,ordinary,ordinary
squigbobble,1,"41,946",top_20_25,ordinary,ordinary
Taiki,1,"39,600",top_20_25,ordinary,ordinary
jm666,1,"33,598",top_20_25,ordinary,ordinary
Utku,1,"40,690",top_20_25,ordinary,ordinary
nest,1,"40,169",top_20_25,ordinary,ordinary
dramasea,1,"29,494",top_20_25,ordinary,ordinary
Carpediem,1,"31,700",top_20_25,ordinary,ordinary
burntblark,1,"30,693",top_20_25,ordinary,ordinary
Mathbg,1,"55,245",top_20_25,ordinary,ordinary
albapa,1,"37,206",top_5,top_5,outstanding
barbecue,1,"38,835",top_20_25,ordinary,ordinary
PhiS,1,"39,321",top_20_25,ordinary,ordinary
WayneEra,1,"39,572",top_20_25,ordinary,ordinary
Unistudent9,1,"30,165",top_20_25,ordinary,ordinary
sugunan,1,"34,455",top_20_25,ordinary,ordinary
football-fsj,1,"34,892",top_20_25,ordinary,ordinary
richard,1,"35,550",top_20_25,ordinary,ordinary
Derfder,1,"31,061",top_20_25,ordinary,ordinary
A9S6,1,"34,231",top_20_25,ordinary,ordinary
NextTimeDW,1,"54,414",top_20_25,ordinary,ordinary
Nissa,1,"43,960",top_20_25,ordinary,ordinary
biotech,1,"44,592",top_25_30,ordinary,ordinary
alberto2000,1,"45,775",top_25_30,ordinary,ordinary
Chemobot,1,"42,419",top_25_30,ordinary,ordinary
Here-to-learn,1,"49,862",top_25_30,ordinary,ordinary
user3650050,1,"45,836",top_25_30,ordinary,ordinary
DJA,1,"31,960",top_25_30,ordinary,ordinary
Gallifreyan,1,"49,909",top_25_30,ordinary,ordinary
OrangeDog,1,"33,266",top_25_30,ordinary,ordinary
JakeGould,1,"42,014",top_25_30,ordinary,ordinary
privetDruzia,1,"39,653",top_25_30,ordinary,ordinary
Vinterwoo,1,"39,171",top_25_30,ordinary,ordinary
gerrit,1,"30,625",top_25_30,ordinary,ordinary
tuskiomi,1,"38,955",top_25_30,ordinary,ordinary
BEWARB,1,"40,651",top_25_30,ordinary,ordinary
oPless,1,"49,486",top_25_30,ordinary,ordinary
ArtOfCode,1,"36,988",top_25_30,ordinary,ordinary
MattD,1,"41,009",top_25_30,ordinary,ordinary
Riftcaster,1,"55,975",top_25_30,ordinary,ordinary
nexus_2006,1,"45,659",top_25_30,ordinary,ordinary
gogators,1,"53,424",top_25_30,ordinary,ordinary
spacetyper,1,"44,480",top_25_30,ordinary,ordinary
JAB,1,"40,828",top_25_30,ordinary,ordinary
BoltClock,1,"29,870",top_25_30,ordinary,ordinary
user17753,1,"29,331",top_25_30,ordinary,ordinary
fafl,1,"44,865",top_25_30,ordinary,ordinary
whatsisname,1,"37,452",top_25_30,ordinary,ordinary
Carmeister,1,"55,225",top_25_30,ordinary,ordinary
Pere,1,"46,571",top_25_30,ordinary,ordinary
AndyT,1,"37,619",top_25_30,ordinary,ordinary
Shadur,1,"41,534",top_25_30,ordinary,ordinary
Berlin,1,"33,252",top_25_30,ordinary,ordinary
joel,1,"50,502",no_participation,ordinary,ordinary
fuzzyTew,1,"49,075",top_25_30,ordinary,ordinary
SpaceTrucker,1,"37,978",top_25_30,ordinary,ordinary
ajeh,1,"51,080",top_25_30,ordinary,ordinary
kasperd,1,"33,563",top_25_30,ordinary,ordinary
Crashworks,1,"41,965",top_25_30,ordinary,ordinary
sehe,1,"31,191",top_25_30,ordinary,ordinary
quintopia,1,"40,291",top_25_30,ordinary,ordinary
Johannes_B,1,"44,829",top_25_30,ordinary,ordinary
Chwebo,1,"45,384",top_25_30,ordinary,ordinary
ColGraff,1,"56,031",top_25_30,ordinary,ordinary
DRF,1,"40,676",top_25_30,ordinary,ordinary
GetFree,1,"40,925",top_25_30,ordinary,ordinary
RBarryYoung,1,"33,687",top_25_30,ordinary,ordinary
AndaluZ,1,"49,819",top_25_30,ordinary,ordinary
hvd,1,"47,896",top_25_30,ordinary,ordinary
aroth,1,"42,214",top_25_30,ordinary,ordinary
barrycarter,1,"42,363",top_25_30,ordinary,ordinary
erdekhayser,1,"33,978",top_25_30,ordinary,ordinary
corsiKa,1,"34,160",top_25_30,ordinary,ordinary
pentane,1,"34,830",top_30_35,ordinary,ordinary
Jonny,1,"34,863",top_30_35,ordinary,ordinary
Makyen,1,"34,981",top_30_35,ordinary,ordinary
Baker,1,"40,054",top_30_35,ordinary,ordinary
user12757,1,"35,066",top_30_35,ordinary,ordinary
TylerH,1,"35,194",top_30_35,ordinary,ordinary
silverjam,1,"43,326",top_30_35,ordinary,ordinary
the0ther,1,"32,098",top_30_35,ordinary,ordinary
mdpc,1,"29,619",top_30_35,ordinary,ordinary
medivh,1,"30,447",top_30_35,ordinary,ordinary
immibis,1,"35,627",top_30_35,ordinary,ordinary
NH.,1,"29,655",top_30_35,ordinary,ordinary
MysteriousWhisper,1,"35,961",top_30_35,ordinary,ordinary
Garrett,1,"36,159",top_30_35,ordinary,ordinary
gncs,1,"32,565",top_30_35,ordinary,ordinary
Martigan,1,"36,403",top_30_35,ordinary,ordinary
msouth,1,"32,656",top_30_35,ordinary,ordinary
emory,1,"32,660",top_30_35,ordinary,ordinary
Joh,1,"39,847",no_participation,ordinary,ordinary
Random832,1,"36,811",top_30_35,ordinary,ordinary
Archa,1,"44,121",top_30_35,ordinary,ordinary
Clippy,1,"44,188",top_30_35,ordinary,ordinary
