"id_user","entropy","layer_1","layer_2","layer_3","layer_4","class","class2"
"28,795",8.2014777696,64,21,126,34,top_5,outstanding
"28,798",3.0149118076,1,2,24,8,top_5_10,outstanding
"28,799",8.031223223,15,22,36,16,top_5,outstanding
"28,800",4.477135544,6,2,25,9,top_5,outstanding
"28,802",8.792288836,162,154,423,54,top_5,outstanding
"28,803",0,1,0,0,0,top_10_15,outstanding
"28,804",1.2770342595,0,0,7,0,top_5,outstanding
"28,805",0.6931471806,0,1,2,0,ordinary,ordinary
"28,806",1.7917594692,0,0,6,0,top_10_15,outstanding
"28,809",3.2188205126,3,2,9,4,top_5,outstanding
"28,810",11.2994633254,298,130,337,91,top_5,outstanding
"28,811",2.4606108903,1,10,65,3,top_5,outstanding
"28,812",1.0008048471,1,5,5,4,ordinary,ordinary
"28,813",7.1958669705,33,8,29,15,top_5,outstanding
"28,816",0,1,0,1,0,top_5_10,outstanding
"28,817",1.0986122887,0,0,3,1,ordinary,ordinary
"28,818",11.6009800532,254,117,393,135,top_5,outstanding
"28,819",0.6931471806,0,0,1,2,ordinary,ordinary
"28,820",9.3888347702,57,22,52,26,top_5,outstanding
"28,822",1.6020559155,4,0,4,12,top_5_10,outstanding
"28,823",4.6655783055,9,0,11,5,top_5,outstanding
"28,824",0,2,2,1,0,top_5_10,outstanding
"28,826",0,2,2,0,0,ordinary,ordinary
"28,827",10.4431385715,103,66,185,58,top_5,outstanding
"28,830",2.3915047651,7,0,4,3,top_5_10,outstanding
"28,831",4.7831557909,11,2,8,5,top_5,outstanding
"28,833",3.1780538303,2,0,6,2,ordinary,ordinary
"28,835",4.7697848545,9,3,32,15,top_5,outstanding
"28,838",4.3388281634,5,3,9,2,top_5,outstanding
"28,840",0,1,0,1,0,top_5_10,outstanding
"28,841",1.6094379124,0,1,5,0,top_5,outstanding
"28,842",1.0986122887,0,0,6,0,top_10_15,outstanding
"28,845",7.0962837542,27,15,33,13,top_5,outstanding
"28,848",1.3296613489,3,2,4,0,top_10_15,outstanding
"28,849",5.9316851931,13,10,22,4,top_5,outstanding
"28,852",4.9027111286,6,15,46,5,top_5,outstanding
"28,853",4.2225507981,5,2,6,3,ordinary,ordinary
"28,854",2.0794415417,1,2,4,0,ordinary,ordinary
"28,855",0,1,1,0,0,ordinary,ordinary
"28,861",12.0460398893,413,161,415,145,top_5,outstanding
"28,862",2.393312123,0,6,16,1,top_5,outstanding
"28,866",9.5281174183,84,27,94,42,top_5,outstanding
"28,867",0.6931471806,2,0,1,0,ordinary,ordinary
"28,869",11.9825346013,395,145,496,260,top_5,outstanding
"28,870",0,0,0,1,1,top_5_10,outstanding
"28,871",6.1505556509,14,22,92,10,top_5,outstanding
"28,872",10.9330386634,133,58,211,100,top_5,outstanding
"28,873",2.0228085294,2,0,6,1,top_5,outstanding
"28,875",1.3862943611,4,1,0,0,top_10_15,outstanding
"28,878",2.6593226977,6,0,6,1,top_5,outstanding
"28,879",3.5692755816,3,10,17,0,top_5,outstanding
"28,880",2.2921618928,2,3,5,3,top_5_10,outstanding
"28,881",0,1,0,1,1,ordinary,ordinary
"28,882",0,1,1,1,0,top_10_15,outstanding
"28,884",1.3661588476,0,4,5,0,top_5,outstanding
"28,889",5.7846776997,30,22,10,9,top_5,outstanding
"28,891",3.1780538303,2,0,3,4,top_10_15,outstanding
"28,892",11.1815963008,171,68,172,72,top_5,outstanding
"28,893",0,1,1,1,0,top_10_15,outstanding
"28,894",5.2178590995,6,7,15,1,top_5,outstanding
"28,897",1.7917594692,2,0,3,0,top_5_10,outstanding
"28,898",0.6365141683,0,0,9,0,top_5_10,outstanding
"28,901",9.1907264896,56,45,109,41,top_5,outstanding
"28,902",1.3296613489,1,4,3,0,top_5_10,outstanding
"28,905",2.2459520807,3,1,10,1,top_5,outstanding
"28,908",7.7543797046,24,19,75,28,top_5,outstanding
"28,911",5.0688805531,15,7,22,1,top_5,outstanding
"28,912",0,0,1,1,0,ordinary,ordinary
"28,915",3.2908984711,12,6,8,0,top_5_10,outstanding
"28,917",1.0986122887,0,1,3,1,ordinary,ordinary
"28,920",8.262756569,43,22,95,22,top_5,outstanding
"28,923",2.0253262208,2,0,5,1,top_5_10,outstanding
"28,924",10.1380774939,69,56,100,62,top_5,outstanding
"28,926",9.3237509285,68,31,74,42,top_5,outstanding
"28,927",0,1,0,1,0,ordinary,ordinary
"28,930",1.735126457,0,3,3,2,top_5_10,outstanding
"28,931",5.3574345266,6,20,62,4,top_5,outstanding
"28,932",5.6400847746,10,7,29,9,top_5,outstanding
"28,935",4.8366360436,40,19,80,5,top_5,outstanding
"28,938",0,3,3,3,0,top_10_15,outstanding
"28,939",0.6931471806,1,0,2,1,top_10_15,outstanding
"28,941",1.346023334,0,5,5,0,ordinary,ordinary
"28,946",8.8030454613,51,40,100,34,top_5,outstanding
"28,951",0.6931471806,1,1,4,1,top_5,outstanding
"28,953",1.2554823252,4,3,2,4,top_10_15,outstanding
"28,954",0,0,0,0,2,top_5_10,outstanding
"28,956",0,0,2,0,0,top_5_10,outstanding
"28,957",0,0,1,1,1,ordinary,ordinary
"28,959",0,1,0,1,1,ordinary,ordinary
"28,962",0.6931471806,0,0,0,8,top_5,outstanding
"28,965",0,1,0,1,1,ordinary,ordinary
"28,971",8.2980089887,239,452,732,172,top_5,outstanding
"28,973",0,1,0,1,0,ordinary,ordinary
"28,974",10.2769336247,727,287,666,134,top_5,outstanding
"28,979",8.756170145,80,87,227,66,top_5,outstanding
"28,981",0.6931471806,2,0,1,0,top_5_10,outstanding
"28,983",0.6931471806,0,0,2,0,top_10_15,outstanding
"28,984",0.5623351446,4,0,2,1,top_5_10,outstanding
"28,995",0.6931471806,2,0,1,0,ordinary,ordinary
"29,001",3.0676801316,5,13,1,11,top_5,outstanding
"29,004",0.6931471806,2,0,1,0,ordinary,ordinary
"29,005",0,2,2,2,0,top_10_15,outstanding
"29,006",1.9061547465,1,1,8,0,top_5,outstanding
"29,007",0,0,0,1,0,ordinary,ordinary
"29,010",0,0,0,1,0,ordinary,ordinary
"29,013",0,5,5,5,0,top_5_10,outstanding
"29,014",1.3862943611,1,2,2,2,top_10_15,outstanding
"29,015",0,0,1,0,1,ordinary,ordinary
"29,016",1.0986122887,0,0,3,0,ordinary,ordinary
"29,017",0.6931471806,2,0,0,0,ordinary,ordinary
"29,019",0,0,1,0,1,ordinary,ordinary
"29,020",0.6931471806,0,1,2,0,ordinary,ordinary
"29,021",0.6931471806,2,0,0,0,ordinary,ordinary
"29,023",0,1,0,0,1,ordinary,ordinary
"29,026",7.9660905751,30,11,25,5,top_5,outstanding
"29,029",0.6931471806,2,0,4,0,top_5,outstanding
"29,032",5.5128696306,29,15,28,7,top_5_10,outstanding
"29,034",0,1,0,1,0,top_5_10,outstanding
"29,036",0.4505612089,1,2,0,6,top_5_10,outstanding
"29,037",3.3155258748,4,1,20,8,ordinary,ordinary
"29,039",0.6931471806,5,2,2,2,top_5_10,outstanding
"29,040",0,1,0,0,1,top_5_10,outstanding
"29,042",0.6931471806,2,1,1,3,top_5_10,outstanding
"29,044",7.5579786277,41,11,56,33,top_5,outstanding
"29,046",2.9957322736,2,1,4,5,ordinary,ordinary
"29,047",1.7917594692,2,1,3,0,top_5_10,outstanding
"29,050",0,0,0,1,0,ordinary,ordinary
"29,051",4.741193822,5,3,8,5,top_5,outstanding
"29,053",0,3,0,0,0,top_10_15,outstanding
"29,054",0,0,0,4,0,ordinary,ordinary
"29,055",12.5989310818,"1,255",436,995,305,top_5,outstanding
"29,057",0.6931471806,2,2,0,0,top_10_15,outstanding
"29,061",0,0,0,4,4,top_5,outstanding
"29,063",8.9717354347,54,17,51,18,top_5,outstanding
"29,064",0,0,0,1,0,ordinary,ordinary
"29,068",2.1509506083,13,0,12,0,top_5_10,outstanding
"29,071",2.5805277901,8,4,19,2,ordinary,ordinary
"29,075",5.8694149829,11,10,6,6,top_5_10,outstanding
"29,078",1.3138340332,1,0,10,0,top_10_15,outstanding
"29,079",0.6931471806,2,4,0,0,top_10_15,outstanding
"29,080",0,1,0,1,1,top_5_10,outstanding
"29,081",3.2608518316,13,5,14,2,top_5_10,outstanding
"29,083",10.656863276,407,121,312,82,top_5,outstanding
"29,087",1.3030924038,1,1,9,0,top_10_15,outstanding
"29,091",0,1,1,0,0,ordinary,ordinary
"29,093",3.8712010109,4,1,4,3,ordinary,ordinary
"29,096",0.6931471806,2,0,2,2,top_5_10,outstanding
"29,097",1.6939520276,5,3,2,5,top_5_10,outstanding
"29,098",1.0986122887,0,0,3,0,ordinary,ordinary
"29,100",8.6295190186,17,24,36,17,top_5,outstanding
"29,101",3.357505261,7,2,5,5,top_5,outstanding
"29,102",2.7420300085,5,0,6,2,top_5_10,outstanding
"29,104",8.8645416632,26,9,58,14,top_5,outstanding
"29,105",1.3862943611,2,1,2,0,top_5_10,outstanding
"29,108",0,0,0,2,0,ordinary,ordinary
"29,110",2.4675759759,7,0,10,3,top_5_10,outstanding
"29,113",0,0,0,3,0,ordinary,ordinary
"29,116",0,0,0,0,1,top_5_10,outstanding
"29,117",1.0970323904,25,0,1,0,top_10_15,outstanding
"29,118",2.1594692358,3,6,9,1,top_5_10,outstanding
"29,119",1.6020559155,4,0,4,0,ordinary,ordinary
"29,120",0,0,0,0,3,ordinary,ordinary
"29,121",5.5149375459,23,4,13,5,top_5,outstanding
"29,122",1.3690482111,14,6,27,5,top_5_10,outstanding
"29,123",0,0,1,1,1,ordinary,ordinary
"29,124",2.0228085294,4,1,4,3,top_5_10,outstanding
"29,127",2.4146053063,10,6,11,0,top_5_10,outstanding
"29,128",0.6931471806,2,0,0,0,ordinary,ordinary
"29,130",0,1,1,1,0,ordinary,ordinary
"29,131",0.6931471806,2,0,0,1,top_10_15,outstanding
"29,132",9.2419339178,100,38,80,33,top_5,outstanding
"29,134",0,0,1,0,0,ordinary,ordinary
"29,135",1.7160770873,0,0,7,4,top_5_10,outstanding
"29,136",3.3623244716,3,4,9,7,top_5_10,outstanding
"29,143",0.6931471806,0,1,2,0,ordinary,ordinary
"29,144",0.6931471806,2,0,1,0,ordinary,ordinary
"29,145",0.6931471806,8,0,0,0,ordinary,ordinary
"29,146",4.220632896,18,2,10,10,top_5,outstanding
"29,147",2.2500218847,29,0,8,0,top_5,outstanding
"29,150",0,2,0,2,2,top_5_10,outstanding
"29,151",4.3066029533,7,4,14,5,top_5,outstanding
"29,152",5.4209692263,6,4,14,9,top_5,outstanding
"29,157",3.3322045102,2,2,7,1,top_5,outstanding
"29,159",0,0,0,1,0,ordinary,ordinary
"29,161",1.0397207708,0,0,4,0,top_5_10,outstanding
"29,162",9.8808192121,52,25,87,47,top_5,outstanding
"29,163",0.6931471806,1,1,2,0,ordinary,ordinary
"29,165",0,1,0,0,1,ordinary,ordinary
"29,167",1.7917594692,5,1,6,4,top_5,outstanding
"29,168",0.6931471806,0,2,4,0,ordinary,ordinary
"29,170",0,1,0,1,0,ordinary,ordinary
"29,172",0,1,0,0,0,ordinary,ordinary
"29,174",1.3862943611,6,3,0,6,top_5_10,outstanding
"29,175",3.7908351741,5,3,10,6,top_5_10,outstanding
"29,176",12.0741557391,"1,603",418,"1,504",492,top_5,outstanding
"29,178",0.6931471806,0,0,2,0,ordinary,ordinary
"29,179",1.054920168,5,0,1,0,ordinary,ordinary
"29,180",0.6931471806,2,1,0,0,ordinary,ordinary
"29,181",0,0,0,1,1,ordinary,ordinary
"29,188",1.3296613489,6,4,4,4,ordinary,ordinary
"29,189",1.0986122887,0,1,3,1,ordinary,ordinary
"29,196",5.8456785765,13,20,72,18,top_5,outstanding
"29,197",3.1564149586,2,10,7,3,top_5_10,outstanding
"29,200",0.6931471806,0,2,4,0,ordinary,ordinary
"29,201",5.7099471827,14,9,11,5,top_5,outstanding
"29,203",0,0,0,1,0,ordinary,ordinary
"29,206",0,2,0,0,2,top_10_15,outstanding
"29,211",0.6931471806,0,0,6,0,ordinary,ordinary
"29,212",1.647918433,3,2,6,3,top_10_15,outstanding
"29,213",0.6931471806,2,0,1,0,top_10_15,outstanding
"29,214",0.6365141683,0,0,3,1,top_5_10,outstanding
"29,218",0.6931471806,0,10,5,0,ordinary,ordinary
"29,219",10.4637384736,94,72,155,54,top_5,outstanding
"29,220",3.2383337867,2,1,8,5,top_5_10,outstanding
"29,222",0.6931471806,1,0,0,2,ordinary,ordinary
"29,225",2.5864686741,17,2,11,5,top_5,outstanding
"29,226",0,1,0,0,1,ordinary,ordinary
"29,227",0,0,1,0,0,top_10_15,outstanding
"29,228",1.5665776177,1,2,7,4,top_10_15,outstanding
"29,229",0.6615632382,0,0,8,0,top_5_10,outstanding
"29,232",0.5623351446,3,1,1,4,ordinary,ordinary
"29,234",0,1,0,0,0,ordinary,ordinary
"29,235",12.2651574856,953,394,"1,231",308,top_5,outstanding
"29,236",0.6931471806,8,0,0,0,ordinary,ordinary
"29,237",2.9666107852,12,7,11,0,top_5,outstanding
"29,238",0,0,0,1,0,top_5_10,outstanding
"29,239",0.6931471806,1,0,2,0,ordinary,ordinary
"29,240",3.063658553,6,3,8,0,ordinary,ordinary
"29,241",0,1,0,0,0,ordinary,ordinary
"29,243",0.6931471806,2,0,0,0,ordinary,ordinary
"29,244",0,0,2,2,0,top_5_10,outstanding
"29,246",0.6931471806,0,6,12,0,top_10_15,outstanding
"29,249",0.6931471806,1,0,2,0,ordinary,ordinary
"29,252",2.22986965,6,8,14,2,top_5,outstanding
"29,253",2.0026730159,10,3,3,0,ordinary,ordinary
"29,254",0,0,2,0,0,ordinary,ordinary
"29,256",0,0,0,1,0,ordinary,ordinary
"29,258",0.6829081047,7,4,3,0,top_10_15,outstanding
"29,261",6.3713925964,15,8,10,4,top_5,outstanding
"29,262",0.6931471806,2,0,0,0,ordinary,ordinary
"29,263",0,1,1,0,1,ordinary,ordinary
"29,265",0,1,0,1,1,ordinary,ordinary
"29,266",0,2,0,2,2,ordinary,ordinary
"29,267",0,0,0,0,6,top_10_15,outstanding
"29,268",0,1,1,0,2,top_5_10,outstanding
"29,269",0,1,0,1,1,top_10_15,outstanding
"29,272",0.6931471806,2,0,0,0,ordinary,ordinary
"29,274",0.6931471806,0,0,12,6,top_10_15,outstanding
"29,275",0,1,1,1,0,ordinary,ordinary
"29,278",0.6931471806,2,0,1,4,ordinary,ordinary
"29,280",5.7980698098,62,58,44,27,top_5,outstanding
"29,281",0,1,0,1,0,ordinary,ordinary
"29,284",0,0,0,2,0,top_10_15,outstanding
"29,286",4.1207517765,18,9,24,2,top_5,outstanding
"29,287",0.6931471806,0,10,5,0,top_5_10,outstanding
"29,288",0,1,1,0,1,ordinary,ordinary
"29,290",3.8361272544,4,3,20,9,top_5_10,outstanding
"29,295",6.2193820107,11,3,9,5,ordinary,ordinary
"29,296",0.6931471806,0,0,2,0,ordinary,ordinary
"29,299",0,0,0,0,1,ordinary,ordinary
"29,300",1.3862943611,2,2,0,1,top_10_15,outstanding
"29,301",0.9502705392,0,4,5,0,ordinary,ordinary
"29,304",0.6931471806,0,2,0,4,top_10_15,outstanding
"29,305",0,1,1,0,0,ordinary,ordinary
"29,309",0.5623351446,4,1,0,2,top_10_15,outstanding
"29,312",0.6931471806,0,0,4,4,top_10_15,outstanding
"29,314",0,1,0,1,0,ordinary,ordinary
"29,315",8.9864030772,72,24,51,19,top_5,outstanding
"29,316",0,1,0,0,1,ordinary,ordinary
"29,318",0.6931471806,6,0,0,0,ordinary,ordinary
"29,319",2.2720291869,2,2,23,2,top_5,outstanding
"29,321",0,1,1,1,0,ordinary,ordinary
"29,322",0,3,3,1,0,top_5_10,outstanding
"29,323",0,2,0,2,0,top_10_15,outstanding
"29,325",0,1,1,0,0,ordinary,ordinary
"29,326",0,1,0,1,0,ordinary,ordinary
"29,327",4.8146311209,9,10,34,2,top_5,outstanding
"29,328",3.1137371346,5,6,11,0,ordinary,ordinary
"29,329",0,0,0,2,2,ordinary,ordinary
"29,331",0,1,1,0,0,ordinary,ordinary
"29,332",0.6931471806,2,0,4,0,ordinary,ordinary
"29,333",0,2,0,0,0,ordinary,ordinary
"29,334",6.6535590299,16,5,29,2,top_5,outstanding
"29,337",0.6931471806,2,2,1,0,ordinary,ordinary
"29,339",0.6931471806,2,0,1,1,top_10_15,outstanding
"29,341",0,3,3,3,0,top_10_15,outstanding
"29,342",2.3376778552,8,4,4,2,top_5_10,outstanding
"29,344",2.7442722161,12,0,2,2,ordinary,ordinary
"29,347",9.3038278045,35,14,46,22,top_5,outstanding
"29,349",1.0986122887,0,0,3,0,ordinary,ordinary
"29,350",1.2770342595,1,7,1,0,top_10_15,outstanding
"29,352",1.3138340332,0,1,10,1,top_10_15,outstanding
"29,354",0,2,0,0,0,top_5_10,outstanding
"29,355",3.3914850683,3,5,10,2,top_5_10,outstanding
"29,357",0.6365141683,3,2,1,0,ordinary,ordinary
"29,358",0,0,1,1,0,ordinary,ordinary
"29,359",2.7794808575,11,4,5,0,top_5_10,outstanding
"29,365",1.9661755171,6,1,3,0,top_5,outstanding
"29,366",1.3862943611,2,2,0,2,ordinary,ordinary
"29,367",1.5498260459,1,1,7,0,top_5_10,outstanding
"29,368",1.7328679514,4,1,2,0,ordinary,ordinary
"29,371",5.4064100648,7,3,11,4,top_5,outstanding
"29,372",1.735126457,3,0,3,1,ordinary,ordinary
"29,374",4.3152234072,11,8,6,6,top_5_10,outstanding
"29,376",4.4812467001,10,4,7,2,top_5,outstanding
"29,377",0.6931471806,1,0,2,1,ordinary,ordinary
"29,380",1.1246702892,0,0,4,4,top_10_15,outstanding
"29,381",0,1,0,1,0,top_10_15,outstanding
"29,382",4.1172502172,3,4,7,2,top_5_10,outstanding
"29,385",4.7703062987,9,9,34,11,top_5,outstanding
"29,389",9.8837305806,69,35,64,14,top_5,outstanding
"29,390",0,3,1,1,0,ordinary,ordinary
"29,391",0.6931471806,4,0,2,0,top_10_15,outstanding
"29,392",0,4,0,0,0,ordinary,ordinary
"29,393",0.6931471806,1,2,0,0,top_10_15,outstanding
"29,394",0,1,0,1,0,top_10_15,outstanding
"29,395",0.6931471806,2,0,0,0,ordinary,ordinary
"29,397",0.6931471806,2,1,0,0,ordinary,ordinary
"29,398",0.6931471806,4,0,0,0,top_5_10,outstanding
"29,399",0,0,2,2,0,top_10_15,outstanding
"29,400",0.6931471806,0,0,4,0,top_10_15,outstanding
"29,402",0,0,0,4,0,ordinary,ordinary
"29,403",0,1,0,1,0,top_10_15,outstanding
"29,404",0.6931471806,0,4,2,0,ordinary,ordinary
"29,407",3.4680615567,11,1,7,0,top_10_15,outstanding
"29,409",1.735126457,3,0,3,0,top_5_10,outstanding
"29,410",0,1,0,0,0,ordinary,ordinary
"29,411",3.9714380352,12,4,8,0,top_5,outstanding
"29,415",0,0,0,2,0,ordinary,ordinary
"29,417",8.3204466318,24,25,34,10,top_5,outstanding
"29,419",2.4998876391,9,2,7,0,top_5_10,outstanding
"29,420",0,2,0,2,0,ordinary,ordinary
"29,422",0,1,0,1,0,ordinary,ordinary
"29,424",3.1839025008,9,2,6,4,top_5,outstanding
"29,426",0.6931471806,4,0,0,0,ordinary,ordinary
"29,428",0.6931471806,0,0,1,2,ordinary,ordinary
"29,429",0.6931471806,4,0,0,2,top_10_15,outstanding
"29,431",0,1,0,1,0,ordinary,ordinary
"29,432",0,1,1,1,0,top_10_15,outstanding
"29,433",0,1,0,1,0,top_10_15,outstanding
"29,437",0.6931471806,6,0,3,0,top_10_15,outstanding
"29,438",0.6931471806,0,0,0,2,ordinary,ordinary
"29,439",6.3287774379,12,6,22,9,top_5,outstanding
"29,442",6.7659125584,42,15,33,3,top_5,outstanding
"29,443",0,0,2,1,0,top_10_15,outstanding
"29,444",0,0,0,1,1,ordinary,ordinary
"29,445",2.5257286443,5,0,5,2,ordinary,ordinary
"29,446",0,1,0,0,1,ordinary,ordinary
"29,448",0.6931471806,2,0,4,0,top_5_10,outstanding
"29,449",3.4831938055,1,6,10,6,top_5_10,outstanding
"29,451",0,0,0,2,2,ordinary,ordinary
"29,452",1.7917594692,2,0,3,0,top_5_10,outstanding
"29,455",0.6931471806,2,2,4,0,top_10_15,outstanding
"29,457",0.6931471806,1,0,2,0,ordinary,ordinary
"29,458",0.6365141683,1,0,3,0,top_5_10,outstanding
"29,459",4.7289413417,6,5,18,8,top_5,outstanding
"29,462",0.6931471806,0,0,0,2,top_10_15,outstanding
"29,465",0.6931471806,2,1,0,0,ordinary,ordinary
"29,467",1.0789922079,7,1,0,0,ordinary,ordinary
"29,468",4.8343724456,12,11,5,13,top_5,outstanding
"29,469",0,1,0,1,0,ordinary,ordinary
"29,470",4.4935869974,14,9,6,0,top_5,outstanding
"29,472",0,1,0,1,0,ordinary,ordinary
"29,473",0,5,0,5,0,top_10_15,outstanding
"29,474",0,0,0,1,0,ordinary,ordinary
"29,476",1.0986122887,0,1,9,0,ordinary,ordinary
"29,479",0,2,0,2,2,ordinary,ordinary
"29,481",0.6931471806,2,0,1,0,ordinary,ordinary
"29,483",3.2935783604,4,1,6,2,top_5_10,outstanding
"29,484",2.8663838183,6,0,14,0,ordinary,ordinary
"29,486",1.0986122887,9,0,0,0,ordinary,ordinary
"29,487",1.0986122887,3,0,0,0,ordinary,ordinary
"29,489",6.160016235,34,2,20,4,top_5,outstanding
"29,490",0.6931471806,3,1,0,4,top_10_15,outstanding
"29,492",0,1,1,0,0,ordinary,ordinary
"29,493",0.6931471806,0,1,2,1,top_10_15,outstanding
"29,494",0,2,2,0,0,ordinary,ordinary
"29,495",0,2,2,1,0,ordinary,ordinary
"29,496",1.9712108999,3,5,10,0,top_5_10,outstanding
"29,497",0,0,3,0,0,top_5_10,outstanding
"29,498",1.5401231944,5,0,4,0,top_10_15,outstanding
"29,499",0,0,3,0,0,top_5_10,outstanding
"29,500",1.560710409,2,0,6,2,top_5_10,outstanding
"29,502",5.3911221911,14,4,9,4,top_5,outstanding
"29,505",0.6931471806,4,0,0,2,ordinary,ordinary
"29,506",0,1,0,0,0,ordinary,ordinary
"29,507",0,0,0,1,1,top_5_10,outstanding
"29,510",4.4819018789,10,5,14,8,top_5,outstanding
"29,513",0.6365141683,3,0,1,3,top_5_10,outstanding
"29,514",1.7917594692,2,0,3,0,ordinary,ordinary
"29,515",0.6931471806,2,1,0,1,ordinary,ordinary
"29,516",0,1,0,1,0,ordinary,ordinary
"29,518",0.6931471806,2,0,0,0,ordinary,ordinary
"29,521",0,1,1,1,0,top_10_15,outstanding
"29,523",0,0,0,1,0,ordinary,ordinary
"29,524",1.0397207708,4,1,1,0,ordinary,ordinary
"29,530",1.3296613489,3,0,2,0,ordinary,ordinary
"29,534",1.7917594692,2,3,0,0,top_5_10,outstanding
"29,537",0.6931471806,2,0,0,0,ordinary,ordinary
"29,539",0,0,0,1,0,ordinary,ordinary
"29,543",0.6931471806,2,0,2,4,top_10_15,outstanding
"29,546",1.7917594692,2,0,3,1,top_10_15,outstanding
"29,547",0.6931471806,2,0,1,0,ordinary,ordinary
"29,549",0,1,0,1,0,top_10_15,outstanding
"29,550",0.6365141683,2,1,3,1,ordinary,ordinary
"29,551",1.0986122887,0,0,3,0,ordinary,ordinary
"29,552",0.6931471806,0,2,4,0,top_10_15,outstanding
"29,553",12.1061954168,384,161,468,205,top_5,outstanding
"29,554",0,1,0,0,0,ordinary,ordinary
"29,557",0.6931471806,0,0,2,0,ordinary,ordinary
"29,559",2.5310283531,4,1,5,3,ordinary,ordinary
"29,560",0.6931471806,1,1,2,0,ordinary,ordinary
"29,561",5.5729669541,37,23,132,25,top_5,outstanding
"29,562",0,1,0,1,0,ordinary,ordinary
"29,563",0.6931471806,2,0,1,0,ordinary,ordinary
"29,567",1.0986122887,0,0,3,0,ordinary,ordinary
"29,569",0.673011667,0,5,2,0,ordinary,ordinary
"29,571",0,0,1,1,0,ordinary,ordinary
"29,573",0.6931471806,6,1,1,3,top_5_10,outstanding
"29,576",0,1,1,0,1,ordinary,ordinary
"29,577",0,3,0,2,1,ordinary,ordinary
"29,578",0,0,0,2,0,ordinary,ordinary
"29,580",0,0,2,2,0,ordinary,ordinary
"29,582",5.7669961093,39,8,45,5,top_5,outstanding
"29,583",1.0296530141,5,0,10,0,top_10_15,outstanding
"29,585",0.6931471806,2,0,1,0,ordinary,ordinary
"29,587",1.9486295057,4,0,4,1,top_5,outstanding
"29,588",0,0,0,1,0,ordinary,ordinary
"29,589",0.6931471806,1,0,2,0,top_10_15,outstanding
"29,594",0.6931471806,2,2,2,0,ordinary,ordinary
"29,596",0.6931471806,2,0,1,0,top_10_15,outstanding
"29,597",4.9131802873,9,2,4,3,top_5_10,outstanding
"29,598",0,2,0,2,0,ordinary,ordinary
"29,599",0,0,0,2,0,ordinary,ordinary
"29,601",0.6931471806,2,0,0,0,ordinary,ordinary
"29,602",0,4,0,4,4,ordinary,ordinary
"29,603",0,1,0,0,1,ordinary,ordinary
"29,606",0.5004024235,1,5,4,0,top_5_10,outstanding
"29,607",0.6931471806,3,0,0,6,top_10_15,outstanding
"29,609",0.6931471806,0,4,0,0,ordinary,ordinary
"29,610",2.4412145291,4,2,2,5,top_5,outstanding
"29,611",1.0986122887,3,0,0,0,ordinary,ordinary
"29,613",0,1,0,0,1,ordinary,ordinary
"29,614",0.6931471806,0,0,2,0,top_10_15,outstanding
"29,615",0,1,0,1,1,ordinary,ordinary
"29,619",0.6931471806,0,0,2,0,ordinary,ordinary
"29,620",0,1,0,1,0,ordinary,ordinary
"29,621",0.6931471806,2,0,0,0,top_5_10,outstanding
"29,626",0.6931471806,4,2,0,0,ordinary,ordinary
"29,628",0,2,0,2,0,top_10_15,outstanding
"29,629",1.1246702892,3,4,4,0,ordinary,ordinary
"29,631",5.4705593329,19,7,12,4,top_5,outstanding
"29,633",0,0,2,0,0,ordinary,ordinary
"29,638",5.7945285784,8,10,21,8,top_5,outstanding
"29,640",1.246872849,7,5,6,0,top_5_10,outstanding
"29,644",1.0397207708,3,0,4,0,top_10_15,outstanding
"29,645",0.6931471806,2,0,0,0,ordinary,ordinary
"29,646",0,2,2,0,0,ordinary,ordinary
"29,649",2.9886639894,18,6,10,1,top_5_10,outstanding
"29,653",0,4,0,4,0,ordinary,ordinary
"29,654",0,0,2,0,0,ordinary,ordinary
"29,655",0.6931471806,2,1,1,0,ordinary,ordinary
"29,656",1.3862943611,6,0,2,0,ordinary,ordinary
"29,657",0,1,1,0,0,ordinary,ordinary
"29,658",0,0,1,1,0,ordinary,ordinary
"29,662",0,0,1,1,1,ordinary,ordinary
"29,668",0.6931471806,0,0,8,0,top_5_10,outstanding
"29,672",1.0397207708,0,2,4,2,top_5_10,outstanding
"29,674",1.6762349391,3,0,4,2,ordinary,ordinary
"29,675",0.6931471806,0,0,2,0,ordinary,ordinary
"29,679",6.6528537825,13,9,13,4,top_5,outstanding
"29,681",0.6931471806,0,0,2,4,ordinary,ordinary
"29,686",0.6931471806,1,0,2,0,ordinary,ordinary
"29,689",0,1,0,1,0,ordinary,ordinary
"29,690",1.6478710277,7,0,9,2,ordinary,ordinary
"29,691",0.6931471806,0,0,2,0,ordinary,ordinary
"29,692",4.7810391954,45,8,34,5,top_5,outstanding
"29,693",0.6931471806,0,0,6,0,top_10_15,outstanding
"29,696",0.6931471806,2,0,1,0,ordinary,ordinary
"29,697",0.6931471806,0,1,2,0,ordinary,ordinary
"29,698",0,1,1,1,0,ordinary,ordinary
"29,700",0,0,1,1,0,ordinary,ordinary
"29,701",1.3661588476,5,0,6,2,top_10_15,outstanding
"29,702",0,1,0,1,1,ordinary,ordinary
"29,703",0,0,0,1,0,ordinary,ordinary
"29,705",0,1,1,0,0,ordinary,ordinary
"29,706",0,1,0,1,0,ordinary,ordinary
"29,707",0,0,2,2,0,ordinary,ordinary
"29,708",1.6914343363,3,1,5,0,top_5_10,outstanding
