"id_user" ;"diff_min" ;"class" ;"class2"
43,108 ;0.7052833333 ;top_5 ;outstanding
31,024 ;30.8723333333 ;top_5 ;outstanding
44,403 ;3.7486666667 ;top_5 ;outstanding
38,496 ;1.3938833333 ;top_5 ;outstanding
29,121 ;11.591 ;top_5 ;outstanding
49,138 ;29.79595 ;top_5 ;outstanding
28,862 ;47,201.3665 ;top_5 ;outstanding
48,382 ;22,587.7344 ;top_5 ;outstanding
32,320 ;2,887.2055 ;top_5 ;outstanding
37,858 ;4.5204 ;top_5 ;outstanding
44,950 ;0 ;top_5 ;outstanding
31,273 ;16.043 ;top_5 ;outstanding
40,347 ;0.0151666667 ;top_5 ;outstanding
33,313 ;7,262.6531666667 ;top_5 ;outstanding
33,753 ;6.8042833333 ;top_5 ;outstanding
31,436 ;1,352.26995 ;top_5 ;outstanding
44,089 ;1.7351666667 ;top_5 ;outstanding
29,225 ;14,484.0937333333 ;top_5 ;outstanding
49,122 ;95.0715 ;top_5 ;outstanding
38,107 ;19,115.0504 ;top_5 ;outstanding
34,921 ;66.8555666667 ;top_5 ;outstanding
33,478 ;166,709.8769 ;top_5 ;outstanding
29,489 ;1.8018833333 ;top_5 ;outstanding
35,155 ;319,620.7898333333 ;top_5 ;outstanding
31,285 ;2.82995 ;top_5 ;outstanding
29,760 ;0 ;top_5 ;outstanding
37,759 ;60.5852833333 ;top_5 ;outstanding
28,809 ;5.9697833333 ;top_5 ;outstanding
32,534 ;4.7009 ;top_5 ;outstanding
39,441 ;751.70405 ;top_5 ;outstanding
28,905 ;23.7121666667 ;top_5 ;outstanding
33,515 ;4.204 ;top_5 ;outstanding
32,427 ;5.2387833333 ;top_5 ;outstanding
29,459 ;0 ;top_5 ;outstanding
36,476 ;223.15345 ;top_5 ;outstanding
35,569 ;31.87955 ;top_5 ;outstanding
30,863 ;6.9647333333 ;top_5 ;outstanding
28,838 ;144,112.0248333333 ;top_5 ;outstanding
36,993 ;129.0316166667 ;top_5 ;outstanding
28,951 ;2,104.8822666667 ;top_5 ;outstanding
29,468 ;9.8155 ;top_5 ;outstanding
48,799 ;2.7666166667 ;top_5 ;outstanding
30,438 ;3.9197833333 ;top_5 ;outstanding
28,932 ;87,630.713 ;top_5 ;outstanding
41,874 ;27.6494 ;top_5 ;outstanding
36,729 ;19.9782166667 ;top_5 ;outstanding
38,184 ;36.2931166667 ;top_5 ;outstanding
32,627 ;522.9022166667 ;top_5 ;outstanding
29,878 ;7.68895 ;top_5 ;outstanding
33,852 ;4,798.2770666667 ;top_5 ;outstanding
30,594 ;30.2335666667 ;top_5 ;outstanding
29,201 ;2,398.4704 ;top_5 ;outstanding
29,679 ;173,049.47955 ;top_5 ;outstanding
33,191 ;6.64645 ;top_5 ;outstanding
37,900 ;652.3949333333 ;top_5 ;outstanding
38,331 ;12.5386166667 ;top_5 ;outstanding
41,461 ;16.881 ;top_5 ;outstanding
40,584 ;30.5688833333 ;top_5 ;outstanding
28,878 ;6.2161666667 ;top_5 ;outstanding
34,445 ;85.3614 ;top_5 ;outstanding
54,404 ;61.3207833333 ;top_5 ;outstanding
41,894 ;6.9218333333 ;top_5 ;outstanding
31,836 ;14.3861666667 ;top_5 ;outstanding
45,232 ;0.1632833333 ;top_5 ;outstanding
35,193 ;1,939.5791666667 ;top_5 ;outstanding
28,894 ;3,034.5734 ;top_5 ;outstanding
35,417 ;0.2421 ;top_5 ;outstanding
29,502 ;2,905.7071166667 ;top_5 ;outstanding
36,636 ;0.3608333333 ;top_5 ;outstanding
32,457 ;243.0747833333 ;top_5 ;outstanding
38,681 ;1.2946 ;top_5 ;outstanding
28,873 ;4,078.4177666667 ;top_5 ;outstanding
30,160 ;6.89345 ;top_5 ;outstanding
30,337 ;40,783.7991666667 ;top_5 ;outstanding
32,008 ;1.3521666667 ;top_5 ;outstanding
43,656 ;7.69105 ;top_5 ;outstanding
34,132 ;1.0081666667 ;top_5 ;outstanding
29,991 ;17.7746666667 ;top_5 ;outstanding
28,884 ;25.3177166667 ;top_5 ;outstanding
42,374 ;8.0695 ;top_5 ;outstanding
38,649 ;125.3688833333 ;top_5 ;outstanding
39,512 ;34.1928833333 ;top_5 ;outstanding
37,584 ;10.44395 ;top_5 ;outstanding
30,798 ;104,272.5855666667 ;top_5 ;outstanding
32,902 ;8.5927166667 ;top_5 ;outstanding
36,044 ;0 ;top_5 ;outstanding
33,374 ;0.0087333333 ;top_5 ;outstanding
30,302 ;469.9421666667 ;top_5 ;outstanding
29,237 ;324,856.1951 ;top_5 ;outstanding
39,052 ;10.4462333333 ;top_5 ;outstanding
33,092 ;8.8926 ;top_5 ;outstanding
36,541 ;53.4587166667 ;top_5 ;outstanding
30,542 ;5.1167666667 ;top_5 ;outstanding
44,763 ;0.8632833333 ;top_5 ;outstanding
32,930 ;99,661.3805666667 ;top_5 ;outstanding
29,976 ;11,908.405 ;top_5 ;outstanding
37,241 ;9.3047166667 ;top_5 ;outstanding
29,101 ;0 ;top_5 ;outstanding
31,795 ;7.1702166667 ;top_5 ;outstanding
36,750 ;0 ;top_5 ;outstanding
36,601 ;19,213.3427333333 ;top_5 ;outstanding
36,812 ;115.0066166667 ;top_5 ;outstanding
29,327 ;0 ;top_5 ;outstanding
49,369 ;96.6723333333 ;top_5 ;outstanding
34,345 ;2.8191666667 ;top_5 ;outstanding
29,252 ;402,492.6118333333 ;top_5 ;outstanding
32,621 ;16.6633833333 ;top_5 ;outstanding
45,485 ;0.0956666667 ;top_5 ;outstanding
45,856 ;34,409.5384 ;top_5 ;outstanding
33,508 ;7.4421 ;top_5 ;outstanding
33,237 ;23.7654333333 ;top_5 ;outstanding
28,889 ;5,433.3160666667 ;top_5 ;outstanding
29,286 ;15.7182333333 ;top_5 ;outstanding
53,409 ;0 ;top_5 ;outstanding
36,137 ;8.3466666667 ;top_5 ;outstanding
50,084 ;21,344.4066666667 ;top_5 ;outstanding
46,351 ;114.4228333333 ;top_5 ;outstanding
41,279 ;8.4006666667 ;top_5 ;outstanding
34,986 ;50.9462333333 ;top_5 ;outstanding
46,630 ;153,983.2931166667 ;top_5 ;outstanding
48,110 ;0.3302166667 ;top_5 ;outstanding
33,623 ;7,377.89395 ;top_5 ;outstanding
33,725 ;0.2831666667 ;top_5 ;outstanding
46,410 ;26.4633333333 ;top_5 ;outstanding
37,122 ;9,462.5747833333 ;top_5 ;outstanding
33,638 ;653,912.7499 ;top_5 ;outstanding
31,141 ;0 ;top_5 ;outstanding
38,756 ;0.17655 ;top_5 ;outstanding
33,154 ;7,668.0497166667 ;top_5 ;outstanding
29,147 ;281,921.07545 ;top_5 ;outstanding
29,151 ;28.2513833333 ;top_5 ;outstanding
36,752 ;0 ;top_5 ;outstanding
44,713 ;68.7016166667 ;top_5 ;outstanding
37,688 ;4,362.5530666667 ;top_5 ;outstanding
40,282 ;23.6397333333 ;top_5 ;outstanding
38,678 ;0 ;top_5 ;outstanding
39,297 ;0.0248333333 ;top_5 ;outstanding
35,985 ;117.1743333333 ;top_5 ;outstanding
34,341 ;32.0118333333 ;top_5 ;outstanding
28,879 ;70,788.6691166667 ;top_5 ;outstanding
35,610 ;40,468.9872166667 ;top_5 ;outstanding
36,220 ;0.0481666667 ;top_5 ;outstanding
32,869 ;5,941.7723833333 ;top_5 ;outstanding
28,849 ;5,499.7712333333 ;top_5 ;outstanding
30,801 ;1,854.5452166667 ;top_5 ;outstanding
49,409 ;283.6041166667 ;top_5 ;outstanding
33,645 ;830,985.8451166668 ;top_5 ;outstanding
30,701 ;715,523.7514 ;top_5 ;outstanding
40,630 ;44,954.7312666667 ;top_5 ;outstanding
34,475 ;12,747.2525 ;top_5 ;outstanding
50,737 ;72.5593333333 ;top_5 ;outstanding
33,790 ;27.0401666667 ;top_5 ;outstanding
54,419 ;114.9647666667 ;top_5 ;outstanding
33,996 ;14.7662833333 ;top_5 ;outstanding
50,717 ;38.7407333333 ;top_5 ;outstanding
35,161 ;0 ;top_5 ;outstanding
29,470 ;383,622.6512166666 ;top_5 ;outstanding
36,554 ;0 ;top_5 ;outstanding
44,447 ;95,280.2942666667 ;top_5 ;outstanding
33,512 ;247.7164333333 ;top_5 ;outstanding
39,416 ;163.0902166667 ;top_5 ;outstanding
33,530 ;4,386.5555 ;top_5 ;outstanding
43,934 ;54.5967833333 ;top_5 ;outstanding
29,740 ;6.27745 ;top_5 ;outstanding
41,885 ;12,622.0068333333 ;top_5 ;outstanding
29,051 ;13.1295 ;top_5 ;outstanding
40,677 ;5.3488333333 ;top_5 ;outstanding
31,046 ;6,184.3065 ;top_5 ;outstanding
36,711 ;6.07645 ;top_5 ;outstanding
33,001 ;0.3618333333 ;top_5 ;outstanding
29,001 ;1,163,392.5800666667 ;top_5 ;outstanding
31,161 ;15.2067833333 ;top_5 ;outstanding
35,781 ;2,025.4017833333 ;top_5 ;outstanding
32,276 ;10,881.7921666667 ;top_5 ;outstanding
42,416 ;361,630.2278833333 ;top_5 ;outstanding
37,275 ;42,760.4103833333 ;top_5 ;outstanding
33,542 ;15,476.9887833333 ;top_5 ;outstanding
31,469 ;7.3875 ;top_5 ;outstanding
35,971 ;14.0747666667 ;top_5 ;outstanding
41,332 ;6.0732833333 ;top_5 ;outstanding
33,113 ;24.6147166667 ;top_5 ;outstanding
28,804 ;5.27705 ;top_5 ;outstanding
32,385 ;23.4303333333 ;top_5 ;outstanding
47,200 ;117,387.6246 ;top_5 ;outstanding
38,470 ;0 ;top_5 ;outstanding
28,962 ;0.3782833333 ;top_5 ;outstanding
34,274 ;5.7872166667 ;top_5 ;outstanding
34,941 ;9.9018333333 ;top_5 ;outstanding
31,034 ;2.9611666667 ;top_5 ;outstanding
37,998 ;0 ;top_5 ;outstanding
43,229 ;393,341.6880666667 ;top_5 ;outstanding
45,084 ;52.6436 ;top_5 ;outstanding
29,061 ;0 ;top_5 ;outstanding
35,884 ;0 ;top_5 ;outstanding
50,347 ;12.6817666667 ;top_5 ;outstanding
29,610 ;1.1048333333 ;top_5 ;outstanding
41,489 ;9.8098333333 ;top_5 ;outstanding
30,022 ;21,494.53045 ;top_5 ;outstanding
30,618 ;22.1301166667 ;top_5 ;outstanding
29,692 ;0.62895 ;top_5 ;outstanding
32,189 ;11,238.7857166667 ;top_5 ;outstanding
39,953 ;1,943.9835 ;top_5 ;outstanding
39,849 ;10.454 ;top_5 ;outstanding
43,637 ;6,104.6421 ;top_5 ;outstanding
40,729 ;203,179.7055 ;top_5 ;outstanding
34,003 ;192.0576666667 ;top_5 ;outstanding
31,746 ;36,182.0317333333 ;top_5 ;outstanding
32,112 ;2.8828333333 ;top_5 ;outstanding
37,240 ;24,562.7790666667 ;top_5 ;outstanding
37,320 ;4.9725666667 ;top_5 ;outstanding
35,011 ;24.4926 ;top_5 ;outstanding
29,167 ;1.8811666667 ;top_5 ;outstanding
30,740 ;7.3439333333 ;top_5 ;outstanding
29,319 ;100,780.6365 ;top_5 ;outstanding
